,year,month,tmin,tavg,tmax
0,2020,April,-0.987096774193548,7.151612903225807,15.558064516129035
0,2020,March,1.6466666666666663,10.340000000000002,19.016666666666666
0,2021,April,0.8838709677419356,8.045161290322579,15.606451612903227
0,2021,March,4.633333333333334,12.669999999999998,20.813333333333336
