,year,month,tmin,tavg,tmax
0,2020,April,1.2258064516129032,7.077419354838711,13.267741935483867
0,2020,March,4.989999999999999,10.5,16.58
0,2021,April,2.6774193548387095,8.103225806451613,14.59032258064516
0,2021,March,8.01,13.499999999999998,19.37
