,cloud,date,rainfall,snow,tmin,day,tavg,tmax,humid,Date,sunshine,station_id,wind,year,month
0,0.0,20150101,0.0,0.0,-10.8,1,-8.1,-2.8,41.6,2015-01-01,8.6,98,3.4,2015,1
1,0.0,20150102,0.0,0.0,-11.8,2,-7.0,-0.6,49.4,2015-01-02,8.4,98,2.4,2015,1
2,0.0,20150103,0.0,0.0,-13.0,3,-4.0,3.2,57.8,2015-01-03,7.7,98,1.3,2015,1
3,0.0,20150104,0.0,0.0,-2.6,4,1.3,7.2,73.9,2015-01-04,3.0,98,0.9,2015,1
4,0.0,20150105,0.8,0.0,-5.4,5,1.3,8.7,75.6,2015-01-05,3.2,98,1.0,2015,1
5,0.0,20150106,2.1,0.0,-8.2,6,-3.5,1.2,54.4,2015-01-06,8.7,98,3.8,2015,1
6,0.0,20150107,0.0,0.0,-10.0,7,-6.3,-0.7,39.6,2015-01-07,8.8,98,1.4,2015,1
7,0.0,20150108,0.0,0.0,-12.9,8,-6.9,0.8,51.1,2015-01-08,8.8,98,1.2,2015,1
8,0.0,20150109,0.0,0.0,-10.8,9,-4.0,4.0,62.3,2015-01-09,8.6,98,1.1,2015,1
9,0.0,20150110,0.0,0.0,-9.4,10,-2.0,5.9,64.0,2015-01-10,8.4,98,1.4,2015,1
10,0.0,20150111,0.0,0.0,-4.6,11,-0.4,4.3,54.8,2015-01-11,8.6,98,2.9,2015,1
11,0.0,20150112,0.0,0.0,-10.2,12,-4.0,3.8,43.5,2015-01-12,9.1,98,1.2,2015,1
12,0.0,20150113,0.0,0.0,-9.7,13,-3.1,6.3,54.5,2015-01-13,4.6,98,1.1,2015,1
13,0.0,20150114,0.0,0.0,-3.6,14,0.4,5.6,47.4,2015-01-14,0.5,98,1.0,2015,1
14,0.0,20150115,0.0,0.0,-4.4,15,1.4,9.7,61.4,2015-01-15,6.6,98,1.2,2015,1
15,0.0,20150116,0.5,0.0,-3.8,16,-0.6,3.3,72.9,2015-01-16,0.0,98,2.6,2015,1
16,0.0,20150117,0.0,0.0,-8.2,17,-4.4,1.2,43.6,2015-01-17,9.3,98,2.8,2015,1
17,0.0,20150118,6.2,0.0,-10.3,18,-3.0,3.8,68.1,2015-01-18,2.0,98,1.9,2015,1
18,0.0,20150119,0.0,0.0,-7.0,19,-0.9,3.3,73.4,2015-01-19,8.2,98,2.3,2015,1
