,tmax,year,tmin,humid,cloud,sunshine,date,day,rainfall,station_id,Date,wind,month,tavg,snow
52,11.2,2019,-5.3,67.4,4.1,9.4,20190222,22,0.0,98,2019-02-22,0.9,2,2.1,0.0
53,14.4,2019,-3.0,53.8,2.0,9.8,20190223,23,0.0,98,2019-02-23,0.9,2,4.6,0.0
54,13.3,2019,-3.3,57.5,1.6,9.8,20190224,24,0.0,98,2019-02-24,1.6,2,4.1,0.0
55,10.8,2019,-2.8,62.1,4.4,9.7,20190225,25,0.0,98,2019-02-25,1.0,2,2.6,0.0
56,12.1,2019,-4.9,46.9,3.4,9.5,20190226,26,0.0,98,2019-02-26,1.0,2,3.5,0.0
57,13.6,2019,1.1,49.0,8.0,8.9,20190227,27,0.0,98,2019-02-27,1.3,2,6.2,0.0
58,13.1,2019,-1.9,56.0,3.5,9.3,20190228,28,0.0,98,2019-02-28,1.2,2,4.6,0.0
59,13.8,2019,-2.5,55.4,0.0,10.0,20190301,1,0.0,98,2019-03-01,1.3,3,4.8,0.0
60,15.3,2019,-3.0,51.9,4.3,9.5,20190302,2,0.0,98,2019-03-02,1.0,3,5.6,0.0
61,16.2,2019,-2.5,48.5,4.6,9.1,20190303,3,0.0,98,2019-03-03,0.9,3,6.9,0.0
62,17.1,2019,1.2,53.5,2.6,9.9,20190304,4,0.0,98,2019-03-04,1.4,3,8.5,0.0
63,13.3,2019,1.8,75.3,8.1,4.1,20190305,5,0.0,98,2019-03-05,1.4,3,6.9,0.0
64,12.3,2019,1.2,73.1,4.6,4.5,20190306,6,0.0,98,2019-03-06,1.0,3,6.4,0.0
65,14.2,2019,0.8,59.4,0.6,10.2,20190307,7,0.0,98,2019-03-07,1.9,3,6.4,0.0
66,13.8,2019,-3.0,44.9,0.0,10.5,20190308,8,0.0,98,2019-03-08,1.6,3,4.5,0.0
67,13.8,2019,-3.8,40.3,5.1,8.9,20190309,9,0.0,98,2019-03-09,1.0,3,4.9,0.0
68,15.2,2019,1.6,47.9,7.0,3.3,20190310,10,0.0,98,2019-03-10,1.3,3,7.2,0.0
69,11.8,2019,-1.8,69.8,4.3,7.2,20190311,11,0.0,98,2019-03-11,1.6,3,4.7,0.0
70,8.3,2019,-1.5,63.4,4.3,3.1,20190312,12,0.8,98,2019-03-12,2.6,3,3.1,0.0
71,9.4,2019,-3.3,35.8,1.8,10.4,20190313,13,0.2,98,2019-03-13,3.3,3,2.5,0.0
72,9.1,2019,-5.2,59.3,4.8,6.9,20190314,14,0.0,98,2019-03-14,1.2,3,2.4,0.0
73,10.8,2019,-2.0,87.0,6.3,2.9,20190315,15,10.4,98,2019-03-15,1.3,3,2.0,0.0
74,8.4,2019,-1.5,83.6,6.3,5.5,20190316,16,0.0,98,2019-03-16,1.2,3,2.5,0.0
75,12.8,2019,-1.5,66.3,2.9,10.3,20190317,17,0.0,98,2019-03-17,1.4,3,4.8,0.0
76,15.4,2019,-2.3,57.6,6.8,9.9,20190318,18,0.0,98,2019-03-18,1.2,3,5.2,0.0
77,17.6,2019,-0.3,62.6,2.8,10.1,20190319,19,0.0,98,2019-03-19,1.1,3,8.4,0.0
78,14.8,2019,2.7,89.5,9.4,0.0,20190320,20,12.6,98,2019-03-20,0.9,3,8.3,0.0
79,12.7,2019,0.9,82.8,7.3,4.8,20190321,21,5.1,98,2019-03-21,2.8,3,7.0,0.0
80,9.6,2019,-1.9,49.4,1.1,11.0,20190322,22,0.0,98,2019-03-22,2.4,3,3.2,0.0
81,8.8,2019,-3.0,57.8,3.4,7.6,20190323,23,0.6,98,2019-03-23,2.0,3,2.4,0.0
82,10.4,2019,-4.1,52.3,1.3,11.5,20190324,24,0.0,98,2019-03-24,2.2,3,3.1,0.0
83,10.3,2019,0.8,68.8,8.4,0.2,20190325,25,0.0,98,2019-03-25,2.4,3,6.6,0.0
84,18.5,2019,6.1,59.9,3.4,10.0,20190326,26,0.0,98,2019-03-26,1.9,3,10.8,0.0
85,16.2,2019,5.3,77.3,8.6,2.2,20190327,27,0.0,98,2019-03-27,3.1,3,10.6,0.0
86,15.2,2019,4.3,56.5,5.7,9.2,20190328,28,0.0,98,2019-03-28,2.1,3,9.2,0.0
87,15.9,2019,2.7,38.4,5.5,11.2,20190329,29,0.0,98,2019-03-29,2.1,3,8.6,0.0
88,9.0,2019,1.7,82.4,8.4,3.2,20190330,30,2.8,98,2019-03-30,2.9,3,4.2,0.0
89,9.7,2019,0.8,58.1,4.0,4.4,20190331,31,0.0,98,2019-03-31,3.5,3,3.7,0.0
90,12.1,2019,-3.6,47.5,2.4,10.3,20190401,1,0.0,98,2019-04-01,2.3,4,4.0,0.0
91,14.2,2019,-2.8,44.6,1.6,11.8,20190402,2,0.0,98,2019-04-02,1.9,4,5.2,0.0
92,14.4,2019,-1.8,43.0,0.0,11.8,20190403,3,0.0,98,2019-04-03,2.1,4,6.1,0.0
93,16.2,2019,-1.2,49.3,0.0,11.7,20190404,4,0.0,98,2019-04-04,2.7,4,8.1,0.0
94,19.9,2019,6.6,43.1,3.4,9.6,20190405,5,0.0,98,2019-04-05,3.0,4,11.7,0.0
95,13.4,2019,2.9,53.5,8.8,1.7,20190406,6,3.6,98,2019-04-06,1.0,4,7.9,0.0
96,19.5,2019,2.1,56.0,6.6,10.0,20190407,7,0.0,98,2019-04-07,1.4,4,10.3,0.0
97,18.7,2019,4.1,30.8,3.0,11.0,20190408,8,0.0,98,2019-04-08,2.1,4,11.2,0.0
98,13.7,2019,3.9,58.0,7.6,0.5,20190409,9,9.5,98,2019-04-09,1.6,4,8.0,0.0
99,10.0,2019,3.2,89.3,6.1,0.3,20190410,10,3.4,98,2019-04-10,1.2,4,6.2,0.0
100,16.6,2019,0.1,70.4,5.9,8.2,20190411,11,0.0,98,2019-04-11,1.4,4,8.1,0.0
101,20.0,2019,2.5,54.4,2.3,11.7,20190412,12,0.0,98,2019-04-12,1.5,4,10.3,0.0
102,17.8,2019,3.2,44.1,4.9,11.7,20190413,13,0.0,98,2019-04-13,1.8,4,10.6,0.0
103,14.1,2019,5.1,57.0,5.4,4.3,20190414,14,2.2,98,2019-04-14,2.3,4,8.4,0.0
104,19.1,2019,0.1,42.3,0.0,12.0,20190415,15,0.0,98,2019-04-15,1.9,4,10.1,0.0
105,22.2,2019,3.4,39.4,4.4,11.3,20190416,16,0.0,98,2019-04-16,1.4,4,12.7,0.0
106,23.3,2019,4.9,46.9,3.3,12.1,20190417,17,0.0,98,2019-04-17,1.9,4,13.9,0.0
107,15.2,2019,7.6,85.4,7.5,1.2,20190418,18,0.0,98,2019-04-18,1.6,4,11.3,0.0
108,20.2,2019,7.9,65.5,4.5,6.5,20190419,19,0.0,98,2019-04-19,1.2,4,13.0,0.0
109,19.4,2019,6.6,77.8,8.0,3.1,20190420,20,0.5,98,2019-04-20,1.7,4,12.7,0.0
110,22.7,2019,11.5,81.5,7.5,5.4,20190421,21,0.0,98,2019-04-21,1.4,4,15.0,0.0
111,28.4,2019,7.9,60.4,1.4,10.9,20190422,22,0.0,98,2019-04-22,1.0,4,18.0,0.0
112,25.9,2019,12.1,59.3,6.1,5.6,20190423,23,0.0,98,2019-04-23,1.1,4,19.7,0.0
113,27.5,2019,14.1,73.9,5.6,7.8,20190424,24,1.6,98,2019-04-24,1.3,4,19.3,0.0
114,17.2,2019,7.0,85.1,9.1,0.0,20190425,25,11.5,98,2019-04-25,1.4,4,11.6,0.0
115,10.3,2019,4.4,85.1,6.8,0.0,20190426,26,2.2,98,2019-04-26,1.2,4,7.5,0.0
116,19.2,2019,1.3,64.3,4.8,10.8,20190427,27,0.0,98,2019-04-27,1.4,4,11.0,0.0
117,16.4,2019,7.6,68.3,8.4,2.9,20190428,28,0.3,98,2019-04-28,1.3,4,11.3,0.0
118,18.1,2019,5.5,67.9,6.8,3.6,20190429,29,0.0,98,2019-04-29,0.7,4,11.7,0.0
119,23.6,2019,5.4,65.0,5.1,11.4,20190430,30,0.0,98,2019-04-30,1.4,4,14.5,0.0
120,25.4,2019,9.1,55.3,2.3,11.0,20190501,1,0.0,98,2019-05-01,2.1,5,16.6,0.0
