,station_id,humid,month,tmin,Date,tmax,rainfall,sunshine,tavg,snow,wind,day,year,date,cloud
0,98,64.8,1,-17.0,2010-01-01,-4.2,0.0,3.6,-9.6,0.0,0.8,1,2010,20100101,4.5
1,98,79.3,1,-7.7,2010-01-02,1.2,4.0,2.4,-3.7,4.2,1.4,2,2010,20100102,5.5
2,98,62.6,1,-14.7,2010-01-03,-2.8,0.0,8.0,-8.5,0.0,1.0,3,2010,20100103,2.5
3,98,82.5,1,-9.7,2010-01-04,-2.6,7.5,0.0,-6.4,14.5,1.7,4,2010,20100104,8.0
4,98,73.6,1,-15.4,2010-01-05,-5.9,0.0,8.6,-11.5,0.0,1.2,5,2010,20100105,0.5
5,98,73.3,1,-19.5,2010-01-06,-6.1,0.0,8.7,-13.4,0.0,0.8,6,2010,20100106,0.0
6,98,73.3,1,-19.4,2010-01-07,-5.2,0.0,8.4,-13.0,0.0,1.0,7,2010,20100107,0.4
7,98,72.1,1,-17.1,2010-01-08,-2.0,0.0,8.4,-10.5,0.0,0.9,8,2010,20100108,0.0
8,98,84.1,1,-13.3,2010-01-09,-2.3,1.0,0.0,-7.2,1.4,0.6,9,2010,20100109,6.8
9,98,81.5,1,-7.7,2010-01-10,0.7,0.0,5.9,-4.1,0.0,1.0,10,2010,20100110,5.4
10,98,78.6,1,-12.1,2010-01-11,0.7,0.0,4.1,-6.9,0.0,1.5,11,2010,20100111,4.1
11,98,61.5,1,-14.2,2010-01-12,-5.0,0.0,8.2,-10.8,0.0,1.5,12,2010,20100112,0.3
12,98,56.5,1,-17.4,2010-01-13,-9.1,0.0,9.0,-13.5,0.0,1.9,13,2010,20100113,0.0
13,98,66.0,1,-18.6,2010-01-14,-3.7,0.0,5.8,-11.5,0.0,1.0,14,2010,20100114,3.5
14,98,66.5,1,-11.1,2010-01-15,1.0,0.2,8.1,-5.7,0.3,1.3,15,2010,20100115,2.5
15,98,63.4,1,-14.6,2010-01-16,0.2,0.0,8.3,-8.2,0.0,1.0,16,2010,20100116,1.3
16,98,69.1,1,-13.7,2010-01-17,2.7,0.0,8.4,-6.2,0.0,1.0,17,2010,20100117,0.0
17,98,74.6,1,-7.3,2010-01-18,3.1,0.0,0.0,-0.9,0.0,0.7,18,2010,20100118,8.5
18,98,75.1,1,-3.3,2010-01-19,9.2,3.5,4.6,2.3,0.0,1.0,19,2010,20100119,6.8
19,98,93.8,1,3.0,2010-01-20,5.9,7.0,0.0,4.6,0.0,0.9,20,2010,20100120,10.0
20,98,59.8,1,-7.8,2010-01-21,3.6,0.0,8.7,-2.9,0.0,2.1,21,2010,20100121,2.3
21,98,49.1,1,-9.8,2010-01-22,-1.7,0.0,7.9,-6.7,0.0,2.2,22,2010,20100122,0.6
22,98,54.5,1,-11.9,2010-01-23,0.2,0.0,9.2,-6.0,0.0,1.4,23,2010,20100123,0.0
23,98,67.3,1,-7.1,2010-01-24,4.6,0.0,4.4,-0.1,0.0,2.1,24,2010,20100124,6.0
24,98,53.6,1,-8.4,2010-01-25,2.6,0.0,8.5,-2.3,0.0,2.6,25,2010,20100125,0.9
25,98,57.0,1,-11.5,2010-01-26,2.1,0.0,8.0,-4.9,0.0,1.3,26,2010,20100126,1.4
26,98,78.0,1,-7.0,2010-01-27,4.4,2.0,3.5,-1.4,1.2,1.0,27,2010,20100127,7.4
27,98,58.8,1,-5.9,2010-01-28,3.1,0.0,5.8,-0.5,0.0,2.6,28,2010,20100128,4.1
28,98,60.4,1,-10.3,2010-01-29,2.4,0.0,4.0,-3.0,0.0,2.4,29,2010,20100129,4.5
29,98,68.3,1,-2.8,2010-01-30,7.1,0.0,2.7,0.9,0.0,1.4,30,2010,20100130,5.1
30,98,87.3,1,-2.9,2010-01-31,5.5,0.0,0.2,0.6,0.0,0.9,31,2010,20100131,5.6
31,98,69.3,2,-2.5,2010-02-01,7.6,0.0,4.0,1.0,0.0,1.8,1,2010,20100201,4.9
32,98,31.1,2,-9.5,2010-02-02,-1.3,0.0,9.6,-5.6,0.0,3.2,2,2010,20100202,0.3
33,98,41.5,2,-12.7,2010-02-03,-3.2,0.0,9.6,-8.0,0.0,2.2,3,2010,20100203,0.5
34,98,52.8,2,-11.4,2010-02-04,0.3,0.0,7.0,-5.0,0.0,2.0,4,2010,20100204,2.0
35,98,39.8,2,-10.8,2010-02-05,0.5,0.0,9.8,-5.8,0.0,2.1,5,2010,20100205,0.0
36,98,45.4,2,-12.5,2010-02-06,3.2,0.0,9.8,-5.6,0.0,1.0,6,2010,20100206,0.0
37,98,45.0,2,-10.6,2010-02-07,7.1,0.0,4.4,-1.1,0.0,1.1,7,2010,20100207,5.3
38,98,56.4,2,1.1,2010-02-08,5.3,0.0,0.0,2.7,0.0,1.0,8,2010,20100208,9.9
39,98,89.0,2,-0.8,2010-02-09,3.7,4.0,0.0,1.7,0.0,1.4,9,2010,20100209,9.6
40,98,78.0,2,1.4,2010-02-10,6.1,1.5,0.0,3.4,0.0,1.5,10,2010,20100210,8.4
41,98,80.1,2,-2.3,2010-02-11,2.2,4.7,0.0,0.0,5.7,1.8,11,2010,20100211,9.6
42,98,82.5,2,-2.3,2010-02-12,2.4,1.1,0.2,-0.3,1.3,1.0,12,2010,20100212,9.6
43,98,76.1,2,-5.4,2010-02-13,1.8,3.1,3.8,-2.1,3.7,2.0,13,2010,20100213,6.0
44,98,63.4,2,-8.1,2010-02-14,0.4,0.0,1.4,-3.7,0.0,1.2,14,2010,20100214,5.8
45,98,57.8,2,-7.7,2010-02-15,1.3,0.0,4.3,-3.8,0.0,1.5,15,2010,20100215,4.1
46,98,54.1,2,-10.8,2010-02-16,2.0,0.0,10.0,-5.2,0.0,1.5,16,2010,20100216,0.6
47,98,61.5,2,-11.9,2010-02-17,1.2,0.1,2.7,-4.5,0.3,1.4,17,2010,20100217,8.1
48,98,57.8,2,-6.8,2010-02-18,0.8,1.2,6.7,-3.2,2.2,2.9,18,2010,20100218,4.0
49,98,57.3,2,-6.7,2010-02-19,4.8,0.0,8.7,-1.9,0.0,1.6,19,2010,20100219,2.8
50,98,66.6,2,-5.9,2010-02-20,9.8,0.0,9.6,1.1,0.0,1.0,20,2010,20100220,0.4
51,98,65.4,2,-3.7,2010-02-21,10.9,0.0,5.7,3.3,0.0,1.6,21,2010,20100221,5.8
52,98,66.6,2,0.3,2010-02-22,12.4,0.5,5.9,5.8,0.0,1.7,22,2010,20100222,4.5
53,98,52.3,2,-2.8,2010-02-23,17.0,0.0,9.6,6.3,0.0,1.6,23,2010,20100223,0.0
54,98,58.3,2,0.0,2010-02-24,19.8,0.0,6.5,10.3,0.0,1.4,24,2010,20100224,4.8
55,98,88.6,2,10.2,2010-02-25,15.8,28.0,0.0,12.3,0.0,1.7,25,2010,20100225,9.9
56,98,71.0,2,5.5,2010-02-26,18.5,0.0,9.4,10.7,0.0,1.9,26,2010,20100226,3.8
57,98,68.4,2,3.6,2010-02-27,12.3,0.0,1.7,6.7,0.0,1.7,27,2010,20100227,7.8
58,98,74.6,2,2.8,2010-02-28,11.1,2.5,1.1,5.5,0.0,1.7,28,2010,20100228,9.0
59,98,85.0,3,0.7,2010-03-01,3.6,15.0,0.0,1.8,0.0,1.9,1,2010,20100301,9.6
60,98,75.6,3,-1.0,2010-03-02,4.9,0.0,0.3,1.9,0.0,1.7,2,2010,20100302,6.8
61,98,64.6,3,-4.1,2010-03-03,11.3,0.0,8.8,3.0,0.0,1.4,3,2010,20100303,4.6
62,98,79.3,3,2.6,2010-03-04,6.3,2.5,0.0,4.3,0.0,1.3,4,2010,20100304,9.9
63,98,72.1,3,3.7,2010-03-05,11.2,0.3,2.2,6.1,0.0,1.2,5,2010,20100305,9.6
64,98,58.5,3,0.1,2010-03-06,11.1,0.0,3.4,4.9,0.0,2.1,6,2010,20100306,6.6
65,98,55.4,3,1.2,2010-03-07,8.4,0.0,0.8,4.0,0.0,1.6,7,2010,20100307,7.5
66,98,54.8,3,-1.4,2010-03-08,9.2,0.0,3.3,3.1,0.0,1.8,8,2010,20100308,7.5
67,98,69.6,3,-2.7,2010-03-09,7.2,11.0,1.9,1.9,13.8,1.1,9,2010,20100309,9.6
68,98,81.0,3,-3.9,2010-03-10,2.2,6.7,3.4,-0.7,7.4,1.5,10,2010,20100310,6.8
69,98,65.3,3,-4.3,2010-03-11,6.5,0.0,3.7,1.9,0.0,2.6,11,2010,20100311,5.0
70,98,60.8,3,0.0,2010-03-12,9.5,0.0,0.5,5.4,0.0,4.3,12,2010,20100312,8.3
71,98,33.3,3,-2.7,2010-03-13,9.1,0.0,10.2,1.5,0.0,1.6,13,2010,20100313,2.1
72,98,60.3,3,-2.7,2010-03-14,16.5,19.5,3.7,5.9,0.0,1.5,14,2010,20100314,5.8
73,98,70.4,3,2.6,2010-03-15,13.3,14.0,0.6,8.3,0.0,3.1,15,2010,20100315,9.0
