지점,station,Date,tavg,tmin,tmax,year
917,사천,2016-01-01,1.9,-6.0,9.8,2016
917,사천,2016-01-02,3.6,-2.1,14.4,2016
917,사천,2016-01-05,1.3,-2.0,5.2,2016
917,사천,2016-01-06,2.5,-2.2,9.9,2016
917,사천,2016-01-07,0.6,-4.1,9.0,2016
917,사천,2016-01-08,-0.2,-5.3,8.6,2016
917,사천,2016-01-09,0.0,-7.0,9.6,2016
917,사천,2016-01-10,1.0,-5.9,10.1,2016
917,사천,2016-01-11,3.2,-1.4,10.5,2016
917,사천,2016-01-12,-0.6,-6.3,8.1,2016
917,사천,2016-01-13,-1.1,-7.9,6.2,2016
917,사천,2016-01-14,0.3,-5.3,7.9,2016
917,사천,2016-01-15,0.0,-6.7,10.2,2016
917,사천,2016-01-16,2.6,-2.7,11.0,2016
917,사천,2016-01-17,3.8,-0.6,7.3,2016
917,사천,2016-01-18,1.1,-3.9,6.0,2016
917,사천,2016-01-19,-3.4,-7.9,1.2,2016
917,사천,2016-01-20,-3.7,-9.1,3.0,2016
917,사천,2016-01-21,-2.2,-6.2,3.8,2016
917,사천,2016-01-22,0.1,-7.1,6.6,2016
917,사천,2016-01-23,-3.1,-9.7,2.3,2016
917,사천,2016-01-24,-7.9,-10.4,-4.1,2016
917,사천,2016-01-25,-5.1,-12.6,5.0,2016
917,사천,2016-01-26,-1.3,-10.0,6.7,2016
917,사천,2016-01-27,1.2,-5.2,8.7,2016
917,사천,2016-01-28,1.4,-3.5,4.3,2016
917,사천,2016-01-29,2.7,1.4,3.7,2016
917,사천,2016-01-30,4.0,-1.1,8.9,2016
917,사천,2016-01-31,1.8,-2.4,7.4,2016
917,사천,2016-02-01,0.5,-4.7,7.8,2016
917,사천,2016-02-02,-1.6,-8.2,6.7,2016
917,사천,2016-02-03,-0.8,-7.5,7.6,2016
917,사천,2016-02-04,-0.9,-8.2,8.9,2016
917,사천,2016-02-05,0.2,-6.6,10.3,2016
917,사천,2016-02-06,-1.3,-7.3,7.6,2016
917,사천,2016-02-07,-1.4,-7.7,8.0,2016
917,사천,2016-02-08,1.6,-8.3,9.3,2016
917,사천,2016-02-09,3.9,-3.2,12.6,2016
917,사천,2016-02-10,2.3,-5.6,12.5,2016
917,사천,2016-02-11,7.1,-2.2,16.7,2016
917,사천,2016-02-12,11.6,5.8,15.4,2016
917,사천,2016-02-13,13.9,11.6,17.3,2016
917,사천,2016-02-14,4.1,-2.3,14.1,2016
917,사천,2016-02-15,-0.7,-6.2,4.8,2016
917,사천,2016-02-16,1.5,-3.1,6.0,2016
917,사천,2016-02-17,2.7,-3.3,8.9,2016
917,사천,2016-02-18,3.3,-6.0,10.9,2016
917,사천,2016-02-19,7.3,0.5,14.5,2016
917,사천,2016-02-20,6.5,-0.7,14.2,2016
917,사천,2016-02-21,2.1,-4.8,9.7,2016
917,사천,2016-02-22,5.2,-1.9,9.3,2016
917,사천,2016-02-23,6.5,0.4,13.9,2016
917,사천,2016-02-24,1.7,-4.1,8.3,2016
917,사천,2016-02-25,1.6,-4.5,8.7,2016
917,사천,2016-02-26,4.3,-3.2,10.0,2016
917,사천,2016-02-27,8.4,2.2,15.4,2016
917,사천,2016-02-28,7.0,0.9,15.7,2016
917,사천,2016-02-29,0.1,-4.6,4.5,2016
917,사천,2016-03-01,-0.5,-8.5,7.3,2016
917,사천,2016-03-02,4.2,-6.8,13.2,2016
917,사천,2016-03-03,9.2,-1.1,16.7,2016
917,사천,2016-03-04,9.8,8.2,11.1,2016
917,사천,2016-03-05,14.1,9.7,17.4,2016
917,사천,2016-03-06,14.2,8.9,20.9,2016
917,사천,2016-03-07,12.9,9.4,18.5,2016
917,사천,2016-03-08,8.3,4.1,12.0,2016
917,사천,2016-03-09,5.8,1.5,14.0,2016
917,사천,2016-03-10,4.0,-1.8,10.8,2016
917,사천,2016-03-11,2.8,-2.2,9.7,2016
917,사천,2016-03-12,4.4,-1.5,12.1,2016
917,사천,2016-03-13,5.4,1.1,9.8,2016
917,사천,2016-03-14,6.8,0.5,14.3,2016
917,사천,2016-03-15,6.4,-2.8,15.9,2016
917,사천,2016-03-16,9.1,2.7,18.5,2016
