기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2019-12-01~2020-01-30									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2019-12-01	2.7	-	4.7	-0.3	87.4	2	1.9	1188	0.2	1.5
2019-12-02	-1.4	-	2.3	-6.2	56.3	0	10.7	557	1.2	4.2
2019-12-03	-3	-	3.7	-9.1	64.4	0	6.9	12	0.9	2.8
2019-12-04	-2	-	5.3	-8.6	65.7	0	9.7	15	0.7	2.9
2019-12-05	-6.1	-	-1.6	-12.8	42.5	0	11	0	1	3.8
2019-12-06	-9.9	-	-2.2	-16.3	60	0	10.8	0	0.4	3
2019-12-07	-3.8	-	1.5	-8.5	78.1	0.5	6.2	707	0.7	2.7
2019-12-08	-5.3	-	3.1	-9.7	84.5	0	6.8	432	0	0
2019-12-09	-0.2	-	5.2	-7.8	83.1	1	2.5	900	0.5	2.7
2019-12-10	4.9	-	9.7	1.4	91.2	4	6.9	785	0.6	2.7
2019-12-11	5.6	-	8.7	-1.7	71.3	1	3.5	395	2.3	4.2
2019-12-12	-3.2	-	2	-7.5	59.9	0	10	0	0.7	2.7
2019-12-13	-1.8	-	4.1	-9.1	75	1	3.9	254	1	4.6
2019-12-14	0.3	-	3.6	-3.7	81.1	3	7.9	755	0.7	2.1
2019-12-15	-0.5	-	8.6	-6.7	82.7	0	8.2	114	0.1	1.5
2019-12-16	2.3	-	11.6	-4.8	85.2	0	6.6	176	0.2	2.1
2019-12-17	6.6	-	9.3	3.2	89.9	7.5	1.6	1303	0.6	3
2019-12-18	0.2	-	3.5	-3.4	83.9	0	2.8	333	0.2	2.3
2019-12-19	-3	-	2	-7.6	67.9	0	9.7	0	0	0.2
2019-12-20	-3.7	-	1	-8.4	63.5	0	10	0	0.1	1.7
2019-12-21	-3.9	-	1.9	-10.6	82.1	0	3.1	35	0.8	3.3
2019-12-22	1.5	-	5.5	-1.4	87.1	0	5.8	45	0.3	2.2
2019-12-23	0.8	-	3.3	-3.8	93.5	2.5	1.8	1245	0.2	2
2019-12-24	-2.6	-	4.1	-5.6	89.7	0	7.5	223	0.2	2
2019-12-25	-1.4	-	6.3	-7.7	79.1	0	7.2	173	0.4	2.1
2019-12-26	0.9	-	3.6	-3.6	73	0	3.6	0	0.9	3.1
2019-12-27	-4.1	-	1	-8.9	64.8	0	9.7	0	0.7	2.6
2019-12-28	-1.1	-	5	-7.3	68.3	0	6.6	0	0.4	2.4
2019-12-29	0.6	-	7.1	-2.9	73.4	0	4.3	0	0.1	1.5
2019-12-30	-0.3	-	4.1	-7.3	73.3	0.5	2	518	1.1	4.5
2019-12-31	-9.4	-	-5.4	-12.9	48.5	0	10.4	0	1.4	3.9
2020-01-01	-4.6	-	0	-8.6	69.8	0	4.5	0	1.1	2.8
2020-01-02	-1.6	-	2	-5.5	77	0	3	0	0.2	1.9
2020-01-03	-3.6	-	3.2	-8.7	75.7	0	9	55	0.4	3
2020-01-04	-3.9	-	5.2	-10.4	71.3	0	9.8	39	0.4	3.2
2020-01-05	-4	-	5.4	-11	70.5	0	9.2	30	0	1.6
2020-01-06	-1.7	-	1.9	-6.9	84.4	2	1.6	571	0	0
2020-01-07	3.8	-	5.7	1.4	95.2	50.5	0.8	1118	1.7	4.6
2020-01-08	3.3	-	5.4	-0.9	92.9	24	3.6	1263	1.5	3.9
2020-01-09	-2.5	-	-0.1	-6	78.6	0	7.5	270	0.8	2.9
2020-01-10	-3.4	-	2.7	-7.6	81.4	0	9	69	0	0
2020-01-11	-2.6	-	2.6	-7.1	78.8	0	9.6	124	0.3	2.5
2020-01-12	-2.8	-	1.4	-6.1	75.2	0	9.1	0	0.6	2.5
2020-01-13	-5	-	-0.2	-9.2	64.3	0	10.4	0	1	3.4
2020-01-14	-6.1	-	1.8	-11.9	64.8	0	11.2	0	0.3	2.4
2020-01-15	-6.6	-	0.8	-12.4	67.7	0	10.9	0	0.4	2.8
2020-01-16	-6	-	2.1	-11.6	68	0	10.8	0	0.3	2.2
2020-01-17	-4.4	-	4.9	-11.3	69.1	0	10.8	0	0.3	1.8
2020-01-18	-2.5	-	5.3	-8.9	66.7	0	11.2	17	0.7	2.2
2020-01-19	-1	-	4.2	-5.3	71.2	0	4.3	114	0.8	3.5
2020-01-20	-1.3	-	4.1	-6.3	59.9	0	9.4	7	1.3	4.7
2020-01-21	-4.4	-	4	-11.4	61.3	0	11.5	1	0.1	2
2020-01-22	-0.5	-	7.4	-4.4	56.4	0	6.8	0	0.1	2.1
2020-01-23	0.5	-	9.6	-5.5	67.5	0	10.6	0	0.4	2.2
2020-01-24	-1.4	-	7	-7.3	82.2	0	8.2	365	0.1	1.7
2020-01-25	-0.2	-	8.4	-5.1	81.7	0	8.4	464	0.2	2.2
2020-01-26	2.1	-	10.7	-5.8	72	0	11.2	315	1	3.2
2020-01-27	4.6	-	6.6	2.3	54.5	0	3.6	0	2.5	6.4
2020-01-28	5.3	-	9.5	-0.8	61.6	0	5.1	0	2.4	5.5
2020-01-29	1.7	-	9	-4.6	72.5	0	8.7	146	0.6	2.8
2020-01-30	1.4	-	8.6	-4	74.3	0	10.3	507	0.7	3.5
