기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2021-01-31~2021-03-31									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2021-01-31	-1.7	-	7.7	-12.8	67.7	1	10.8	100	0.9	3.7
2021-02-01	5.1	-	10.5	-2.7	75.4	1.5	8.5	609	1.9	5.8
2021-02-02	-6.7	-	-3.3	-9.8	45.7	0	13.4	0	2.2	5.4
2021-02-03	-6.3	-	-0.3	-13.4	65	0	11.6	0	1.8	5.2
2021-02-04	-5.7	-	-1.1	-10.4	52.9	2.5	14.5	314	1.4	3.1
2021-02-05	0.5	-	4	-5.6	72.7	0.5	4.2	0	2.1	3.8
2021-02-06	5.6	-	9.3	3.5	76.8	0	6.8	0	2	4
2021-02-07	3	-	6.9	-3.6	64.5	0	11.9	13	1.4	4.6
2021-02-08	-4.1	-	-0.6	-6.8	43.8	0	14.7	0	1.6	4.3
2021-02-09	-3.8	-	2.8	-10.5	56.2	0	14.2	0	1.1	4
2021-02-10	1.2	-	6.1	-4	75.1	0	6.3	0	1	3.3
2021-02-11	1.3	-	9.6	-3.4	79.1	0	9.3	155	0.2	1.9
2021-02-12	1.5	-	12.8	-5.9	68	0	13.6	101	0.3	2.1
2021-02-13	2.8	-	14.7	-6.1	62.6	0	13.4	172	0.3	2.6
2021-02-14	5.2	-	13.4	-1.7	62.5	0	6.1	0	0.2	3.1
2021-02-15	0.7	-	6.3	-6.4	65.2	1	7.1	511	2.2	4.6
2021-02-16	-5.8	-	-1.4	-9.4	45.7	0	13	0	2	5.4
2021-02-17	-9.5	-	-6.1	-11.9	40.3	0	14.3	0	2.4	6.8
2021-02-18	-7.9	-	-1.5	-13.4	45.7	0	16	0	0.8	3.4
2021-02-19	-2	-	6.4	-12.5	66.6	0	6.9	0	1.8	5.5
2021-02-20	7.5	-	13.7	0.1	57.4	0	15.3	0	2	4.8
2021-02-21	8.1	-	17.6	-1.3	65.1	0	13.8	0	1.7	5.1
2021-02-22	6	-	12.3	-0.9	60.3	0	12.6	12	1.4	5.4
2021-02-23	-1.8	-	3.7	-7	36.7	0	16.2	0	0.8	3.6
2021-02-24	-1.3	-	9.3	-9.7	43.8	0	17.2	0	0.5	3.4
2021-02-25	-1	-	6.8	-6.2	52.2	0	5.3	0	0.1	1.4
2021-02-26	2.2	-	13.5	-7.4	54.5	0	17.3	0	1.5	5.4
2021-02-27	5.5	-	14.1	-1.3	59.6	0	17.4	0	0.9	3.2
2021-02-28	3.7	-	10.6	-4.6	63.7	0	9.1	56	0.5	2.7
2021-03-01	1.3	-	4.1	-2	93.7	50.5	1	254	2.9	6
2021-03-02	-0.6	-	3.5	-4.5	78	8	12.2	0	1.3	4.4
2021-03-03	-0.4	-	7.7	-7.7	75.8	1.5	17.3	92	0.7	3.4
2021-03-04	2.9	-	10.7	-3.4	79.6	0	10.5	21	0.5	2.7
2021-03-05	5.3	-	15.3	-3.4	77	0	17.7	110	0.6	2.5
2021-03-06	2.3	-	4.3	-0.3	76.7	0	7.7	0	2	5.1
2021-03-07	3.5	-	10.5	-1.3	63.9	0	17.7	0	0.8	3.7
2021-03-08	3.4	-	12.7	-4.2	63.4	0	19.4	102	0.7	4.4
2021-03-09	3.8	-	12.4	-4.4	62	0	16	23	0.9	3.5
2021-03-10	5.1	-	16.1	-3.5	67.1	0	18.1	126	0.5	2.6
2021-03-11	6.7	-	16.5	-2.4	63.8	0	15.7	70	0.4	2.5
2021-03-12	7.6	-	13.9	3.7	69.2	0	7.2	24	1.6	4.2
2021-03-13	6.9	-	14.2	0.1	69.5	0	14.9	0	1	3.1
2021-03-14	6.8	-	14.1	-0.9	76.7	0	16.6	103	0.5	3.7
2021-03-15	7.5	-	14.3	-0.1	74.1	0	9.5	230	1.3	3.7
2021-03-16	7.4	-	12.5	1.1	55.7	1	20.5	430	1.3	3.8
2021-03-17	6.3	-	17.6	-3.6	55.1	0	20.7	18	0.6	2.6
2021-03-18	7.8	-	17.6	-1.6	60.7	0	16.1	0	0.9	3.7
2021-03-19	12	-	19	7.1	56.9	0	18.4	0	0.9	2.9
2021-03-20	7.9	-	9.2	6.8	82.7	4.5	4	726	0.5	2.3
2021-03-21	5.2	-	8.3	2.6	68.4	0.5	12.6	249	2.1	6.5
2021-03-22	4.9	-	10.6	-1.6	48.7	0	21.2	0	2.1	6.2
2021-03-23	7.1	-	15.6	-1.5	56.1	0	19.9	0	2.4	6.6
2021-03-24	8.6	-	15.5	0.9	60.3	0	18.3	0	1.4	4.7
2021-03-25	10	-	18.6	3.6	67.9	0	20.4	0	1.1	4.8
2021-03-26	9.8	-	20.4	1.5	64.1	0	16.4	199	0.6	2.2
2021-03-27	8.6	-	14.5	3.6	79.4	19	4.9	532	0.2	1.7
2021-03-28	8.8	-	10.3	8	96.1	19	2.6	656	2.3	4.6
2021-03-29	9.7	-	14.3	3.9	62.6	0.5	18.3	553	2.3	6.8
2021-03-30	8.4	-	17.9	-1.7	55.7	0	23.5	50	0.9	4.1
2021-03-31	10.6	-	22	-0.4	54.8	0	22.6	0	0.2	1.9
