기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2021-04-01~2021-05-31									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2021-04-01	14.6	-	22.7	6.5	40.4	0	22.2	0	1.5	4.5
2021-04-02	15.5	-	23	8.3	45.6	0	17	0	1	3.1
2021-04-03	11.1	-	13.4	8.6	83.5	44	1.6	297	1.6	5
2021-04-04	9.5	-	13.9	4.5	66.4	1	20.9	172	2.7	5.4
2021-04-05	9.4	-	17.9	0.1	55.7	0	24.9	0	0.7	3.2
2021-04-06	12	-	19.4	4.3	53.1	0	21.1	0	1.1	5.2
2021-04-07	11.4	-	20	2.2	51.3	0	22.9	0	1.2	5.1
2021-04-08	10.3	-	17.4	3	46.4	0	25.3	0	1.2	4.2
2021-04-09	10.4	-	17.1	2.6	44.3	0	24.4	0	0.8	2.9
2021-04-10	10	-	18	1.4	54.9	0	22.8	0	0.9	3.4
2021-04-11	11.6	-	20.8	1.3	49.9	0	20.7	0	0.6	3.2
2021-04-12	11.7	-	17.5	8.9	74.1	27	5.9	462	0.4	4.3
2021-04-13	10.2	-	12.9	5.1	73.3	11	14.3	469	1.8	4.5
2021-04-14	7	-	13.7	-0.7	60.8	0	25.8	0	1.9	5.3
2021-04-15	9	-	17.7	0.9	66.3	0	23.5	0	1	4.3
2021-04-16	10.3	-	14.9	5.7	59.8	0	8.4	38	2.2	5
2021-04-17	5.4	-	11.7	1	73	1	10.9	567	0.9	7.7
2021-04-18	8.3	-	16.3	0.4	66.3	0	25.6	545	1.4	3.9
2021-04-19	11.6	-	20.4	2.2	61.3	0	24.5	0	1.9	5.4
2021-04-20	13.2	-	22.7	3.8	63.1	0	23	0	1	3.7
2021-04-21	16.6	-	28.3	4.9	56.3	0	23.2	0	0.6	2.8
2021-04-22	19.4	-	27.1	13.1	47.3	0	13.6	0	1	3.7
2021-04-23	16.1	-	20.6	13.4	55.2	0	6.5	0	1.3	4.1
2021-04-24	15.6	-	21.7	9.8	50.6	0	15.3	0	0.7	3.8
2021-04-25	14.6	-	21.2	7.6	58.4	0	23.8	0	1.4	4.4
2021-04-26	12.8	-	20.8	4.5	64.6	0	21.7	0	1.1	4
2021-04-27	13.4	-	17.8	9.1	67.3	2	9.2	63	1.4	3.8
2021-04-28	13	-	18	7	69.6	4	16.1	497	1.5	3.9
2021-04-29	10.8	-	15.7	6.2	70.3	0	14	4	0.9	3.6
2021-04-30	10.5	-	14	7.1	82.1	12	10.8	522	0.9	2.9
2021-05-01	8.7	-	11.1	6.1	89.4	14.5	5.7	1052	0.6	2.8
2021-05-02	11.2	-	19.4	4.6	74.6	0	22.6	502	0.8	4
2021-05-03	12.1	-	19.4	4.7	62.6	0	23.3	0	1.2	3.8
2021-05-04	11	-	14.6	6.5	91.8	22	2.7	941	0.3	2.3
2021-05-05	13.2	-	18.9	8.5	63.6	1	23.1	375	2.2	5.7
2021-05-06	12.8	-	23	2.4	56.9	0	21.2	0	1.3	5.3
2021-05-07	13.5	-	18.8	6.4	61.3	5	15.9	71	2.3	5.6
2021-05-08	13	-	20	7.5	67.9	0	18.8	0	2.4	6.1
2021-05-09	14	-	21.2	5.7	49	0	25.7	0	1.7	6.1
2021-05-10	11.1	-	17	5.6	73.5	0	10.1	0	0.4	2.7
2021-05-11	16.1	-	26.8	4.3	58.7	0	25.5	218	0.7	3.6
2021-05-12	18.1	-	26.7	10.9	54.1	0	22.3	0	0.3	2.1
2021-05-13	19.6	-	28.2	10.9	70	0	22.6	0	0.5	2.6
2021-05-14	21.2	-	29.6	13.4	73.9	0	22.4	0	0.5	2.8
2021-05-15	20.5	-	26	17.7	85.4	8.5	11.6	535	0.4	2.4
2021-05-16	15.3	-	19.4	11.3	96.8	86	2.9	804	1.8	3.8
2021-05-17	13.3	-	17.9	10.5	88.4	2.5	7.7	700	1.1	3.1
2021-05-18	15.9	-	23.9	9.4	79.2	0	21.4	351	0.8	3.4
2021-05-19	17.3	-	26.4	8.2	65.3	0	25	0	0.6	3.2
2021-05-20	15.8	-	21.7	11.5	77.7	4	5.5	394	0.8	3.9
2021-05-21	15.3	-	19.3	13	79.7	2	9.4	480	1.3	3.7
2021-05-22	17.8	-	25.3	10.4	77	0	23.8	546	1	3.7
2021-05-23	17.9	-	24.3	10.9	71.5	0	16.8	0	0.8	3.9
2021-05-24	17.7	-	24.1	11.8	63.2	2	21.1	138	0.7	4.3
2021-05-25	13.2	-	18.2	9.4	79.8	27.5	16.5	290	1.1	4.5
2021-05-26	15	-	23	6.6	69.5	0.5	19.6	347	1.3	4.2
2021-05-27	15.1	-	18.4	12.7	85.4	13	5.9	592	1	2.2
2021-05-28	13.9	-	17.9	11.1	87.4	39.5	7.9	824	1.1	3.3
2021-05-29	14	-	18.4	9.2	84.9	3.5	11.8	807	0.8	2.3
2021-05-30	16.1	-	25.6	8.8	74.9	3.5	23	601	0.7	3.6
2021-05-31	17.4	-	23.5	14.6	85.9	2	11.6	567	0.1	1.4
