기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2020-08-01~2020-09-30									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2020-08-01	23.4	-	24.8	22.3	95.3	50	4.2	1288	0.6	2.2
2020-08-02	23.5	-	26.8	22.2	96	132	4.6	1240	0.8	3.3
2020-08-03	24.1	-	25.4	22.6	95	70	3.6	917	1.5	3.1
2020-08-04	24.8	-	26.3	23.4	93.7	62	5.9	1293	1.9	4.1
2020-08-05	24.5	-	26.3	23.3	96.7	95	3.1	1311	1.5	3.4
2020-08-06	23.4	-	24.7	22.6	95.5	69	5.1	876	1.6	4.5
2020-08-07	23.6	-	26.5	21.4	89.4	0	9.4	277	0.6	2.2
2020-08-08	24.4	-	29.5	20	82.9	11.5	15.1	705	0.5	2.8
2020-08-09	22.8	-	24.1	21.1	97.5	170.5	1.7	1088	1.4	5.4
2020-08-10	24.8	-	27.1	23.7	94.7	25	5.5	1312	1.1	3.6
2020-08-11	23.9	-	26.7	22.1	94.7	100.5	6.4	937	1	2.7
2020-08-12	26.1	-	31.2	22.7	87.2	0	16.4	564	0.4	2
2020-08-13	26.6	-	29.1	24.1	86.4	0	7.9	538	1	2.3
2020-08-14	25.8	-	27.2	24.9	89.3	33.5	4.9	348	1.6	3.1
2020-08-15	25.4	-	27.1	24.5	93.4	7.5	4.5	658	0.5	1.9
2020-08-16	26.2	-	29.5	24.4	84.6	0	11.6	0	1.5	3.6
2020-08-17	26	-	29.3	22.8	86.2	0	8.3	0	0.4	2
2020-08-18	25.5	-	31	21.6	87.1	0	20	451	0.4	2.2
2020-08-19	24.9	-	30.5	20.7	85.9	0	19.1	360	0.6	2.9
2020-08-20	26.1	-	32	21.8	82.2	0	17.8	70	0.5	2
2020-08-21	21.5	-	23.3	20	91.7	11.5	3.6	634	0.5	3
2020-08-22	22.6	-	28	19.8	89.4	25	9.9	514	0.4	3.5
2020-08-23	23.3	-	29.5	19.3	85.3	2.5	19.4	588	0.4	2.1
2020-08-24	24.4	-	30.1	20.3	85	0	16	225	0.4	2.8
2020-08-25	26.5	-	32.6	22.2	82.7	0	15	0	0.5	2.6
2020-08-26	28.4	-	34.7	22.9	74.5	0	18	34	0.8	4.1
2020-08-27	26.6	-	29.4	24.3	81.3	4	5.7	551	1.7	4.3
2020-08-28	25.7	-	29.6	24.2	93.1	31	11.2	1215	0.5	3.3
2020-08-29	25.8	-	30.8	23.5	92	8.5	11.2	1019	0.4	3
2020-08-30	26.3	-	31.7	22.6	87.9	11	13.1	859	0.1	1.7
2020-08-31	24.5	-	28.3	22.1	87.7	0	9.8	470	0.1	1.5
2020-09-01	24.9	-	30.4	20.8	83.6	0	17.7	0	0.3	2.1
2020-09-02	23	-	24.2	21.6	95.8	25.5	2.9	1310	0.8	3.8
2020-09-03	21.4	-	24	19.4	91.8	36	7.3	166	2.7	6.4
2020-09-04	21.1	-	26.2	15		0	19.6	0	1.4	3.9
2020-09-05	20.1	-	27.3	13.9	73.3	0	16.3	281	0.2	2
2020-09-06	19.4	-	24	16.7	85.9	4	6.8	441	0.9	3.5
2020-09-07	18.3	-	21.4	15.5	91.8	38.5	3.4	385	3.1	5.9
2020-09-08	20.7	-	24.7	18.3	77.1	1.5	8.5	322	2.1	5.7
2020-09-09	18.6	-	23.8	15.8	90.2	40	11.4	613	0.6	2.6
2020-09-10	20	-	25.9	16.1	98.3	1.5	16.4	485	0.4	2.2
2020-09-11	20.1	-	27.4	15.4		1.5	14.9	409	0.5	4.1
2020-09-12	18.7	-	21.7	16.9		11	7.5	603	1	3.7
2020-09-13	19.3	-	25.1	13.8		0	20.8	0	0.3	2.2
2020-09-14	19.8	-	25.3	15.5	81.3	0	15.1	31	0.5	2.5
2020-09-15	20.9	-	27.3	16.7	82.1	0	17.4	0	0.3	3
2020-09-16	20.2	-	23.3	18.3	90.8	4.5	5.6	704	0.2	1.9
2020-09-17	19.4	-	22.5	16.6	81	0	10.4	490	0.6	2.4
2020-09-18	17	-	23.8	11.8	81.4	6.5	15.5	470	0.9	5.2
2020-09-19	16.2	-	24.5	9.7	77.7	0.5	19.2	560	0.7	3.9
2020-09-20	15.3	-	23.2	8.9	72.8	0	21.7	0	0.5	3
2020-09-21	14.5	-	24.3	6.7	78.4	0	19.3	304	0.3	2.2
2020-09-22	15.7	-	24.1	8.6	76.2	0	20	330	0.6	2.9
2020-09-23	15.8	-	22.1	9.9	72.6	0	14.7	0	0.9	4.1
2020-09-24	17.8	-	22.7	14.1	70.1	0	13.4	0	1.6	4
2020-09-25	17.3	-	23.1	12.1	75.5	0	12.5	0	1.4	4.2
2020-09-26	16	-	22.1	10.8	75.6	0	13.9	0	1.1	4.3
2020-09-27	16.8	-	24.9	10.1	77.4	0	20	0	0.1	2.2
2020-09-28	16.3	-	25	9.5	80.2	0	19.7	276	0.3	2.5
2020-09-29	15.5	-	23	10.5	85.7	0	13.2	365	0.2	2.2
2020-09-30	16.4	-	22	12	84.9	0	11.1	160	0.7	2.7
