기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2021-11-01~2021-12-31									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2021-11-01	9.9	-	16.1	4.6	82.8	0	7.6	546	0.3	2.5
2021-11-02	7.8	-	16.4	2.6	86.8	0	9.6	381	0.2	2
2021-11-03	8.6	-	16.5	2.3	76.9	0	11	91	0.4	2.4
2021-11-04	8.6	-	15.4	4.7	89.7	0.5	7.4	107	0.4	1.9
2021-11-05	8.6	-	19.2	3.9	84.3	0	10.2	521	0	0.8
2021-11-06	8.9	-	20.6	1.3	78.4	0	10.4	6	0.1	1.6
2021-11-07	9.7	-	20.3	1.7	76.5	0	10.4	7	0.1	1.8
2021-11-08	7.2	-	14.2	2.3	81.2	20.5	2.6	209	1.6	7
2021-11-09	3.9	-	7	-0.2	74.6	0.5	3.6	461	1.4	3.5
2021-11-10	2.7	-	5.5	-0.2	67.1	0	5	0	1.4	3.9
2021-11-11	3.5	-	9.4	-2.2	61	0	8.9	0	1.2	3.7
2021-11-12	2.4	-	8	-3	58.5	0	12.3	169	0.9	3.4
2021-11-13	2.7	-	12.3	-5.5	76.5	0.5	9.7	565	0.5	2.4
2021-11-14	8.8	-	15.1	3.9	72.8	0.5	10.7	565	0.9	4.4
2021-11-15	5.3	-	14.1	-1	78	0	8.8	307	0.3	2.4
2021-11-16	3.8	-	13.3	-2.6	74.8	0	10.7	169	0.2	2.6
2021-11-17	2.8	-	11.4	-4	73.7	0	10.1	113	0.4	2.2
2021-11-18	9.9	-	14	2.5	75	0	3	0	1.3	3.2
2021-11-19	11.9	-	16.7	3.3	78	0	6.9	0	1.3	3.8
2021-11-20	5.9	-	15.8	-1.8	80.2	0	9.3	334	0.1	1.5
2021-11-21	8	-	13.5	3.7	78.5	7	3.9	105	0.5	3.1
2021-11-22	1.9	-	7.7	-1.2	63.8	4	5.9	343	1.5	3.6
2021-11-23	-1.9	-	1.8	-5.9	53.8	0	10.2	0	1.6	4.9
2021-11-24	1.3	-	8.2	-6.4	64.3	0	8.3	86	0.9	3
2021-11-25	3.5	-	9.2	-2.4	56.7	0	10.5	4	0.7	3.7
2021-11-26	-0.2	-	6.9	-5.9	61.7	0	7.2	0	0.3	2.9
2021-11-27	-1.6	-	8.3	-7.9	72.4	0	10.6	49	0	1
2021-11-28	-0.1	-	10.7	-7.4	69.9	0	9.7	72	0.2	2.8
2021-11-29	3.3	-	12.6	-4.3	74.2	0	8.2	0	0.2	2.5
2021-11-30	4	-	7.2	-0.5	87.8	25	0.8	568	1.3	5.5
2021-12-01	-2.5	-	0.4	-6.2	53.2	0	10.4	0	1.7	5.7
2021-12-02	-1.8	-	3	-8.2	70.7	0	3.6	214	1.5	5.1
2021-12-03	0.5	-	3.2	-4.1	54.1	0.5	10.4	683	0.8	3.8
2021-12-04	-2.4	-	5.3	-8.2	60.6	0	10.1	0	0.4	3.4
2021-12-05	-1.6	-	9	-8	66.5	0	10	10	0	1.5
2021-12-06	0.5	-	10	-6.5	76.9	0	7.8	56	0	1.5
2021-12-07	2.2	-	10.9	-3.9	83	0	8.8	84	0.6	3.5
2021-12-08	1.2	-	11.8	-4.7	84	0	9.5	133	0	1.4
2021-12-09	1	-	6.6	-4.1	86.8	0	4.2	192	0	1.4
2021-12-10	2.8	-	5.1	-0.3	95.2	0.5	1.5	852	0	1
2021-12-11	2.9	-	6.4	-0.1	96.4	0.5	3.3	859	0.1	1.8
2021-12-12	-0.9	-	3.6	-6.7	70.1	0	9	115	0.9	3.8
2021-12-13	-4.8	-	1	-10	52.9	0	9.9	0	0.4	3.5
2021-12-14	2	-	6.5	-2.7	61.6	0	6.2	367	1.1	3.3
2021-12-15	5.6	-	9.3	2	86.8	4.5	4.6	707	1	4
2021-12-16	3	-	8.3	-0.4	82.1	0	5.8	87	0.4	3.3
2021-12-17	-6	-	2.6	-11.9	51.2	0	9.5	0	1.9	4.9
2021-12-18	-8.6	-	-3.3	-15	68.5	0	4.2	0	1	3.4
2021-12-19	-3	-	1.5	-10.5	66.8	1	7.4	258	0.8	2.7
2021-12-20	3.4	-	9.6	-2.8	75	0	7.6	0	0.8	4.4
2021-12-21	4	-	8.4	-4.3	72.2	0	8.2	0	0.6	3.3
2021-12-22	-2	-	7.7	-8	72.3	0	9	46	0.2	2.2
2021-12-23	-2.1	-	5.9	-7.8	73.9	0	6.5	58	0.2	2.1
2021-12-24	-1.8	-	1.5	-7.4	82.2	0.5	2.4	720	0.5	2.6
2021-12-25	-12.6	-	-7.7	-16.2	51.3	0	9.9	0	1.4	3.9
2021-12-26	-14.4	-	-9.2	-18.9	50.9	0	9.8	0	0.7	2.7
2021-12-27	-11.7	-	-6.3	-17.3	71.4	0	4.1	0	0.7	2.9
2021-12-28	-7.1	-	0.8	-15.7	75.7	0	5	105	0.2	2.3
2021-12-29	-1.3	-	5	-8.1	75.2	0	4.5	526	1.2	3.8
2021-12-30	-5.2	-	-0.8	-9.1	49.4	0	9.1	0	1.6	4.8
2021-12-31	-8.8	-	-4.5	-13.9	38.2	0	10	0	1.1	4.5
