기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2020-12-01~2021-01-30									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2020-12-01	-3.4	-	4.8	-9.9	64.9	0	10.1	28	0.2	2
2020-12-02	-0.7	-	4.9	-3.9	58.8	0	7	0	0.3	2
2020-12-03	-2.5	-	3.1	-7.4	57.9	0	10.5	0	0.6	3.1
2020-12-04	-4.7	-	2.9	-10.5	67.3	0	10.6	10	0.4	2.9
2020-12-05	-2.5	-	4.6	-8.4	74.3	0	7.6	10	0.4	2.6
2020-12-06	1.6	-	7.1	-2.4	73.7	0	5.3	0	0.7	3
2020-12-07	1.5	-	5.3	-3.6	57.9	0	8.7	0	1.2	4.6
2020-12-08	-4	-	6.4	-9	61.9	0	10.4	0	0.4	2.4
2020-12-09	-4.1	-	3.5	-10.7	72.4	0	5.3	0	0.1	1.5
2020-12-10	0.8	-	5.4	-2.9	82.3	0	1.9	92	0.7	3.3
2020-12-11	-0.2	-	6.1	-3.3	90.4	0	3.3	197	0.1	1.7
2020-12-12	-1.4	-	4.7	-6.6	67.9	0	9.2	114	0.5	3
2020-12-13	-3.6	-	0.2	-9.5	79.5	0.5	1	766	0.9	4.3
2020-12-14	-10.3	-	-6.7	-15.1	50.9	0	11.5	186	1.2	4.1
2020-12-15	-11.9	-	-5.7	-17.8	49.5	0	10.6	125	0.9	3.7
2020-12-16	-12.8	-	-5	-18.9	57.9	0	10.5	3	0.7	3
2020-12-17	-9.9	-	-1.9	-19.2	59.6	0	9.9	38	0.5	3.4
2020-12-18	-3.7	-	1	-11	58.9	0.5	8.6	100	0.9	5.5
2020-12-19	-9.2	-	-2.4	-16.7	61.2	0	10.2	34	0.7	4.1
2020-12-20	-8.5	-	-0.2	-16.1	61.5	0	10.1	37	0.6	2.6
2020-12-21	-7	-	2.5	-15.3	70.3	0.5	9.6	69	0.4	2.7
2020-12-22	-2.2	-	4.6	-9	78.1	0	5.4	666	0.6	3.1
2020-12-23	0.8	-	6.6	-6.7	81	0	3.2	539	1.3	3.8
2020-12-24	1.4	-	5.5	-4.2	59.1	0	9.3	216	1.7	4.4
2020-12-25	-3.4	-	2	-8.5	52.6	0	9.3	3	1.2	4
2020-12-26	-0.8	-	6.6	-5.7	60.6	0	9.1	0	0.8	3.9
2020-12-27	2.8	-	9.5	-5	66.2	0	7.7	158	0.8	3.2
2020-12-28	3.3	-	10.1	-1.7	75.5	0	8.7	947	0.3	1.7
2020-12-29	-1.9	-	1	-6.9	78.1	0	1.6	686	0.8	3.2
2020-12-30	-11.9	-	-7.2	-15.3	49.3	0	10	0	1.8	3.8
2020-12-31	-11.2	-	-5.1	-16.8	51.4	0	9.9	0	1.4	3.4
2021-01-01	-7.9	-	-0.5	-16.2	59.4	0	9.7	26	0.8	3.1
2021-01-02	-8.2	-	-2	-15.3	44.2	0	10.1	0	0.9	3.5
2021-01-03	-9.1	-	-3.1	-15.2	50.9	0	8.1	0	0.9	3.1
2021-01-04	-8.1	-	-0.7	-16.4	57.6	0	7.6	113	0.3	3
2021-01-05	-8	-	-4.3	-15.3	62.9	0	10	554	0.8	4.2
2021-01-06	-11.4	-	-4.8	-19.5	61.5	0	10.4	244	1	3.9
2021-01-07	-15.5	-	-8.9	-19.6	49.7	0	10.2	16	2.2	5
2021-01-08	-17.4	-	-12.4	-21.1	44.9	0	11	0	1	4.1
2021-01-09	-15.8	-	-8.8	-21.9	54.7	0	10.6	0	0.9	4.8
2021-01-10	-12.7	-	-4.3	-20.4	61.3	0	8.7	0	0.4	2.9
2021-01-11	-11.7	-	-4.8	-17.7	70.6	0	4.9	0	0.1	1.6
2021-01-12	-8.8	-	-0.6	-16.5	82.8	0	5.1	538	0.8	4.3
2021-01-13	-1.3	-	6.6	-11.2	79.2	0.5	6.7	600	1.4	4.9
2021-01-14	-3	-	5.1	-9.9	61.5	0	8.5	486	0.2	2.2
2021-01-15	0.6	-	8.3	-6.7	74.1	1	1.5	452	1.5	5.3
2021-01-16	-5.4	-	-2.1	-10.7	61.9	0	10.2	0	1.5	3.6
2021-01-17	-9	-	-3.2	-15.5	59.7	0	10.3	0	1.2	3.4
2021-01-18	-5.1	-	-1.2	-11.2	67	0.5	4.6	271	2	5.5
2021-01-19	-11.1	-	-2.5	-18.6	57.3	0.5	11.6	207	0.1	1.7
2021-01-20	-6.9	-	5.6	-16	63.8	0.5	10.6	31	0.2	2.6
2021-01-21	1.3	-	7.1	-3.1	74.1	4	3.7	486	0.2	1.5
2021-01-22	3.4	-	7.3	1.5	94.8	0	3.9	903	0.5	2.7
2021-01-23	4	-	7.7	1.3	72.1	0	6.7	29	1.8	4
2021-01-24	2.8	-	11.3	-3.2	76.4	0	11.4	51	0.5	2
2021-01-25	2.3	-	13.1	-4.4	78.3	0	9.8	89	0.2	2
2021-01-26	1.9	-	6	-2.2	87.4	0	2.8	598	0.6	2.9
2021-01-27	-0.4	-	5.6	-5.1	56.3	0	11.6	131	0.8	3.3
2021-01-28	-4.5	-	0.6	-10.8	59.8	0.5	5.9	190	2.4	7.1
2021-01-29	-11	-	-6.2	-14.3	40.3	0	13.4	0	1.7	4.5
2021-01-30	-6.3	-	2.6	-14.2	67.7	1	6.1	25	0.4	3.5
