기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2020-06-01~2020-07-31									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2020-06-01	19.4	-	24.7	14.4	66.5	0	23.8	448	1.8	4.3
2020-06-02	16	-	21.6	12.4	74	2.5	8.2	141	0.9	5.2
2020-06-03	21.1	-	27.7	15.9	70.9	0	23	0	1.2	3.8
2020-06-04	21.3	-	26.7	17.4	77.8	0	20.4	0	1.7	4.3
2020-06-05	21.5	-	28.2	16.1	71.1	0	21.1	0	0.5	2.7
2020-06-06	22.7	-	30.3	14.4	66.4	0	24.1	39	0.6	2.1
2020-06-07	22.3	-	28.5	17.3	73.5	0	21	0	0.8	3.2
2020-06-08	23.5	-	30.7	17.5	71	0	22.9	43	1	2.8
2020-06-09	24.5	-	32.5	16.4	67.3	0	22.6	2	0.8	3.3
2020-06-10	23.9	-	30.5	17.7	71.5	1	16.2	147	0.6	2.9
2020-06-11	25	-	31.7	20.6	68.9	0	23.5	487	0.6	3
2020-06-12	22.6	-	28.3	16.9	73.5	0	14.1	81	0.5	2.5
2020-06-13	24.6	-	33.5	15.5	59.5	0	24.9	356	0.7	2.8
2020-06-14	24.2	-	29.4	20.1	65.9	0	17.4	6	1.7	4.7
2020-06-15	22.8	-	29.9	16.1	59.8	0	25.2	0	1.8	4.9
2020-06-16	22.7	-	29.9	15.6	63.6	0	21.9	0	0.5	2.3
2020-06-17	23.2	-	29.8	16.2	67.3	0	21.7	19	1	2.9
2020-06-18	21	-	25.9	16.1	68.6	0	11.4	0	0.8	3.4
2020-06-19	23.2	-	29.4	18.7	63.7	0	22.5	0	1.4	3.7
2020-06-20	23.3	-	30.2	16.2	69.5	0	23.9	0	0.9	3.4
2020-06-21	24.3	-	32.5	15.8	65.1	0	24.4	10	0.7	2.9
2020-06-22	26.1	-	35.4	16.9	58.5	0	25.4	18	0.6	2.1
2020-06-23	24.8	-	30.9	18.8	69	0	15.1	24	0.5	2.3
2020-06-24	20.1	-	23.3	18.1	90.6	55.5	2.5	1107	0.3	2.1
2020-06-25	19.8	-	21.7	18.1	95.4	11.5	4.8	1430	0	0.5
2020-06-26	20.7	-	24.3	18.6	87	5.5	7.7	741	1.3	3.1
2020-06-27	22.2	-	28.4	17.6	78.4	12.5	20.8	230	1.1	2.8
2020-06-28	22.9	-	29.4	17.7	78.1	0	23	496	0.5	2.2
2020-06-29	22.6	-	26.5	18.3	82.2	1	9.9	76	0.3	3.5
2020-06-30	19.2	-	21.2	16.6	82.5	14.5	6.2	835	2.5	6.4
2020-07-01	19.4	-	25.5	16	85.5	0.5	14.1	677	0.7	2.4
2020-07-02	22.5	-	29.3	16.1	79	0	23.7	20	0.5	2.5
2020-07-03	23.6	-	31.1	18.4	75.8	0	18.6	17	0.6	2.7
2020-07-04	23.2	-	28.4	18.4	66.7	0	23	0	0.7	3.3
2020-07-05	22.3	-	28	17.5	75.4	0	21.8	0	0.9	2.9
2020-07-06	23.9	-	29.9	18.4	74.9	0	19.5	0	0.4	2.9
2020-07-07	22.9	-	26.3	19.2	78.5	0	11.9	1	0.7	2.3
2020-07-08	24.2	-	30.2	18.8	74.5	0	22.2	0	0.5	2.9
2020-07-09	24.8	-	32	17.7	72.2	0	21.3	2	0.6	2
2020-07-10	21.6	-	23.7	20.1	84	33.5	6.4	265	1.4	3.8
2020-07-11	22.5	-	26.3	19.3	72.5	0	13.4	0	1.5	3.1
2020-07-12	20.9	-	24.5	16.7	74.4	0	10	211	0.3	1.7
2020-07-13	18.8	-	21.3	16.7	84.2	17	4.5	970	1.3	3.2
2020-07-14	18.9	-	22	16.2	76.8	20.5	11.9	290	2.2	4.3
2020-07-15	22	-	29.2	16.3	69	0	22.9	0	0.8	2.7
2020-07-16	23.3	-	29.9	18	78.6	0	19.6	0	0.3	1.7
2020-07-17	24.4	-	31.3	19.9	82	20.5	23.2	366	0.5	4.4
2020-07-18	24	-	29.6	20.3	83.8	0	15.2	478	0.3	2.8
2020-07-19	21.5	-	26.9	19.3	90.8	15.5	3.6	540	0.4	3.9
2020-07-20	23.2	-	27.2	21.3	89.3	5.5	3.3	998	2.1	4.2
2020-07-21	23.8	-	29.9	20.1	81.1	0	17.7	412	0.3	1.5
2020-07-22	23.2	-	28.2	19.2	86.5	0.5	11	392	0.4	2
2020-07-23	20.9	-	23.5	17.9	90.3	59.5	2.9	841	1	7
2020-07-24	21	-	24.4	18	76.1	4.5	10.2	463	3.4	6.8
2020-07-25	22.4	-	25.7	19.3	72.1	0	13	60	2.6	6
2020-07-26	22.6	-	26.3	19.3	76.2	0	12.9	0	1.4	2.9
2020-07-27	21.7	-	23.9	19.7	91.2	3.5	6.7	1182	0.6	1.5
2020-07-28	23.7	-	28	20.2	82.3	0	11.8	224	0.3	1.3
2020-07-29	23.1	-	26.5	21.3	88	22	6.5	626	0.2	1.5
2020-07-30	24.4	-	29.2	21.2	86.3	0.5	16.8	546	0.6	3
2020-07-31	25.3	-	30.6	19.9	81.8	0	21.6	148	1	3.2
