기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2020-01-31~2020-03-31									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2020-01-31	2.2	-	8.3	-2.4	69.3	0	10.3	70	0.9	3.6
2020-02-01	-1	-	5.2	-5.5	80	0	7.2	193	0.5	3.7
2020-02-02	-1.8	-	4.1	-7.2	71.4	0	6.7	175	0.8	3.2
2020-02-03	-1.7	-	2.4	-7.1	47.6	0	13.1	0	1.2	5.2
2020-02-04	-4.6	-	2.5	-11.4	69.2	0	6.8	314	1.3	5
2020-02-05	-10.8	-	-6.3	-16.6	54.5	1	7.6	259	1.1	2.9
2020-02-06	-10.5	-	-1.3	-18.2	65.1	0.5	14.2	329	0.3	2.1
2020-02-07	-4.7	-	0.9	-12.4	64.7	0	9.1	315	0.8	3.2
2020-02-08	-1.8	-	3.1	-6.6	59.4	0	13.2	0	1.1	3.6
2020-02-09	-3.8	-	3	-11.6	67	0	13.7	155	0.9	3.8
2020-02-10	0.5	-	8.6	-5.8	67.9	0	13.2	417	0.4	2.6
2020-02-11	1.7	-	13.1	-7.1	61.1	0	14	556	0.5	3.4
2020-02-12	4.7	-	10.8	-0.2	72.9	2	4.1	641	0.3	2.1
2020-02-13	5.7	-	10.3	2.9	89.1	0	9.2	722	0.4	3.1
2020-02-14	6.7	-	14.9	1.7	77.7	0	13	0	0.3	2.2
2020-02-15	7.4	-	15.5	0.9	74.4	1.5	8.7	421	0.9	3.2
2020-02-16	-1.3	-	4	-5.8	88	12	3.5	621	1.4	5.3
2020-02-17	-6.9	-	-5.5	-8.2	73	0	8.2	66	1.1	3.6
2020-02-18	-6.5	-	-0.6	-12.7	67.3	1	16.4	340	0.9	3
2020-02-19	-2.8	-	5.5	-10	75.1	1	14.4	19	0.4	2.7
2020-02-20	0.8	-	9.5	-5.2	78.5	0	13	81	0.5	2.5
2020-02-21	3.2	-	9.1	-3.3	80.2	6.5	5.6	591	1	3.8
2020-02-22	3.2	-	5.8	-0.9	67.9	5.5	7.7	688	2.7	5.3
2020-02-23	0.4	-	7	-5.9	59.7	0	16.9	0	1.4	4.6
2020-02-24	4.7	-	10.6	-0.7	68.8	0	8.2	0	0.7	3.3
2020-02-25	4.4	-	8.8	2.3	83.6	12.5	4.4	577	2.1	4.7
2020-02-26	3.2	-	8.1	-1.3	80.6	0	6.6	388	0.9	3.6
2020-02-27	3.2	-	10.2	-2.7	67.9	0	16.8	528	0.7	2.6
2020-02-28	1.1	-	4.8	-2.2	92	3	3.3	716	0.4	3.1
2020-02-29	4.3	-	10.5	-0.2	81.6	0.5	13.8	745	0.7	2.1
2020-03-01	3.2	-	10.3	-3.1	82.6	2.5	6.4	378	0.9	3
2020-03-02	1.7	-	6.1	-2.8	72.8	0	13.2	613	1.1	3.3
2020-03-03	2.5	-	10.2	-4.9	71.2	0	13.5	96	1.2	4.5
2020-03-04	1.4	-	4.2	-1.6	64	0	9.9	87	2.4	6.2
2020-03-05	-0.3	-	6.9	-6.2	57.3	0	19	0	1.3	4.7
2020-03-06	0.4	-	9	-7	59.6	0	16.2	36	0.5	2.9
2020-03-07	2.9	-	13.2	-4.4	59.7	0	11.7	0	0.5	3
2020-03-08	5.5	-	16.6	-4.4	59.1	0	18.4	37	0.8	3.6
2020-03-09	7	-	15.4	-2.5	59	0	11.2	2	0.7	3.2
2020-03-10	6.3	-	8.8	2.6	85.6	10.5	3	1377	1.4	3.2
2020-03-11	2.6	-	7.8	-1.8	48.9	0	20.5	54	1.7	4.2
2020-03-12	4.4	-	11.1	-4.1	57.5	0	10.6	0	1.9	5.3
2020-03-13	3.7	-	7.4	-3	52	0.5	16.6	594	1.3	4.3
2020-03-14	1.3	-	8.1	-7.1	58.6	0	19.5	0	1.7	5.9
2020-03-15	1.8	-	8.1	-3.9	63.1	0	15.1	0	1.9	6.1
2020-03-16	0.3	-	8.9	-8.4	64.7	0.5	21.3	138	1.4	5.7
2020-03-17	3.7	-	8.4	-1.1	85	0.5	4.7	805	1.5	5.1
2020-03-18	6	-	15.8	-4.3	60.2	0	19.7	176	1.2	5.1
2020-03-19	8.8	-	11.6	4.3	47	0	8.7	8	4.1	7.3
2020-03-20	7	-	13.9	-0.6	41.9	0	19.8	0	2.1	7.3
2020-03-21	11.4	-	18.1	5.9	56.5	0.5	14.7	261	1.3	3.4
2020-03-22	9.2	-	16.3	1.6	49.6	0	22.8	543	1.6	4.8
2020-03-23	7.4	-	16.5	-2.4	48.4	0	21.3	0	0.9	4.8
2020-03-24	8.2	-	17.6	-2.5	47.5	0	22.3	9	0.9	3
2020-03-25	9	-	19.3	-1	49.3	0	18.3	0	0.8	3.8
2020-03-26	11.8	-	20.4	0.3	55.3	0	12.4	0	0.5	3.2
2020-03-27	11.3	-	16.5	3.7	68.2	0.5	10.2	544	0.9	4
2020-03-28	4.6	-	12	-2.6	37.7	0	21.4	0	0.7	3.5
2020-03-29	5.5	-	15.3	-5.1	42.3	0	23.9	0	1	3.6
2020-03-30	7.5	-	17	-2.7	45.2	0	23	0	0.9	3.4
2020-03-31	9.5	-	18.6	-1.4	45.6	0	20.7	0	1	4.3
