기상모니터링 기상통계										
지역명 :	경기포천									
통계구분 :	기간									
기간 :	2021-08-01~2021-09-30									
일자	기온(Temperature)				습도	강우량	일사량	결로시간	풍속	
					(%)	(mm)	(MJ/m2)	(min)	(m/s)	
	평균	표준편차	최고	최저					평균	최대
2021-08-01	25.4	-	29.3	23.1	89.1	43.5	8.7	604	0.1	3.5
2021-08-02	24.8	-	27.9	22.2	91	4.5	9.7	666	0.4	2.5
2021-08-03	25.3	-	31.3	21.8	87.1	0	16	216	0.3	3.4
2021-08-04	26.5	-	31.4	22.8	83.3	0	16.4	0	0.6	2.9
2021-08-05	26.4	-	32.3	21.2	81.5	0	20.8	37	0.3	2
2021-08-06	25.5	-	31.4	22.4	83.7	0	17.3	20	0.3	3.2
2021-08-07	25.3	-	31.6	21.1	81.5	0	20.7	12	0.3	2.6
2021-08-08	25.1	-	30.7	20.8	82.3	0	10.8	11	0.6	2.5
2021-08-09	26.1	-	31.3	21.4	68.4	0	22.9	149	1.8	4.8
2021-08-10	22.7	-	29	19.6	86.6	24.5	15	276	0.3	2.2
2021-08-11	23.8	-	31	19	84.2	0	18.7	0	0.3	2.3
2021-08-12	24.7	-	29.9	21	79.8	0	15.4	0	0.3	2.1
2021-08-13	24.2	-	29.6	19.7	80.5	0	13.5	0	0.5	1.7
2021-08-14	23	-	27.6	19.3	75.1	0	15.9	0	1.7	4.1
2021-08-15	23.4	-	30.1	18	73.8	0	22.9	0	0.9	2.7
2021-08-16	23.6	-	30.6	17.4	72.8	0	21	0	0.7	2.1
2021-08-17	23.5	-	29.5	18.8	70.8	0	19.6	0	1.4	3.5
2021-08-18	22.6	-	28.2	17.4	71.8	0	12.7	0	1.2	4.2
2021-08-19	22.4	-	30.1	15.8	70.6	0	17.2	0	0.5	2.1
2021-08-20	22.6	-	30.3	18.4	79.7	10	17	489	0.4	2.8
2021-08-21	21.2	-	24.4	19.9	96.9	51	5.8	1148	0.5	4.2
2021-08-22	23.5	-	28.7	20.3	84.1	0	17.3	537	1.1	3.4
2021-08-23	20.1	-	22.3	18.7	96.6	5	2.9	767	0.1	1.7
2021-08-24	21.3	-	23.3	19.2	97.3	25.5	3.4	1419	0.5	2
2021-08-25	22.4	-	26.8	20.9	95.3	47	6.9	916	0.6	2.5
2021-08-26	23.7	-	27.6	19.9	87.7	0	14.4	0	1	3.9
2021-08-27	20.8	-	22.8	17.2	90.9	0.5	4	977	0.2	1.7
2021-08-28	22.1	-	28	17.4	83.9	0	18	627	0.9	3.3
2021-08-29	21.5	-	26.1	18.1	88.3	2.5	9.1	265	0.3	1.4
2021-08-30	21.5	-	27.3	17.5	86.8	0	13.8	0	0.2	1.9
2021-08-31	19.4	-	22.9	16.9	94.7	28.5	4.1	435	0.2	2.7
2021-09-01	20	-	24.4	17	85.2	1.5	6.9	540	1	3
2021-09-02	21.6	-	28.2	17.4	75.6	0	17.8	0	0.4	1.9
2021-09-03	21.7	-	27.8	16.5	70.6	0	22.6	0	0.3	2.7
2021-09-04	19.5	-	26.9	12.6	73.2	0	17.5	0	0.4	3.1
2021-09-05	20	-	26	14	72.6	0	12.3	0	0.5	3.1
2021-09-06	20.8	-	26.3	16.5	69.7	1.5	13	106	0.6	2.9
2021-09-07	17.6	-	18.5	16.4	98.8	43.5	2	1274	0.8	2
2021-09-08	21.1	-	28	16.1	82.7	0.5	22.6	529	0.4	2.6
2021-09-09	20.4	-	28.3	16.1	86.9	0	18.4	419	0.2	2.2
2021-09-10	20.7	-	27.2	16.5	85.6	0	14.1	434	0.3	2.3
2021-09-11	20.9	-	27.5	15.9	81.7	0	18.8	63	0.4	2.9
2021-09-12	20.2	-	28.5	13.8	81	0	21.6	0	0.2	1.7
2021-09-13	21.1	-	28.8	14.6	81.2	0	18	136	0.2	2.1
2021-09-14	21.7	-	29.7	16.1	76.1	0	20.8	5	0.6	3.1
2021-09-15	19.9	-	26.8	14.2	71.7	0	13.2	0	0.9	4.1
2021-09-16	19.7	-	27.5	11.8	74.3	0	19.8	0	0.4	1.9
2021-09-17	20.6	-	27.2	16.4	73.3	0	16.2	0	0.9	4.1
2021-09-18	20.7	-	28.9	14.3	78.6	0	19	0	0.2	1.8
2021-09-19	19.6	-	24.6	16.6	82.5	0	8.8	0	0.1	1.4
2021-09-20	20.6	-	28.4	13.4	74.1	0	19.5	0	0.3	2.8
2021-09-21	20.6	-	25.4	16.1	86.3	44.5	10.1	666	1.3	3.6
2021-09-22	18.3	-	23.4	13.6	82.5	5.5	9.7	558	1.3	3.5
2021-09-23	18.3	-	23.7	12.9	78.1	0	11.7	129	0.4	2.6
2021-09-24	18.7	-	26	12.7	80.3	0	16.2	74	0.3	2.1
2021-09-25	18.3	-	22.3	15	85.2	0	6.4	0	0.4	1.7
2021-09-26	19.5	-	26.6	14	76.3	0	17.8	0	0.3	2.3
2021-09-27	17.9	-	22.5	13.9	83.5	0	8.5	515	0.1	1.7
2021-09-28	18.7	-	23.2	13.8	86.1	2.5	8.7	955	0.1	1.6
2021-09-29	18.2	-	20.9	14.2	96.5	11.5	3	1370	0.6	2.9
2021-09-30	17.6	-	25.7	14.1	92.3	0	13.3	631	0.3	1.5
