지점,station,Date,tavg,tmin,tmax,year
900,두서,2017-01-01,4.9,-0.4,11.9,2017
900,두서,2017-01-02,6.2,-1.1,13.0,2017
900,두서,2017-01-03,4.4,-1.3,13.0,2017
900,두서,2017-01-04,3.5,-2.9,11.6,2017
900,두서,2017-01-05,4.8,-1.0,7.8,2017
900,두서,2017-01-06,4.2,-0.8,8.9,2017
900,두서,2017-01-07,4.1,-3.1,9.6,2017
900,두서,2017-01-08,6.9,3.5,10.5,2017
900,두서,2017-01-09,5.1,-1.8,9.3,2017
900,두서,2017-01-10,2.3,-3.2,5.2,2017
900,두서,2017-01-11,-0.6,-4.0,2.7,2017
900,두서,2017-01-12,2.3,-3.2,7.3,2017
900,두서,2017-01-13,-0.1,-3.9,5.1,2017
900,두서,2017-01-14,-4.0,-7.2,-0.7,2017
900,두서,2017-01-15,-2.4,-9.2,4.5,2017
900,두서,2017-01-16,-1.9,-6.6,5.0,2017
900,두서,2017-01-17,0.8,-6.6,8.7,2017
900,두서,2017-01-18,2.3,-3.9,7.9,2017
900,두서,2017-01-19,2.0,-3.1,9.7,2017
900,두서,2017-01-20,-0.6,-3.7,2.8,2017
900,두서,2017-01-21,-2.7,-6.3,3.7,2017
900,두서,2017-01-22,-1.8,-6.0,1.2,2017
900,두서,2017-01-23,-4.0,-7.4,0.1,2017
900,두서,2017-01-24,-2.7,-6.2,3.0,2017
900,두서,2017-01-25,-1.4,-9.1,6.8,2017
900,두서,2017-01-26,0.4,-9.7,10.4,2017
900,두서,2017-01-27,5.1,-0.9,9.3,2017
900,두서,2017-01-28,2.5,-5.7,11.9,2017
900,두서,2017-01-29,3.7,-0.1,5.1,2017
900,두서,2017-01-30,1.8,-3.4,5.9,2017
900,두서,2017-01-31,-0.2,-6.5,7.6,2017
900,두서,2017-02-01,1.1,-4.1,5.8,2017
900,두서,2017-02-02,1.9,-7.1,8.3,2017
900,두서,2017-02-03,3.4,-3.4,11.7,2017
900,두서,2017-02-04,7.1,-2.3,14.8,2017
900,두서,2017-02-05,6.4,3.1,13.1,2017
900,두서,2017-02-06,2.0,-1.4,6.7,2017
900,두서,2017-02-07,1.6,-3.1,8.2,2017
900,두서,2017-02-08,3.0,-3.2,9.4,2017
900,두서,2017-02-09,-0.6,-4.8,2.4,2017
900,두서,2017-02-10,-3.1,-5.6,0.1,2017
900,두서,2017-02-11,-1.8,-6.7,3.1,2017
900,두서,2017-02-12,0.2,-5.0,6.2,2017
900,두서,2017-02-13,2.8,-4.5,8.1,2017
900,두서,2017-02-14,2.0,-3.9,8.9,2017
900,두서,2017-02-15,2.9,-6.7,14.3,2017
900,두서,2017-02-16,8.6,-3.4,15.8,2017
900,두서,2017-02-17,11.0,3.5,15.2,2017
900,두서,2017-02-18,2.3,-1.3,5.6,2017
900,두서,2017-02-19,5.1,-4.7,12.5,2017
900,두서,2017-02-20,7.4,-0.8,13.7,2017
900,두서,2017-02-21,1.8,-4.5,9.2,2017
900,두서,2017-02-22,4.1,-0.8,7.6,2017
900,두서,2017-02-23,3.5,-0.9,7.5,2017
900,두서,2017-02-24,1.9,-4.0,6.1,2017
900,두서,2017-02-25,3.5,-2.2,9.7,2017
900,두서,2017-02-26,3.4,-3.1,9.9,2017
900,두서,2017-02-27,3.3,-1.2,9.0,2017
900,두서,2017-02-28,4.6,-2.5,13.9,2017
900,두서,2017-03-01,6.1,-0.5,13.8,2017
900,두서,2017-03-02,4.6,2.1,7.8,2017
900,두서,2017-03-03,5.2,-0.7,13.7,2017
900,두서,2017-03-04,6.2,-1.4,15.0,2017
900,두서,2017-03-05,6.5,-0.6,16.0,2017
900,두서,2017-03-06,5.1,0.4,8.3,2017
900,두서,2017-03-07,1.2,-3.6,6.3,2017
900,두서,2017-03-08,1.8,-3.7,7.0,2017
900,두서,2017-03-09,6.4,0.9,12.4,2017
900,두서,2017-03-10,5.8,-1.1,13.0,2017
900,두서,2017-03-11,5.7,-3.5,15.3,2017
900,두서,2017-03-12,8.4,-2.4,18.4,2017
900,두서,2017-03-13,9.0,4.4,14.3,2017
900,두서,2017-03-14,6.2,1.2,12.5,2017
900,두서,2017-03-15,4.1,-2.5,11.7,2017
900,두서,2017-03-16,5.8,-2.3,12.8,2017
900,두서,2017-03-17,7.4,1.1,15.8,2017
900,두서,2017-03-18,7.5,-0.1,16.9,2017
900,두서,2017-03-19,8.0,-0.9,17.2,2017
900,두서,2017-03-20,7.4,-1.0,13.5,2017
900,두서,2017-03-21,7.1,1.0,14.9,2017
900,두서,2017-03-22,6.7,-2.2,15.0,2017
900,두서,2017-03-23,9.6,4.5,16.5,2017
900,두서,2017-03-24,7.7,5.5,10.2,2017
900,두서,2017-03-25,6.9,4.8,10.3,2017
900,두서,2017-03-26,5.2,2.1,9.7,2017
900,두서,2017-03-27,5.4,0.0,11.0,2017
900,두서,2017-03-28,7.6,-0.4,15.2,2017
900,두서,2017-03-29,8.1,4.3,13.1,2017
900,두서,2017-03-30,10.7,0.8,19.4,2017
900,두서,2017-03-31,8.4,5.8,10.5,2017
900,두서,2017-04-01,6.2,1.8,8.9,2017
900,두서,2017-04-02,6.6,0.4,14.5,2017
900,두서,2017-04-03,12.1,1.3,21.2,2017
900,두서,2017-04-04,14.0,2.8,23.3,2017
900,두서,2017-04-05,13.0,9.7,15.6,2017
900,두서,2017-04-06,15.0,11.4,16.8,2017
900,두서,2017-04-07,13.9,7.8,21.0,2017
900,두서,2017-04-08,16.2,6.0,26.1,2017
900,두서,2017-04-09,11.3,5.9,14.6,2017
900,두서,2017-04-10,10.3,5.2,15.2,2017
900,두서,2017-04-12,13.6,7.8,18.5,2017
900,두서,2017-04-13,13.9,2.6,21.5,2017
900,두서,2017-04-14,16.8,12.5,20.5,2017
900,두서,2017-04-15,18.7,11.9,25.5,2017
900,두서,2017-04-16,17.4,7.7,28.7,2017
900,두서,2017-04-17,13.6,9.7,17.2,2017
900,두서,2017-04-18,14.8,7.6,20.5,2017
900,두서,2017-04-19,14.6,9.9,21.7,2017
900,두서,2017-04-20,13.5,10.2,20.0,2017
900,두서,2017-04-21,13.6,8.3,20.5,2017
900,두서,2017-04-22,10.9,5.6,17.5,2017
900,두서,2017-04-23,12.9,3.5,21.3,2017
900,두서,2017-04-24,14.6,3.5,22.5,2017
900,두서,2017-04-25,17.6,10.4,23.1,2017
900,두서,2017-04-26,13.1,9.5,16.1,2017
900,두서,2017-04-27,11.9,5.2,19.5,2017
900,두서,2017-04-28,14.9,2.1,24.7,2017
900,두서,2017-04-29,16.4,6.2,26.4,2017
900,두서,2017-04-30,20.5,9.2,29.0,2017
900,두서,2017-05-01,15.8,7.0,22.4,2017
900,두서,2017-05-02,13.3,4.1,21.5,2017
900,두서,2017-05-03,15.4,5.0,26.5,2017
900,두서,2017-05-04,17.0,7.4,24.5,2017
900,두서,2017-05-05,18.7,13.9,23.1,2017
900,두서,2017-05-06,19.3,15.4,24.1,2017
900,두서,2017-05-07,19.5,9.5,27.1,2017
900,두서,2017-05-08,21.6,16.6,27.8,2017
900,두서,2017-05-09,14.7,13.3,19.1,2017
900,두서,2017-05-10,16.4,12.5,21.2,2017
900,두서,2017-05-11,18.9,10.6,26.5,2017
900,두서,2017-05-12,17.4,15.2,20.0,2017
900,두서,2017-05-13,18.8,12.4,24.5,2017
900,두서,2017-05-14,19.0,12.6,25.8,2017
900,두서,2017-05-15,17.4,11.8,23.4,2017
900,두서,2017-05-16,16.1,10.8,21.0,2017
900,두서,2017-05-17,15.7,11.9,23.1,2017
900,두서,2017-05-18,19.2,10.4,27.9,2017
900,두서,2017-05-19,22.4,13.6,30.6,2017
900,두서,2017-05-20,22.2,16.3,29.9,2017
900,두서,2017-05-21,20.5,13.4,29.4,2017
900,두서,2017-05-22,19.1,12.2,26.8,2017
