지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
900,두서,2007-06-02,16.9,14.1,18.8
900,두서,2007-06-03,19.4,15.5,24.3
900,두서,2007-06-04,21.5,13.6,28.8
900,두서,2007-06-05,24.2,18.7,29.8
900,두서,2007-06-06,24.8,19.3,31.7
900,두서,2007-06-07,24.2,18.3,30.1
900,두서,2007-06-08,21.1,15.8,27.9
900,두서,2007-06-09,17.8,14.6,21.9
900,두서,2007-06-10,18.8,13.3,24.7
900,두서,2007-06-11,21.3,13,29
900,두서,2007-06-12,23.1,16.1,30.2
900,두서,2007-06-13,21.3,16.1,26.2
900,두서,2007-06-14,19.3,17.8,21.2
900,두서,2007-06-15,18.5,17.4,20.2
900,두서,2007-06-16,21,14.4,26.9
900,두서,2007-06-17,19.1,15.8,22.4
900,두서,2007-06-18,21.4,15.2,30.1
900,두서,2007-06-19,20.7,13.1,28.2
900,두서,2007-06-20,24.3,17.8,31
900,두서,2007-06-21,24.3,21.7,28.2
900,두서,2007-06-22,20.2,17.5,23
900,두서,2007-06-23,20.3,15.5,26.7
900,두서,2007-06-24,21,17.9,24.9
900,두서,2007-06-25,22.9,20.5,27.8
900,두서,2007-06-26,22.9,20.1,28.9
900,두서,2007-06-27,26.1,19.5,33.6
900,두서,2007-06-28,25.9,22.9,29.3
900,두서,2007-06-29,27.4,23.4,32.4
900,두서,2007-06-30,22.1,20.6,23.7
900,두서,2007-07-01,20.2,19.3,21.3
900,두서,2007-07-02,23,20,27.5
900,두서,2007-07-03,23.9,22.1,28.4
900,두서,2007-07-04,21.5,18.9,25
900,두서,2007-07-05,24.3,17.8,32.3
900,두서,2007-07-06,23.4,19.6,28.1
900,두서,2007-07-07,23.7,21.6,27.8
900,두서,2007-07-08,22.9,20.8,27.7
900,두서,2007-07-09,20.7,18.2,24
900,두서,2007-07-10,21.3,19.5,22.5
900,두서,2007-07-11,21.2,19.1,25.1
900,두서,2007-07-12,23.7,19.3,29.9
900,두서,2007-07-13,21,19.3,22.7
900,두서,2007-07-14,20.3,19.4,21.3
900,두서,2007-07-15,22.3,18.3,29.9
900,두서,2007-07-16,19.9,18,21.8
900,두서,2007-07-17,22.9,20.5,27
900,두서,2007-07-18,24.6,19.5,31.2
900,두서,2007-07-19,24.5,20.5,26.8
900,두서,2007-07-20,23.2,20.3,25.5
900,두서,2007-07-21,22.6,20.2,25.3
900,두서,2007-07-22,23.4,21.5,26.8
900,두서,2007-07-23,25.3,21.3,30
900,두서,2007-07-24,26.1,21.8,31.3
900,두서,2007-07-25,28.8,24,34.5
900,두서,2007-07-26,28.9,23,35.5
900,두서,2007-07-27,29.7,23.9,38.2
900,두서,2007-07-28,29.3,24.5,34.5
900,두서,2007-07-29,26.9,21.2,34.3
900,두서,2007-07-30,23.6,19.3,28.3
900,두서,2007-07-31,26.4,19.8,33.4
900,두서,2007-08-01,28.1,22.7,34.2
900,두서,2007-08-02,29.1,24.4,34.8
900,두서,2007-08-03,28.5,24.1,35.3
900,두서,2007-08-04,28.6,24.1,33.9
900,두서,2007-08-05,26.7,24,31.3
900,두서,2007-08-06,25.5,23.5,30.3
900,두서,2007-08-07,24.7,22.4,27.7
900,두서,2007-08-08,25.6,23.4,27
900,두서,2007-08-09,27.9,25.7,31.7
900,두서,2007-08-10,27.6,24.2,31.1
900,두서,2007-08-11,27.4,21.9,33.3
900,두서,2007-08-12,26,23.9,27.2
900,두서,2007-08-13,26.2,24.5,28.1
900,두서,2007-08-14,26.2,25,28.2
900,두서,2007-08-15,27.5,23.4,33.4
900,두서,2007-08-16,28.5,22.2,35.4
900,두서,2007-08-17,29,23.8,35.9
900,두서,2007-08-18,28.9,23.8,35.9
900,두서,2007-08-19,28.1,22.3,34.8
900,두서,2007-08-20,28.9,23.4,34.9
900,두서,2007-08-21,30.3,24.9,35.3
900,두서,2007-08-22,27.6,23.7,34.6
900,두서,2007-08-23,26.7,22.9,33
900,두서,2007-08-24,27.7,23.3,34.5
900,두서,2007-08-25,28.7,22.5,35.9
900,두서,2007-08-26,28.6,23.1,35.7
900,두서,2007-08-27,28,23.6,34.5
900,두서,2007-08-28,25.3,22.7,31.7
900,두서,2007-08-29,21.5,19.4,22.9
900,두서,2007-08-30,21,19.5,23.6
900,두서,2007-08-31,21.7,19.4,24.5
900,두서,2007-09-01,19.1,17.1,21
900,두서,2007-09-02,20.6,19,22.6
900,두서,2007-09-03,22.1,20.1,25.4
900,두서,2007-09-04,21.7,19.4,25
900,두서,2007-09-05,20.6,19.4,21.9
900,두서,2007-09-06,20.6,19.2,21.2
900,두서,2007-09-07,21.8,19,26.5
900,두서,2007-09-08,22.7,19.2,28.7
900,두서,2007-09-09,22.2,17.3,27
900,두서,2007-09-10,23.2,15.6,32
900,두서,2007-09-11,22.1,16.3,28.7
900,두서,2007-09-12,22.5,17.7,29.4
900,두서,2007-09-13,22.5,17.1,29.1
900,두서,2007-09-14,20.7,19.9,21.9
900,두서,2007-09-15,21.2,19.8,22.8
900,두서,2007-09-16,21.4,20.3,24.8
900,두서,2007-09-17,22.2,20.1,24.5
900,두서,2007-09-18,21.2,19.6,22.9
900,두서,2007-09-19,26.2,21.6,31.1
900,두서,2007-09-20,27.1,24.4,31.6
900,두서,2007-09-21,27.1,23.7,32.2
900,두서,2007-09-22,22.2,20.2,24.4
900,두서,2007-09-23,20.3,19,22
900,두서,2007-09-24,19.6,18.3,22.2
900,두서,2007-09-25,20.4,16.1,27
900,두서,2007-09-26,20.2,15.9,26.1
900,두서,2007-09-27,23.1,16.1,30.6
900,두서,2007-09-28,21,18.8,24.2
900,두서,2007-09-29,18.2,16.5,20.2
900,두서,2007-09-30,18.1,16.1,21.3
900,두서,2007-10-01,19.8,16.4,24.4
900,두서,2007-10-02,19.9,16.6,24.7
900,두서,2007-10-03,20.9,17.7,25.7
900,두서,2007-10-04,20.8,17.1,25.2
900,두서,2007-10-05,20,15.9,25.5
900,두서,2007-10-06,19.2,14.5,25.2
900,두서,2007-10-07,20.1,13.7,25.8
900,두서,2007-10-08,19.6,16.8,23.9
900,두서,2007-10-09,18.3,14.8,21.9
900,두서,2007-10-10,16.9,13.3,21.6
900,두서,2007-10-11,17.3,12.3,23.1
900,두서,2007-10-12,17,14.1,22
900,두서,2007-10-13,17.5,13.6,22.7
900,두서,2007-10-14,16.8,12.6,23.1
900,두서,2007-10-15,15.1,10.9,20.3
900,두서,2007-10-16,14.6,9.5,21
900,두서,2007-10-17,15.1,9.4,21.5
900,두서,2007-10-18,15.7,10.5,20.8
900,두서,2007-10-19,14.4,9.6,20.6
900,두서,2007-10-20,9.7,6,13.9
900,두서,2007-10-21,12.8,7.8,21.2
900,두서,2007-10-22,13.9,6,23.9
900,두서,2007-10-23,14.7,8.3,22.4
900,두서,2007-10-24,15.8,9.2,23.3
900,두서,2007-10-25,16.1,11.8,20.7
900,두서,2007-10-26,16.2,15.3,17.8
900,두서,2007-10-27,14.8,8.4,19.2
900,두서,2007-10-28,14.9,6.3,21.7
900,두서,2007-10-29,14.2,9.5,18.5
900,두서,2007-10-30,11.7,7.1,19.2
900,두서,2007-10-31,13.2,5.4,20.7
900,두서,2007-11-01,12.3,6,16.1
900,두서,2007-11-02,9.1,3.5,16.1
900,두서,2007-11-03,9.9,3.8,17.8
900,두서,2007-11-04,11.3,4.7,17.3
900,두서,2007-11-05,13.4,9.1,17.3
900,두서,2007-11-06,14,10,16.5
900,두서,2007-11-07,12.8,6.3,21.6
900,두서,2007-11-08,12.5,5.7,20.9
900,두서,2007-11-09,13.4,9.2,20.6
900,두서,2007-11-10,12.3,8.5,16.8
900,두서,2007-11-11,10.8,8.2,15.3
900,두서,2007-11-12,9.4,3.8,16.1
900,두서,2007-11-13,8.6,1.5,18.3
900,두서,2007-11-14,10.2,4.3,19.4
900,두서,2007-11-15,10.7,5.5,17.6
900,두서,2007-11-16,8.8,1.4,15.2
900,두서,2007-11-17,7.5,-1.7,13.8
900,두서,2007-11-18,4,-.3,10.3
900,두서,2007-11-19,2.2,-5.6,10.5
900,두서,2007-11-20,5.8,-1.1,9.2
900,두서,2007-11-21,5.2,-2.8,11.1
900,두서,2007-11-22,5.4,-.1,11.2
900,두서,2007-11-23,6.4,-.9,15.4
900,두서,2007-11-24,8.9,2.8,16.9
900,두서,2007-11-25,7.6,-.4,17.5
900,두서,2007-11-26,10.3,.8,18.7
900,두서,2007-11-27,6.9,1.4,10.8
900,두서,2007-11-28,5.6,-2.2,13.4
900,두서,2007-11-29,8.7,3.4,14.5
900,두서,2007-11-30,6.5,2,10.7
900,두서,2007-12-01,5.2,-.3,11
900,두서,2007-12-02,5.9,1,10.9
900,두서,2007-12-03,5.8,2.3,9.7
900,두서,2007-12-04,2,-.7,5.9
900,두서,2007-12-05,2.6,-1.4,7.5
900,두서,2007-12-06,2.3,-2,7.3
900,두서,2007-12-07,5.3,-1,8.8
900,두서,2007-12-08,4.9,2.5,9.2
900,두서,2007-12-09,4.5,-1.3,11.2
900,두서,2007-12-10,4.5,-3.3,12
900,두서,2007-12-11,8.1,3.8,15.5
900,두서,2007-12-12,5.8,3.7,7.4
900,두서,2007-12-13,5.9,2.4,9.8
900,두서,2007-12-14,3.5,1.4,7.7
900,두서,2007-12-15,3.5,-3.2,9.8
900,두서,2007-12-16,3.6,-1.8,9.8
900,두서,2007-12-17,4,-.3,9.6
900,두서,2007-12-18,4.4,.4,8.8
900,두서,2007-12-19,2.3,-2.6,8.9
900,두서,2007-12-20,4,-4.2,12.4
900,두서,2007-12-21,5.2,-.8,10.6
900,두서,2007-12-22,8.8,6.1,9.8
900,두서,2007-12-23,7.7,2.4,13.1
900,두서,2007-12-24,6.4,.1,11
900,두서,2007-12-25,9.4,4.6,13.5
900,두서,2007-12-26,9.7,5,14.2
900,두서,2007-12-27,8.3,1.4,14
900,두서,2007-12-28,8.9,8.1,10.1
900,두서,2007-12-29,5.2,2.3,8.1
900,두서,2007-12-30,-.8,-2.6,2.4
900,두서,2007-12-31,-1.2,-3.1,3.2
900,두서,2008-01-01,-2.2,-4.3,1.6
900,두서,2008-01-02,.5,-4.2,5.4
900,두서,2008-01-03,3.5,-.8,8.5
900,두서,2008-01-04,2.8,-2.5,10.7
900,두서,2008-01-05,3.9,-2.8,10.2
900,두서,2008-01-06,2.7,-4.8,13.3
900,두서,2008-01-07,4.6,-2.2,14.1
900,두서,2008-01-08,3.5,-2,9.6
900,두서,2008-01-09,4.5,-.5,12.8
900,두서,2008-01-10,4.8,-1.3,13
900,두서,2008-01-11,5.4,3.6,6.7
900,두서,2008-01-12,5.1,2.4,6.9
900,두서,2008-01-13,2.6,1.3,5.2
900,두서,2008-01-14,2.3,-1.2,6.8
900,두서,2008-01-15,1.9,-3.8,7.1
900,두서,2008-01-16,-.7,-4.8,2.3
900,두서,2008-01-17,-2,-8.2,4.4
900,두서,2008-01-18,.8,-2.7,5.4
900,두서,2008-01-19,2.1,-4.3,8.6
900,두서,2008-01-20,4.7,2.4,6.9
900,두서,2008-01-21,3.6,2.8,5.6
900,두서,2008-01-22,4.5,2.6,6.1
900,두서,2008-01-23,3.3,-1.6,5.9
900,두서,2008-01-24,-2.5,-6,2
900,두서,2008-01-25,-.6,-5.3,5.9
900,두서,2008-01-26,1.5,-2.1,7.1
900,두서,2008-01-27,1.8,-2.3,7.4
900,두서,2008-01-28,1.6,-.9,5.2
900,두서,2008-01-29,1,-.9,5.8
900,두서,2008-01-30,1.1,-2,4.6
900,두서,2008-01-31,-.3,-3.1,4
900,두서,2008-02-01,.2,-7.4,8.2
900,두서,2008-02-02,.7,-2,6.1
900,두서,2008-02-03,2.1,-1.1,6.2
900,두서,2008-02-04,1.8,-1.1,7.4
900,두서,2008-02-05,.5,-4,5.7
900,두서,2008-02-06,.6,-2.3,5.2
900,두서,2008-02-07,.7,-3.4,6.6
900,두서,2008-02-08,1.3,-4.2,7.6
900,두서,2008-02-09,.6,-1,3.6
900,두서,2008-02-10,2.7,-4.8,10.3
900,두서,2008-02-11,3.6,-3.6,9.8
900,두서,2008-02-12,-1.4,-5.6,2.7
900,두서,2008-02-13,-2.5,-8.3,2.8
900,두서,2008-02-14,1.3,-3.2,6
900,두서,2008-02-15,1.5,-2.5,5.6
900,두서,2008-02-16,-.7,-4.9,4.3
900,두서,2008-02-17,-.8,-5.5,5.1
900,두서,2008-02-18,0,-8.5,8.9
900,두서,2008-02-19,2.7,-3.3,8.5
900,두서,2008-02-20,5.6,-1.1,11.6
900,두서,2008-02-21,4.5,-5,13.9
900,두서,2008-02-22,6.7,-2.7,15.1
900,두서,2008-02-23,2.6,-1.9,10.1
900,두서,2008-02-24,.1,-3.1,5.4
900,두서,2008-02-25,1.6,-5.1,7.9
900,두서,2008-02-26,2.1,-.2,4.6
900,두서,2008-02-27,3.7,-1.6,9.8
900,두서,2008-02-28,4.7,-1.9,11.9
900,두서,2008-02-29,7.8,-.8,13.4
900,두서,2008-03-01,5.9,-.3,13
900,두서,2008-03-02,6.6,-1.1,14.3
900,두서,2008-03-03,6.1,2.3,10.3
900,두서,2008-03-04,2.5,-1.8,7
900,두서,2008-03-05,3,-4.3,11.2
900,두서,2008-03-06,5.5,-3.1,13
900,두서,2008-03-07,5.7,.9,11.9
900,두서,2008-03-08,6.2,-2.6,15.5
900,두서,2008-03-09,9.5,.7,16.2
900,두서,2008-03-10,10.9,4.4,18.6
900,두서,2008-03-11,10.7,2.6,19.3
900,두서,2008-03-12,9.6,3.3,18.4
900,두서,2008-03-13,10.9,3.2,17.8
900,두서,2008-03-14,9.6,6,13.4
900,두서,2008-03-15,10.2,1.5,18.9
900,두서,2008-03-16,10.2,4.2,17.3
900,두서,2008-03-17,9.6,.8,18.8
900,두서,2008-03-18,10.2,3.3,16.6
900,두서,2008-03-19,8.7,6.1,11.4
900,두서,2008-03-20,7.7,3,13
900,두서,2008-03-21,8.4,.7,17.6
900,두서,2008-03-22,10.2,2.9,16.9
900,두서,2008-03-23,10.5,8.8,12.9
900,두서,2008-03-24,13.1,7.8,19.5
900,두서,2008-03-25,10.4,7.2,15
900,두서,2008-03-26,7.7,3.1,13
900,두서,2008-03-27,6.8,1.5,14.2
900,두서,2008-03-28,8.7,2,15.4
900,두서,2008-03-29,7.5,4.8,11.4
900,두서,2008-03-30,6.8,4.6,9.9
900,두서,2008-03-31,7.8,3.4,12.4
900,두서,2008-04-01,11.6,3.4,17.7
900,두서,2008-04-02,12.6,6.4,18
900,두서,2008-04-03,14.1,8.8,19.9
900,두서,2008-04-04,13.4,7.4,20.2
900,두서,2008-04-05,13.8,6.8,22.6
900,두서,2008-04-06,14.2,5.1,22.6
900,두서,2008-04-07,12.1,8.7,19.4
900,두서,2008-04-08,13.9,7.3,21.5
900,두서,2008-04-09,10.7,7.4,13
900,두서,2008-04-10,11.2,7,13.6
900,두서,2008-04-11,12.1,3.8,21.6
900,두서,2008-04-12,11.3,9.4,13.6
900,두서,2008-04-13,13.2,8.7,19.8
900,두서,2008-04-14,13,6.1,21.7
900,두서,2008-04-15,15.2,6.4,24.4
900,두서,2008-04-16,13.3,10.8,16.1
900,두서,2008-04-17,13.7,12.3,14.9
900,두서,2008-04-18,16.1,9.7,23.8
900,두서,2008-04-19,14.6,6.9,21
900,두서,2008-04-20,15.3,9.3,21.1
900,두서,2008-04-21,15,8.9,22.5
900,두서,2008-04-22,17.1,10.8,25.5
900,두서,2008-04-23,14.3,9.9,17
900,두서,2008-04-24,11.3,6.5,18
900,두서,2008-04-25,13.5,3.1,21.5
900,두서,2008-04-26,14.3,10.8,17.7
900,두서,2008-04-27,13.5,7.4,19.7
900,두서,2008-04-28,13.5,5.3,21.2
900,두서,2008-04-29,18.3,7.8,27.9
900,두서,2008-04-30,20.8,13.3,29.4
900,두서,2008-05-01,19.6,14.1,26.7
900,두서,2008-05-02,19.8,11.3,29.4
900,두서,2008-05-03,21.7,12.7,32
900,두서,2008-05-04,18.9,14.1,25.1
900,두서,2008-05-05,17.6,10.5,24.1
900,두서,2008-05-06,18.7,6.7,27.9
900,두서,2008-05-07,20.6,11.2,30.2
900,두서,2008-05-08,19,13.4,25.7
900,두서,2008-05-09,16.5,13.7,20.5
900,두서,2008-05-10,13,10.2,14.9
900,두서,2008-05-11,13.6,8.7,19.2
900,두서,2008-05-12,13.6,7.2,18.6
900,두서,2008-05-13,12.3,9.7,18.7
900,두서,2008-05-14,13.7,9.1,20.8
900,두서,2008-05-15,15.6,8.2,23.4
900,두서,2008-05-16,16.9,9.6,24.4
900,두서,2008-05-17,18.2,10.3,25.7
900,두서,2008-05-18,19,12.3,24.2
900,두서,2008-05-19,17.8,13.7,22.3
900,두서,2008-05-20,17.1,10.9,24.4
900,두서,2008-05-21,20.2,10.3,28.5
900,두서,2008-05-22,21.6,15.5,28.9
900,두서,2008-05-23,22.2,15,28.4
900,두서,2008-05-24,17.2,16.5,20.1
900,두서,2008-05-25,22.4,15.6,30.8
900,두서,2008-05-26,23,16.9,30.5
900,두서,2008-05-27,22.5,13.7,30.9
900,두서,2008-05-28,17.7,16.2,22.6
900,두서,2008-05-29,18.6,16.3,21.7
900,두서,2008-05-30,18.6,15.6,22.6
900,두서,2008-05-31,18.9,11.1,27.3
900,두서,2008-06-01,19.7,12.3,26.9
900,두서,2008-06-02,18.8,14.8,22.5
900,두서,2008-06-03,17.1,15.8,19.3
900,두서,2008-06-04,15.4,13.3,17.7
900,두서,2008-06-05,14.8,13.3,16.5
900,두서,2008-06-06,19.3,14.1,25
900,두서,2008-06-07,21,16,26.4
900,두서,2008-06-08,20.9,15.9,28.3
900,두서,2008-06-09,21.2,14.6,28.3
900,두서,2008-06-10,23,17.1,30.1
900,두서,2008-06-11,20,16.7,22.1
900,두서,2008-06-12,20.9,12.3,30.2
900,두서,2008-06-13,23.6,13.7,33.5
900,두서,2008-06-14,19.5,17,23.7
900,두서,2008-06-15,17.8,14.1,20.8
900,두서,2008-06-16,18,13.5,21.2
900,두서,2008-06-17,19.1,16.5,21.7
900,두서,2008-06-18,21.1,17.7,24.6
900,두서,2008-06-19,25.5,20.9,31.3
900,두서,2008-06-20,24.7,21,30.9
900,두서,2008-06-21,20.9,19.7,23.5
900,두서,2008-06-22,19.9,18.2,22.3
900,두서,2008-06-23,19.4,17.5,23.4
900,두서,2008-06-24,19.4,17.6,23.1
900,두서,2008-06-25,18.9,17,21.2
900,두서,2008-06-26,20.5,15.1,26.7
900,두서,2008-06-27,21.9,16,28.7
900,두서,2008-06-28,18.4,17.4,20.4
900,두서,2008-06-29,19.1,17.6,20.4
900,두서,2008-06-30,21.1,18.5,26.1
900,두서,2008-07-01,21.9,18.6,27.6
900,두서,2008-07-02,21.7,19.3,24.1
900,두서,2008-07-03,26.1,21.7,31.5
900,두서,2008-07-04,27.3,22.6,32.9
900,두서,2008-07-05,26.3,22.5,30.9
900,두서,2008-07-06,28.4,24.7,33.5
900,두서,2008-07-07,29.7,23.2,36.8
900,두서,2008-07-08,28.6,24.5,35.1
900,두서,2008-07-09,27,22.9,33.1
900,두서,2008-07-10,29,22.2,36.5
900,두서,2008-07-11,28,25,33.7
900,두서,2008-07-12,27,23.8,30.2
900,두서,2008-07-14,27.6,24.3,31.8
900,두서,2008-07-15,26.5,23.7,32.5
900,두서,2008-07-16,27.6,21.8,33.3
900,두서,2008-07-17,29.2,25.5,33.7
900,두서,2008-07-18,29.6,23.1,37.6
900,두서,2008-07-19,27.9,25.2,32.9
900,두서,2008-07-20,26.3,25.3,28
900,두서,2008-07-21,27.1,24.4,33.5
900,두서,2008-07-22,27.6,23.1,33.6
900,두서,2008-07-23,27.6,22.7,34.1
900,두서,2008-07-24,29.4,24.2,35.4
900,두서,2008-07-25,24.3,22.6,28.4
900,두서,2008-07-26,23.6,22.3,25.8
900,두서,2008-07-27,25.5,21.7,29.9
900,두서,2008-07-28,28.7,23.4,35.4
900,두서,2008-07-29,30.1,25.1,36.4
900,두서,2008-07-30,27.6,23.3,35.7
900,두서,2008-07-31,27.7,22.9,35.6
900,두서,2008-08-01,29.2,22.6,35.2
900,두서,2008-08-02,29.5,27,34.4
900,두서,2008-08-03,28.6,23.9,33.7
900,두서,2008-08-04,26.4,22.1,32.1
900,두서,2008-08-05,26.9,21.5,35.1
900,두서,2008-08-06,25.5,19.6,32.4
900,두서,2008-08-07,25.3,17.1,32.5
900,두서,2008-08-08,25,23.3,28.9
900,두서,2008-08-09,26.6,23.7,31.7
900,두서,2008-08-10,27.3,22.8,32.3
900,두서,2008-08-11,28.1,24,33
900,두서,2008-08-12,27.3,23.9,32.1
900,두서,2008-08-13,28.6,23.9,35.2
900,두서,2008-08-14,29.1,23.6,35.2
900,두서,2008-08-15,25.4,23,31.8
900,두서,2008-08-16,21.4,19.9,23.3
900,두서,2008-08-17,22.3,19.6,27.1
900,두서,2008-08-18,26.6,20.3,31.7
900,두서,2008-08-19,27.1,21,32.4
900,두서,2008-08-20,24.2,20,31.9
900,두서,2008-08-21,21.3,17.9,25.4
900,두서,2008-08-22,20.6,17.2,26.6
900,두서,2008-08-23,25.5,21.6,32.8
900,두서,2008-08-24,22.7,21.1,25.9
900,두서,2008-08-25,21.9,19.2,26.2
900,두서,2008-08-26,22.3,19.2,26.4
900,두서,2008-08-27,22.8,19.1,28.4
900,두서,2008-08-28,23,17.9,28.4
900,두서,2008-08-29,23.3,21,27.6
900,두서,2008-08-30,22.9,21,27.8
900,두서,2008-08-31,22.1,19,24.3
900,두서,2008-09-01,22.5,20.8,24.5
900,두서,2008-09-02,21.4,20.5,23.8
900,두서,2008-09-03,22.3,16.9,29.2
900,두서,2008-09-04,21.5,15.9,27.9
900,두서,2008-09-05,22.6,16.8,29.1
900,두서,2008-09-06,22,18.8,26.6
900,두서,2008-09-07,21.8,14.9,30.3
900,두서,2008-09-08,21.9,14.4,29.6
900,두서,2008-09-09,22.4,16.9,29.5
900,두서,2008-09-10,23,14.6,31.6
900,두서,2008-09-11,25,18.9,32.2
900,두서,2008-09-12,25.6,21.8,32
900,두서,2008-09-13,24,19.9,32.3
900,두서,2008-09-14,23.4,20.7,28
900,두서,2008-09-15,22.4,19.3,27.3
900,두서,2008-09-16,23.4,17.1,31.8
900,두서,2008-09-17,23.1,16.2,30.7
900,두서,2008-09-18,25,20,31.4
900,두서,2008-09-19,23.7,18.1,29.8
900,두서,2008-09-20,24.3,21,28.3
900,두서,2008-09-21,21.5,18.1,24.8
900,두서,2008-09-22,22.7,16.9,29.8
900,두서,2008-09-23,23,20.5,26.2
900,두서,2008-09-24,21,19,23.2
900,두서,2008-09-25,23.2,18.5,28.8
900,두서,2008-09-26,18.3,12.9,22.4
900,두서,2008-09-27,14.6,8.9,22.4
900,두서,2008-09-28,15.9,11.1,20.2
900,두서,2008-09-29,16.2,13.2,20.1
900,두서,2008-09-30,18.5,13.7,24.2
900,두서,2008-10-01,19.4,14.5,25.4
900,두서,2008-10-02,17.8,12.9,26.5
900,두서,2008-10-03,18.6,11.2,28.3
900,두서,2008-10-04,19.8,12.1,27
900,두서,2008-10-05,19.9,17.7,23.9
900,두서,2008-10-06,19.5,14.7,26.2
900,두서,2008-10-07,17.4,12.9,24
900,두서,2008-10-08,19,14.3,24.6
900,두서,2008-10-09,18.9,14,27
900,두서,2008-10-10,19.2,14.2,24.8
900,두서,2008-10-11,16.5,11.4,23
900,두서,2008-10-12,14.7,9.7,22.8
900,두서,2008-10-13,15.5,8,25
900,두서,2008-10-14,16.1,8.9,25.2
900,두서,2008-10-15,16,7.8,26.4
900,두서,2008-10-16,16.4,8.4,25.3
900,두서,2008-10-17,17.3,10.3,27
900,두서,2008-10-18,17.1,9.4,28.1
900,두서,2008-10-19,17.1,8.6,25.8
900,두서,2008-10-20,17.8,11.4,26.3
900,두서,2008-10-21,18,12.2,24.5
900,두서,2008-10-22,16.6,15.6,19.2
900,두서,2008-10-23,19.2,15.9,22.2
900,두서,2008-10-24,16.9,12,21.5
900,두서,2008-10-25,13.4,7.3,17.8
900,두서,2008-10-26,16.7,11.1,21.6
900,두서,2008-10-27,12.8,7.6,16.8
900,두서,2008-10-28,13.8,5.7,19.7
900,두서,2008-10-29,14.5,10.2,19.4
900,두서,2008-10-30,13.4,8.6,19.7
900,두서,2008-10-31,13.9,7.9,19.8
900,두서,2008-11-01,12.5,5.8,20.3
900,두서,2008-11-02,15.5,7.9,21.5
900,두서,2008-11-03,14.7,9.4,21
900,두서,2008-11-04,11.4,4.7,20.1
900,두서,2008-11-05,11.5,3.5,22.8
900,두서,2008-11-06,16,8.6,23.1
900,두서,2008-11-07,15.6,13.3,19.2
900,두서,2008-11-08,12,10,14.6
900,두서,2008-11-09,10.4,6.9,13.7
900,두서,2008-11-10,10.5,6.4,14.6
900,두서,2008-11-11,11.4,7.6,15.9
900,두서,2008-11-12,11.7,6,18.8
900,두서,2008-11-13,11.8,5.7,20.6
900,두서,2008-11-14,12.1,6.1,19.4
900,두서,2008-11-15,13.3,7.6,20.7
900,두서,2008-11-16,12.7,8.5,17.9
900,두서,2008-11-17,9,5.5,14
900,두서,2008-11-18,3.1,.2,7.7
900,두서,2008-11-19,.8,-2,4.7
900,두서,2008-11-20,4.7,-1.3,9.2
900,두서,2008-11-21,8,.7,12.5
900,두서,2008-11-22,4.9,-2.4,12.4
900,두서,2008-11-23,10.9,4.8,16.9
900,두서,2008-11-24,7.2,4,9.4
900,두서,2008-11-25,5.6,1.2,12.5
900,두서,2008-11-26,5.7,-.3,12.7
900,두서,2008-11-27,6,.5,11.7
900,두서,2008-11-28,7.9,4.1,11.8
900,두서,2008-11-29,6.5,3.3,11
900,두서,2008-11-30,3.8,-1.1,9.8
900,두서,2008-12-01,4.9,-3.2,13.6
900,두서,2008-12-02,9,3.7,16.7
900,두서,2008-12-03,7.9,1.5,16.2
900,두서,2008-12-04,11.4,6.1,17.7
900,두서,2008-12-05,.5,-5.4,7.6
900,두서,2008-12-06,-3.4,-7.3,0
900,두서,2008-12-08,4.3,-2.8,13.5
900,두서,2008-12-09,6.9,.5,16.3
900,두서,2008-12-10,9.2,1.5,18.3
900,두서,2008-12-11,,5.1,14.9
900,두서,2008-12-12,6.3,2.4,13.4
900,두서,2008-12-13,6.9,.9,11.9
900,두서,2008-12-14,3.2,.4,7
900,두서,2008-12-15,4.2,-1.1,9.3
900,두서,2008-12-16,2.8,-4,13.1
900,두서,2008-12-17,5.8,-3.1,14.6
900,두서,2008-12-18,5.4,-.8,10.2
900,두서,2008-12-19,2.2,-5.6,13
900,두서,2008-12-20,7.8,-1.5,14.9
900,두서,2008-12-21,3.6,2,6
900,두서,2008-12-22,.1,-1.8,2.5
900,두서,2008-12-23,1.3,-2.7,6.5
900,두서,2008-12-24,1.3,-4.3,7.6
900,두서,2008-12-25,3.7,-.8,6.9
900,두서,2008-12-26,.2,-3.3,5.1
900,두서,2008-12-27,1,-6.5,8.6
900,두서,2008-12-28,3.9,-2.1,9.1
900,두서,2008-12-29,5.1,.1,11.1
900,두서,2008-12-30,1.8,-2.4,5.2
900,두서,2008-12-31,-1,-3.8,3.7
900,두서,2009-01-01,-2.2,-6.5,1.8
900,두서,2009-01-02,0,-5,7.3
900,두서,2009-01-03,1,-7.2,10.6
900,두서,2009-01-04,.7,-5.6,8.7
900,두서,2009-01-05,2.8,-3.5,7.9
900,두서,2009-01-06,1.7,-5.8,10
900,두서,2009-01-07,2.9,-2.2,9.4
900,두서,2009-01-08,2.5,-4.6,11
900,두서,2009-01-09,1.8,-1.1,4.8
900,두서,2009-01-10,-2.2,-4.6,1.5
900,두서,2009-01-11,-1,-6,3.8
900,두서,2009-01-12,-2.5,-5.9,1.9
900,두서,2009-01-13,-1.6,-5.8,3.2
900,두서,2009-01-14,-1.6,-5.5,2.7
900,두서,2009-01-15,-2.7,-9.4,3.7
