,station_id,humid,month,tmin,Date,tmax,rainfall,sunshine,tavg,snow,wind,day,year,date,cloud
0,278,74.3,1,-10.1,2016-01-01,7.6,0.0,0.0,-2.4,0.0,0.8,1,2016,20160101,0.0
1,278,76.8,1,-4.9,2016-01-02,11.4,0.0,0.0,0.6,0.0,0.5,2,2016,20160102,0.0
2,278,78.1,1,-5.5,2016-01-03,15.3,0.0,0.0,1.7,0.0,0.4,3,2016,20160103,0.0
3,278,61.8,1,-4.6,2016-01-04,11.2,0.0,0.0,2.4,0.0,1.5,4,2016,20160104,0.0
4,278,50.5,1,-7.0,2016-01-05,4.7,0.0,0.0,-2.5,0.0,0.8,5,2016,20160105,0.0
5,278,61.4,1,-9.8,2016-01-06,5.8,0.0,0.0,-2.8,0.0,1.2,6,2016,20160106,0.0
6,278,55.4,1,-8.9,2016-01-07,4.6,0.0,5.4,-1.7,0.0,1.6,7,2016,20160107,0.0
7,278,55.0,1,-9.2,2016-01-08,4.3,0.0,8.3,-3.5,0.0,1.6,8,2016,20160108,0.0
8,278,55.3,1,-9.2,2016-01-09,5.5,0.0,8.2,-1.5,0.0,1.4,9,2016,20160109,0.0
9,278,62.6,1,-5.7,2016-01-10,6.8,0.0,4.5,-0.3,0.0,1.3,10,2016,20160110,0.0
10,278,53.5,1,-9.9,2016-01-11,5.5,0.0,8.2,-3.8,0.0,1.0,11,2016,20160111,0.0
11,278,48.9,1,-13.5,2016-01-12,5.0,0.0,8.4,-5.6,0.0,1.1,12,2016,20160112,0.0
12,278,60.8,1,-11.8,2016-01-13,2.5,0.0,7.3,-3.3,0.0,1.7,13,2016,20160113,0.0
13,278,47.9,1,-9.0,2016-01-14,3.6,0.0,8.4,-2.7,0.0,1.8,14,2016,20160114,0.0
14,278,65.6,1,-10.5,2016-01-15,7.0,0.0,7.5,-3.3,0.0,0.7,15,2016,20160115,0.0
15,278,65.9,1,-8.8,2016-01-16,8.7,0.0,7.7,-1.8,0.0,0.8,16,2016,20160116,0.0
16,278,84.6,1,-5.1,2016-01-17,3.1,0.5,0.0,-0.6,0.0,0.4,17,2016,20160117,0.0
17,278,61.4,1,-8.1,2016-01-18,2.4,0.0,4.0,-2.0,0.0,3.4,18,2016,20160118,0.0
18,278,37.8,1,-10.1,2016-01-19,-5.0,0.0,8.4,-7.9,0.0,4.2,19,2016,20160119,0.0
19,278,53.4,1,-16.2,2016-01-20,-3.1,0.0,5.8,-9.8,0.0,1.2,20,2016,20160120,0.0
20,278,53.5,1,-13.2,2016-01-21,0.7,0.0,3.7,-7.3,0.0,0.9,21,2016,20160121,0.0
21,278,47.8,1,-15.6,2016-01-22,2.4,0.0,7.8,-6.5,0.0,1.1,22,2016,20160122,0.0
22,278,27.3,1,-15.4,2016-01-23,-3.5,0.0,7.4,-7.0,0.0,2.8,23,2016,20160123,0.0
23,278,46.8,1,-19.3,2016-01-24,-7.4,0.0,8.9,-13.1,0.0,2.1,24,2016,20160124,0.0
24,278,57.6,1,-18.6,2016-01-25,-0.2,0.0,8.9,-9.9,0.0,1.6,25,2016,20160125,0.0
25,278,67.6,1,-14.6,2016-01-26,4.6,0.0,5.7,-5.9,0.0,1.4,26,2016,20160126,0.0
26,278,59.8,1,-10.8,2016-01-27,7.4,0.0,8.3,-3.3,0.0,1.1,27,2016,20160127,0.0
27,278,68.3,1,-10.3,2016-01-28,3.4,0.8,0.0,-1.8,0.0,0.6,28,2016,20160128,0.0
28,278,96.3,1,-0.7,2016-01-29,3.7,4.0,0.0,1.1,0.0,0.4,29,2016,20160129,0.0
29,278,92.1,1,-1.3,2016-01-30,6.5,0.0,0.1,1.8,0.0,0.4,30,2016,20160130,0.0
30,278,59.9,1,-5.3,2016-01-31,3.5,0.0,6.3,-0.9,0.0,1.4,31,2016,20160131,0.0
31,278,49.9,2,-9.3,2016-02-01,2.9,0.0,9.1,-3.6,0.0,1.6,1,2016,20160201,0.0
32,278,56.6,2,-13.7,2016-02-02,4.2,0.0,9.3,-5.9,0.0,0.9,2,2016,20160202,0.0
33,278,58.5,2,-14.2,2016-02-03,6.2,0.0,9.2,-4.7,0.0,1.1,3,2016,20160203,0.0
34,278,59.1,2,-11.0,2016-02-04,6.4,0.0,7.2,-2.6,0.0,1.3,4,2016,20160204,0.0
35,278,47.3,2,-10.7,2016-02-05,6.5,0.0,9.1,-2.8,0.0,1.5,5,2016,20160205,0.0
36,278,44.5,2,-10.2,2016-02-06,5.0,0.0,9.3,-3.6,0.0,1.4,6,2016,20160206,0.0
37,278,47.6,2,-12.5,2016-02-07,6.2,0.0,9.2,-4.8,0.0,1.0,7,2016,20160207,0.0
38,278,46.0,2,-12.5,2016-02-08,8.7,0.0,7.4,-2.1,0.0,1.3,8,2016,20160208,0.0
39,278,33.1,2,-5.7,2016-02-09,7.9,0.0,9.6,2.1,0.0,3.2,9,2016,20160209,0.0
40,278,43.9,2,-9.9,2016-02-10,12.0,0.0,9.6,-0.5,0.0,0.6,10,2016,20160210,0.0
41,278,46.5,2,-7.1,2016-02-11,14.0,0.0,6.6,2.6,0.0,0.4,11,2016,20160211,0.0
42,278,91.9,2,2.3,2016-02-12,10.4,10.0,0.0,6.8,0.0,0.4,12,2016,20160212,0.0
43,278,93.9,2,6.9,2016-02-13,18.9,4.5,1.0,12.1,0.0,0.3,13,2016,20160213,0.0
44,278,62.1,2,-3.1,2016-02-14,14.9,0.0,2.0,2.5,0.0,4.4,14,2016,20160214,0.0
45,278,38.5,2,-7.3,2016-02-15,0.5,0.0,9.8,-3.2,0.0,3.4,15,2016,20160215,0.0
46,278,68.4,2,-9.7,2016-02-16,2.8,0.0,3.8,-2.0,0.0,1.8,16,2016,20160216,0.0
47,278,50.8,2,-7.9,2016-02-17,7.0,0.0,9.9,-0.5,0.0,1.8,17,2016,20160217,0.0
48,278,64.6,2,-7.8,2016-02-18,10.4,0.0,6.8,-0.1,0.0,0.8,18,2016,20160218,0.0
49,278,60.5,2,-6.1,2016-02-19,8.8,0.0,1.6,1.0,0.0,0.7,19,2016,20160219,0.0
50,278,46.9,2,-2.7,2016-02-20,11.0,0.0,7.3,3.4,0.0,1.9,20,2016,20160220,0.0
