,station_id,month,tavg,date,snow,day,cloud,sunshine,tmax,wind,rainfall,year,Date,humid,tmin
0,278,1,-3.9,20200101,0.0,1,4.3,4.6,4.2,1.2,0.0,2020,2020-01-01,68.5,-11.5
1,278,1,-0.5,20200102,0.0,2,3.4,4.9,6.8,1.0,0.0,2020,2020-01-02,71.8,-7.5
2,278,1,-0.4,20200103,0.0,3,0.0,8.3,8.0,1.1,0.0,2020,2020-01-03,69.4,-6.2
3,278,1,-1.4,20200104,0.0,4,1.8,8.4,9.0,1.1,0.0,2020,2020-01-04,66.6,-9.0
4,278,1,-1.7,20200105,0.0,5,3.3,8.1,9.2,0.5,0.0,2020,2020-01-05,65.5,-8.8
5,278,1,0.2,20200106,0.0,6,10.0,0.0,3.1,0.4,8.0,2020,2020-01-06,82.3,-5.5
6,278,1,4.9,20200107,0.0,7,10.0,0.0,10.5,0.4,31.5,2020,2020-01-07,95.8,1.8
7,278,1,6.9,20200108,0.0,8,9.5,0.9,11.3,3.4,0.5,2020,2020-01-08,69.0,4.3
8,278,1,0.6,20200109,0.0,9,1.9,7.9,6.7,1.8,0.0,2020,2020-01-09,67.0,-4.8
9,278,1,-1.8,20200110,0.0,10,2.9,8.4,8.6,0.6,0.0,2020,2020-01-10,70.4,-7.3
10,278,1,-1.0,20200111,0.0,11,3.0,8.4,7.9,0.8,0.0,2020,2020-01-11,70.3,-7.2
11,278,1,-0.6,20200112,0.0,12,3.0,8.3,5.5,1.5,0.0,2020,2020-01-12,65.4,-4.7
12,278,1,-0.9,20200113,0.0,13,4.3,7.6,5.0,1.6,0.0,2020,2020-01-13,62.3,-5.9
13,278,1,-0.8,20200114,0.0,14,2.5,8.1,6.7,1.1,0.0,2020,2020-01-14,51.5,-6.4
14,278,1,-3.4,20200115,0.0,15,0.0,8.6,5.4,1.1,0.0,2020,2020-01-15,61.3,-9.8
15,278,1,-3.3,20200116,0.0,16,6.3,7.8,7.2,0.6,0.0,2020,2020-01-16,60.3,-9.5
16,278,1,-2.0,20200117,0.0,17,6.3,4.8,8.2,0.6,0.0,2020,2020-01-17,61.6,-7.2
17,278,1,0.1,20200118,0.0,18,4.0,5.8,9.8,0.7,0.0,2020,2020-01-18,57.3,-6.0
18,278,1,0.3,20200119,0.0,19,6.1,3.6,8.2,1.2,0.0,2020,2020-01-19,61.8,-6.8
19,278,1,1.5,20200120,0.0,20,2.3,8.0,7.8,1.7,0.0,2020,2020-01-20,58.5,-4.2
20,278,1,-1.7,20200121,0.0,21,2.1,8.8,8.3,0.6,0.0,2020,2020-01-21,51.9,-8.8
21,278,1,1.3,20200122,0.0,22,9.8,0.0,4.2,0.5,0.5,2020,2020-01-22,61.4,-2.7
22,278,1,4.5,20200123,0.0,23,7.1,0.2,7.8,0.5,6.5,2020,2020-01-23,91.4,1.3
23,278,1,4.9,20200124,0.0,24,7.1,4.9,12.4,0.7,0.0,2020,2020-01-24,82.5,1.4
24,278,1,5.3,20200125,0.0,25,8.8,1.1,10.3,0.5,0.0,2020,2020-01-25,80.1,1.5
25,278,1,5.6,20200126,0.0,26,8.5,4.7,13.0,1.8,0.1,2020,2020-01-26,71.5,-1.7
26,278,1,6.5,20200127,0.0,27,9.9,0.0,8.2,3.0,10.5,2020,2020-01-27,78.4,5.4
27,278,1,6.1,20200128,0.0,28,7.4,0.6,11.4,0.9,0.5,2020,2020-01-28,74.6,1.5
28,278,1,5.9,20200129,0.0,29,8.6,1.5,10.8,0.7,0.1,2020,2020-01-29,68.6,2.2
29,278,1,4.3,20200130,0.0,30,7.6,2.5,9.6,0.9,0.5,2020,2020-01-30,71.3,0.5
30,278,1,2.4,20200131,0.0,31,5.4,0.0,7.8,0.7,0.2,2020,2020-01-31,83.9,-3.0
31,278,2,0.0,20200201,0.0,1,3.6,3.7,7.6,1.0,0.0,2020,2020-02-01,79.6,-6.0
32,278,2,-0.1,20200202,0.0,2,2.4,8.0,8.3,0.7,0.0,2020,2020-02-02,75.0,-5.3
33,278,2,-0.9,20200203,0.0,3,1.1,8.1,6.6,1.5,0.0,2020,2020-02-03,65.4,-6.3
34,278,2,-2.2,20200204,0.0,4,1.0,9.1,6.4,0.9,0.0,2020,2020-02-04,60.8,-10.1
35,278,2,-3.1,20200205,0.0,5,0.0,9.1,2.3,2.5,0.0,2020,2020-02-05,38.3,-9.6
36,278,2,-5.8,20200206,0.0,6,2.4,8.0,2.7,0.7,0.0,2020,2020-02-06,61.3,-13.8
37,278,2,-2.8,20200207,0.0,7,3.0,8.3,6.1,1.3,0.0,2020,2020-02-07,59.8,-10.8
38,278,2,-0.4,20200208,0.0,8,1.3,8.1,6.6,1.6,0.0,2020,2020-02-08,60.8,-6.2
39,278,2,-2.4,20200209,0.0,9,0.8,9.0,6.9,1.1,0.0,2020,2020-02-09,61.8,-9.7
40,278,2,1.4,20200210,0.0,10,1.6,8.7,11.4,0.9,0.0,2020,2020-02-10,58.6,-6.1
41,278,2,3.0,20200211,0.0,11,3.8,8.2,14.2,0.6,0.0,2020,2020-02-11,59.9,-6.9
42,278,2,5.2,20200212,0.0,12,7.5,0.0,7.0,0.5,9.0,2020,2020-02-12,94.1,2.0
43,278,2,7.2,20200213,0.0,13,4.8,4.4,14.3,1.0,0.0,2020,2020-02-13,86.0,0.2
44,278,2,5.8,20200214,0.0,14,5.1,7.5,17.2,0.4,0.0,2020,2020-02-14,78.0,-0.2
45,278,2,8.7,20200215,0.0,15,6.3,4.8,16.8,0.5,1.1,2020,2020-02-15,78.6,0.7
46,278,2,3.3,20200216,0.0,16,9.3,1.1,9.4,3.2,4.0,2020,2020-02-16,71.3,-1.0
47,278,2,-2.2,20200217,0.0,17,6.4,4.6,0.4,3.2,0.0,2020,2020-02-17,59.4,-4.7
48,278,2,-3.1,20200218,0.0,18,0.6,9.7,4.8,1.6,0.0,2020,2020-02-18,56.4,-10.2
49,278,2,0.1,20200219,0.0,19,5.0,9.1,10.1,0.7,0.0,2020,2020-02-19,64.4,-8.5
50,278,2,2.9,20200220,0.0,20,2.3,9.3,13.3,0.6,0.0,2020,2020-02-20,66.5,-4.2
51,278,2,6.1,20200221,0.0,21,6.9,6.0,15.6,0.8,0.0,2020,2020-02-21,63.3,-4.3
52,278,2,6.9,20200222,0.0,22,3.6,7.7,10.9,3.3,1.5,2020,2020-02-22,54.9,1.1
53,278,2,2.2,20200223,0.0,23,0.0,9.7,9.9,1.8,0.0,2020,2020-02-23,50.9,-4.8
54,278,2,5.1,20200224,0.0,24,4.4,7.4,15.9,0.7,0.0,2020,2020-02-24,48.1,-6.4
55,278,2,6.1,20200225,0.0,25,8.8,0.0,7.8,0.9,38.7,2020,2020-02-25,95.6,3.9
56,278,2,7.9,20200226,0.0,26,7.9,1.1,12.5,0.7,0.0,2020,2020-02-26,81.8,5.4
57,278,2,4.2,20200227,0.0,27,6.6,2.4,9.3,1.2,0.1,2020,2020-02-27,73.5,-1.6
58,278,2,2.8,20200228,0.0,28,8.3,0.0,7.8,0.5,0.4,2020,2020-02-28,89.4,-2.0
59,278,2,5.8,20200229,0.0,29,3.3,4.3,12.6,0.6,0.0,2020,2020-02-29,84.8,1.1
60,278,3,7.6,20200301,0.0,1,7.9,3.1,15.3,0.9,0.0,2020,2020-03-01,73.8,-0.1
61,278,3,5.3,20200302,0.0,2,3.4,9.6,10.8,2.2,0.0,2020,2020-03-02,55.6,-0.6
62,278,3,5.7,20200303,0.0,3,6.5,5.4,13.6,1.0,0.0,2020,2020-03-03,69.9,-2.2
63,278,3,5.1,20200304,0.0,4,5.3,7.6,10.2,3.3,0.0,2020,2020-03-04,50.8,0.4
64,278,3,1.5,20200305,0.0,5,0.0,10.0,9.7,1.6,0.0,2020,2020-03-05,52.6,-4.7
