,station_id,month,tavg,date,snow,day,cloud,sunshine,tmax,wind,rainfall,year,Date,humid,tmin
0,278,1,-7.3,20220101,0.0,1,1.1,8.2,2.2,0.3,0.0,2022,2022-01-01,54.0,-14.9
1,278,1,-4.6,20220102,0.0,2,2.4,6.0,6.9,0.7,0.0,2022,2022-01-02,64.6,-11.8
2,278,1,-4.2,20220103,0.0,3,0.1,8.2,4.6,0.9,0.0,2022,2022-01-03,61.0,-13.0
3,278,1,-1.3,20220104,0.0,4,0.0,8.2,7.2,0.9,0.0,2022,2022-01-04,50.0,-8.6
4,278,1,-2.6,20220105,0.0,5,8.8,1.6,4.1,0.2,0.0,2022,2022-01-05,54.5,-10.4
5,278,1,-1.3,20220106,0.0,6,1.0,8.2,8.0,0.9,0.0,2022,2022-01-06,54.4,-8.0
6,278,1,-4.5,20220107,0.0,7,0.0,8.2,6.9,0.4,0.0,2022,2022-01-07,56.5,-11.7
7,278,1,-2.7,20220108,0.0,8,1.4,8.2,7.7,0.7,0.0,2022,2022-01-08,59.6,-12.0
8,278,1,0.0,20220109,0.0,9,4.9,4.4,7.9,0.4,0.0,2022,2022-01-09,72.0,-5.5
9,278,1,-0.7,20220110,0.0,10,6.3,7.0,8.8,0.3,0.0,2022,2022-01-10,66.9,-8.6
10,278,1,-2.6,20220111,0.0,11,0.0,8.2,2.9,2.8,0.0,2022,2022-01-11,46.4,-10.0
11,278,1,-6.8,20220112,0.0,12,1.4,8.2,0.2,1.1,0.0,2022,2022-01-12,53.9,-14.2
12,278,1,-6.4,20220113,0.0,13,0.4,8.2,0.3,2.6,0.0,2022,2022-01-13,52.5,-13.1
13,278,1,-7.1,20220114,0.0,14,1.9,8.2,2.5,0.6,0.0,2022,2022-01-14,53.0,-15.1
14,278,1,-2.7,20220115,0.0,15,5.6,6.4,6.8,0.5,0.0,2022,2022-01-15,51.8,-10.3
15,278,1,-0.2,20220116,0.0,16,1.6,7.0,5.8,1.8,0.0,2022,2022-01-16,47.9,-4.7
16,278,1,-3.6,20220117,0.0,17,4.1,6.3,3.3,1.9,0.3,2022,2022-01-17,59.0,-10.9
17,278,1,-6.3,20220118,0.0,18,0.0,8.2,1.8,1.2,0.0,2022,2022-01-18,51.8,-12.6
18,278,1,-4.3,20220119,0.0,19,5.6,5.0,4.3,1.3,0.0,2022,2022-01-19,60.1,-14.6
19,278,1,-5.0,20220120,0.0,20,0.0,8.2,4.6,0.5,0.0,2022,2022-01-20,62.8,-11.6
20,278,1,-5.1,20220121,0.0,21,1.0,8.4,6.8,0.4,0.0,2022,2022-01-21,56.1,-14.0
21,278,1,-0.1,20220122,0.0,22,7.3,2.7,9.4,0.3,0.0,2022,2022-01-22,60.1,-9.9
22,278,1,4.6,20220123,0.0,23,8.1,3.9,11.7,0.4,0.0,2022,2022-01-23,64.8,-0.4
23,278,1,2.6,20220124,0.0,24,3.6,1.2,6.7,1.3,0.0,2022,2022-01-24,68.1,-2.2
24,278,1,1.9,20220125,0.0,25,7.0,0.0,4.8,0.3,0.2,2022,2022-01-25,83.0,-0.8
25,278,1,0.4,20220126,0.0,26,4.4,7.3,7.6,0.9,0.0,2022,2022-01-26,75.4,-3.9
26,278,1,-1.3,20220127,0.0,27,2.0,8.5,8.6,0.7,0.0,2022,2022-01-27,62.5,-7.7
27,278,1,-2.4,20220128,0.0,28,3.8,8.5,6.1,1.0,0.0,2022,2022-01-28,53.8,-9.9
28,278,1,-1.7,20220129,0.0,29,6.5,8.7,5.3,1.1,0.0,2022,2022-01-29,43.5,-7.0
29,278,1,-3.5,20220130,0.0,30,3.0,8.7,6.0,0.7,0.0,2022,2022-01-30,51.0,-11.0
30,278,1,-4.0,20220131,0.0,31,0.4,8.7,6.3,0.7,0.0,2022,2022-01-31,51.9,-12.8
31,278,2,-1.6,20220201,0.0,1,5.8,2.8,4.4,2.2,0.0,2022,2022-02-01,60.0,-7.0
32,278,2,-2.4,20220202,0.0,2,4.0,7.3,4.7,1.5,0.0,2022,2022-02-02,55.5,-8.5
33,278,2,-3.6,20220203,0.0,3,2.9,8.7,4.8,1.1,0.0,2022,2022-02-03,51.9,-10.5
34,278,2,-3.3,20220204,0.0,4,1.9,8.6,3.4,2.1,0.0,2022,2022-02-04,51.8,-10.8
35,278,2,-4.6,20220205,0.0,5,0.1,8.1,0.6,2.8,0.0,2022,2022-02-05,47.1,-11.5
36,278,2,-4.0,20220206,0.0,6,0.8,8.6,4.0,1.9,0.0,2022,2022-02-06,49.1,-12.8
37,278,2,-3.3,20220207,0.0,7,5.9,4.4,2.9,0.6,0.0,2022,2022-02-07,52.4,-11.7
38,278,2,-3.0,20220208,0.0,8,3.6,6.2,6.7,0.6,0.0,2022,2022-02-08,52.6,-10.4
39,278,2,-1.2,20220209,0.0,9,4.5,8.7,9.0,0.4,0.0,2022,2022-02-09,50.3,-11.3
40,278,2,1.5,20220210,0.0,10,2.4,8.6,10.2,0.8,0.0,2022,2022-02-10,45.0,-5.6
41,278,2,-0.6,20220211,0.0,11,1.8,9.0,11.2,0.5,0.0,2022,2022-02-11,52.5,-9.3
42,278,2,1.8,20220212,0.0,12,3.3,8.7,12.1,0.5,0.0,2022,2022-02-12,55.5,-6.2
43,278,2,3.4,20220213,0.0,13,6.5,4.3,11.8,0.7,0.0,2022,2022-02-13,69.4,-3.6
44,278,2,4.5,20220214,0.0,14,5.9,6.0,12.3,1.3,0.0,2022,2022-02-14,62.4,-2.6
45,278,2,-0.9,20220215,0.0,15,3.6,5.7,4.3,3.6,0.0,2022,2022-02-15,49.1,-5.4
46,278,2,-4.6,20220216,0.0,16,0.6,9.0,-0.9,3.4,0.0,2022,2022-02-16,44.8,-7.4
47,278,2,-6.3,20220217,0.0,17,0.0,9.6,1.0,1.7,0.0,2022,2022-02-17,40.3,-12.9
48,278,2,-3.7,20220218,0.0,18,4.0,9.7,7.1,0.6,0.0,2022,2022-02-18,48.4,-14.7
49,278,2,0.5,20220219,0.0,19,6.8,3.7,6.1,1.4,0.0,2022,2022-02-19,47.6,-2.9
50,278,2,-2.8,20220220,0.0,20,0.0,9.8,2.0,3.1,0.0,2022,2022-02-20,33.6,-7.3
51,278,2,-2.1,20220221,0.0,21,2.1,7.9,6.4,2.0,0.0,2022,2022-02-21,52.3,-12.7
