,cloud,date,rainfall,snow,tmin,day,tavg,tmax,humid,Date,sunshine,station_id,wind,year,month
0,2.3,20230101,0.0,0.0,-10.5,1,-2.5,7.8,62.3,2023-01-01,7.3,278,0.9,2023,1
1,0.9,20230102,0.0,0.0,-11.2,2,-4.8,3.8,55.3,2023-01-02,8.2,278,0.9,2023,1
2,0.0,20230103,0.0,0.0,-13.7,3,-5.9,4.2,59.4,2023-01-03,8.3,278,0.9,2023,1
3,0.1,20230104,0.0,0.0,-12.8,4,-4.6,5.6,63.4,2023-01-04,8.2,278,0.9,2023,1
4,2.5,20230105,0.0,0.0,-11.7,5,-3.8,6.4,70.9,2023-01-05,7.5,278,0.7,2023,1
5,2.9,20230106,0.0,0.0,-9.6,6,-2.8,7.5,71.9,2023-01-06,7.5,278,0.4,2023,1
6,4.1,20230107,0.3,0.0,-6.0,7,-0.5,6.0,79.8,2023-01-07,3.6,278,1.2,2023,1
7,0.8,20230108,0.0,0.0,-9.6,8,-2.4,8.5,72.6,2023-01-08,7.6,278,0.4,2023,1
8,3.0,20230109,0.0,0.0,-6.8,9,-1.0,9.2,79.9,2023-01-09,1.4,278,0.3,2023,1
9,1.9,20230110,0.0,0.0,-8.8,10,-1.4,10.2,76.6,2023-01-10,8.2,278,0.2,2023,1
10,1.4,20230111,0.0,0.0,-8.2,11,-0.4,11.8,68.4,2023-01-11,8.2,278,0.4,2023,1
11,1.8,20230112,0.6,0.0,-8.5,12,1.7,15.6,60.9,2023-01-12,8.2,278,0.2,2023,1
12,8.8,20230113,13.6,0.0,2.3,13,6.1,9.4,98.3,2023-01-13,0.0,278,0.3,2023,1
13,9.0,20230114,0.7,0.0,4.6,14,7.0,9.7,91.8,2023-01-14,0.0,278,0.9,2023,1
14,8.3,20230115,3.8,0.0,-0.4,15,2.7,5.1,89.9,2023-01-15,0.0,278,1.0,2023,1
15,4.5,20230116,0.0,0.0,-7.6,16,-1.8,3.0,65.3,2023-01-16,5.4,278,1.5,2023,1
16,4.6,20230117,0.0,0.0,-8.1,17,-3.4,3.2,69.9,2023-01-17,6.1,278,0.7,2023,1
17,3.8,20230118,0.0,0.0,-7.3,18,-2.5,5.3,75.5,2023-01-18,4.6,278,0.7,2023,1
18,1.4,20230119,0.0,0.0,-10.4,19,-3.3,5.8,73.4,2023-01-19,8.2,278,0.7,2023,1
19,2.4,20230120,0.0,0.0,-8.6,20,-2.8,3.1,60.0,2023-01-20,7.3,278,2.1,2023,1
20,0.8,20230121,0.0,0.0,-13.5,21,-6.1,3.2,59.8,2023-01-21,8.4,278,0.7,2023,1
21,8.5,20230122,0.0,0.0,-8.1,22,-2.2,4.9,57.6,2023-01-22,0.8,278,0.3,2023,1
22,4.9,20230123,0.0,0.0,-7.2,23,1.2,9.1,59.5,2023-01-23,7.6,278,1.1,2023,1
23,1.1,20230124,0.0,0.0,-13.2,24,-8.9,0.9,34.3,2023-01-24,8.7,278,4.5,2023,1
24,0.1,20230125,0.0,0.0,-19.2,25,-11.8,-3.8,48.3,2023-01-25,8.7,278,1.1,2023,1
25,8.9,20230126,0.2,0.0,-15.9,26,-7.9,-2.8,68.1,2023-01-26,1.3,278,0.5,2023,1
26,0.0,20230127,0.0,0.0,-13.1,27,-6.6,-0.3,59.3,2023-01-27,8.7,278,2.1,2023,1
27,1.6,20230128,0.0,0.0,-16.3,28,-7.7,1.4,59.1,2023-01-28,8.8,278,1.3,2023,1
28,3.5,20230129,0.4,0.0,-12.7,29,-2.8,5.2,67.6,2023-01-29,7.5,278,1.0,2023,1
29,0.0,20230130,0.0,0.0,-9.7,30,-2.6,5.1,56.1,2023-01-30,8.7,278,1.4,2023,1
30,1.0,20230131,0.0,0.0,-11.9,31,-2.9,9.8,57.8,2023-01-31,8.7,278,0.5,2023,1
31,3.3,20230201,0.0,0.0,-6.2,1,1.3,11.0,51.9,2023-02-01,8.4,278,1.8,2023,2
32,6.6,20230202,0.0,0.0,-8.4,2,-2.6,6.0,57.3,2023-02-02,7.1,278,0.5,2023,2
33,3.8,20230203,0.0,0.0,-6.8,3,-1.2,7.4,45.8,2023-02-03,6.2,278,0.8,2023,2
34,0.0,20230204,0.0,0.0,-11.0,4,-3.2,6.6,58.1,2023-02-04,8.7,278,1.0,2023,2
35,0.0,20230205,0.0,0.0,-11.5,5,-2.6,8.6,63.1,2023-02-05,9.0,278,0.7,2023,2
36,4.5,20230206,0.0,0.0,-9.9,6,-0.2,11.0,59.3,2023-02-06,7.1,278,0.3,2023,2
37,4.0,20230207,0.0,0.0,-7.0,7,0.8,12.7,56.5,2023-02-07,5.0,278,0.4,2023,2
38,1.3,20230208,0.0,0.0,-7.4,8,0.3,11.2,61.4,2023-02-08,8.1,278,0.9,2023,2
39,6.6,20230209,0.4,0.0,-8.5,9,1.7,11.5,65.6,2023-02-09,6.9,278,0.9,2023,2
40,6.8,20230210,4.0,0.0,-1.5,10,2.7,6.7,94.4,2023-02-10,0.0,278,0.5,2023,2
41,7.5,20230211,0.0,0.0,-2.6,11,0.6,7.2,93.6,2023-02-11,0.9,278,0.4,2023,2
42,9.3,20230212,0.0,0.0,-2.9,12,2.0,8.5,88.4,2023-02-12,0.9,278,0.5,2023,2
43,8.3,20230213,0.0,0.0,2.2,13,5.5,8.7,71.4,2023-02-13,0.3,278,1.5,2023,2
44,8.6,20230214,0.0,0.0,-2.3,14,3.0,9.8,69.8,2023-02-14,4.9,278,1.0,2023,2
45,7.5,20230215,0.0,0.0,-0.5,15,2.6,5.7,65.6,2023-02-15,1.6,278,1.3,2023,2
46,4.0,20230216,0.0,0.0,-3.7,16,1.8,8.8,73.1,2023-02-16,1.1,278,0.8,2023,2
47,4.6,20230217,0.0,0.0,-5.2,17,2.6,10.4,64.3,2023-02-17,5.0,278,0.5,2023,2
48,8.5,20230218,0.0,0.0,2.3,18,5.5,8.1,60.1,2023-02-18,0.0,278,0.2,2023,2
49,4.8,20230219,0.0,0.0,-2.6,19,5.2,10.1,53.1,2023-02-19,5.6,278,2.4,2023,2
50,0.9,20230220,0.0,0.0,-7.7,20,-0.9,7.0,51.0,2023-02-20,9.1,278,2.1,2023,2
51,0.0,20230221,0.0,0.0,-10.6,21,-2.4,6.9,51.9,2023-02-21,9.8,278,0.6,2023,2
52,4.3,20230222,0.0,0.0,-9.2,22,0.9,9.7,60.9,2023-02-22,8.9,278,0.8,2023,2
53,3.9,20230223,0.0,0.0,-1.5,23,4.4,11.6,49.6,2023-02-23,9.3,278,1.0,2023,2
54,4.3,20230224,0.0,0.0,-3.6,24,3.1,12.3,53.8,2023-02-24,7.2,278,1.2,2023,2
55,0.8,20230225,0.0,0.0,-7.8,25,-0.3,8.6,52.9,2023-02-25,10.0,278,1.0,2023,2
56,0.0,20230226,0.0,0.0,-9.1,26,-0.2,10.9,52.0,2023-02-26,10.0,278,0.6,2023,2
57,0.0,20230227,0.0,0.0,-8.7,27,2.1,15.8,48.9,2023-02-27,10.1,278,0.6,2023,2
58,1.5,20230228,0.0,0.0,-7.2,28,4.1,16.4,48.4,2023-02-28,10.1,278,1.0,2023,2
59,5.3,20230301,0.0,0.0,-1.5,1,5.3,13.2,59.8,2023-03-01,0.5,278,1.5,2023,3
60,0.0,20230302,0.0,0.0,-6.4,2,0.9,8.7,41.5,2023-03-02,10.0,278,1.4,2023,3
61,0.0,20230303,0.0,0.0,-7.9,3,2.6,14.2,48.4,2023-03-03,10.1,278,1.1,2023,3
62,4.5,20230304,0.0,0.0,-4.2,4,5.0,15.8,61.1,2023-03-04,6.4,278,0.6,2023,3
63,0.6,20230305,0.0,0.0,-2.7,5,5.7,16.2,65.0,2023-03-05,9.8,278,0.6,2023,3
64,0.8,20230306,0.0,0.0,-3.7,6,6.5,18.6,50.1,2023-03-06,10.1,278,1.0,2023,3
65,0.9,20230307,0.0,0.0,-2.3,7,8.9,21.8,49.4,2023-03-07,8.3,278,0.8,2023,3
66,3.1,20230308,0.0,0.0,-0.6,8,10.2,22.2,50.5,2023-03-08,9.9,278,0.6,2023,3
67,1.9,20230309,0.0,0.0,2.2,9,11.8,22.2,58.6,2023-03-09,8.4,278,1.2,2023,3
68,0.0,20230310,0.0,0.0,0.2,10,11.5,24.4,51.1,2023-03-10,9.8,278,0.6,2023,3
