,station_id,tmin,date,rainfall,wind,sunshine,tmax,year,month,cloud,day,humid,Date,tavg,snow
0,119,-2.8,20170101,0.0,0.7,2.1,8.2,2017,1,7.0,1,85.8,2017-01-01,2.9,0.0
1,119,2.7,20170102,0.6,1.6,3.3,10.3,2017,1,6.9,2,86.4,2017-01-02,5.2,0.0
2,119,-2.9,20170103,0.0,1.2,8.6,8.5,2017,1,0.5,3,75.5,2017-01-03,1.8,0.0
3,119,-1.2,20170104,0.0,1.2,7.9,10.9,2017,1,2.4,4,75.6,2017-01-04,3.6,0.0
4,119,-1.7,20170105,0.0,2.0,0.0,8.3,2017,1,8.4,5,65.1,2017-01-05,4.3,0.0
5,119,0.6,20170106,0.0,2.2,7.0,11.4,2017,1,3.4,6,64.8,2017-01-06,5.8,0.0
6,119,-1.6,20170107,0.0,0.6,6.7,10.7,2017,1,4.3,7,82.1,2017-01-07,3.5,0.0
7,119,2.3,20170108,0.0,1.7,3.0,11.9,2017,1,7.4,8,62.4,2017-01-08,7.1,0.0
8,119,-2.1,20170109,0.2,2.6,6.0,6.0,2017,1,4.0,9,66.9,2017-01-09,2.4,0.0
9,119,-6.0,20170110,0.0,2.5,8.6,3.1,2017,1,1.1,10,49.5,2017-01-10,-2.0,0.0
10,119,-8.8,20170111,0.0,1.7,8.0,2.7,2017,1,1.5,11,45.0,2017-01-11,-3.2,0.0
11,119,-4.8,20170112,1.9,2.0,7.4,3.0,2017,1,4.0,12,59.9,2017-01-12,-1.0,5.2
12,119,-7.5,20170113,0.4,2.3,5.9,0.0,2017,1,2.3,13,53.5,2017-01-13,-5.1,0.5
13,119,-8.8,20170114,0.0,4.0,9.3,-3.7,2017,1,0.0,14,35.1,2017-01-14,-7.1,0.0
14,119,-10.6,20170115,0.0,1.8,9.5,0.0,2017,1,0.0,15,43.4,2017-01-15,-5.8,0.0
15,119,-11.1,20170116,0.0,0.8,9.4,3.0,2017,1,0.0,16,56.1,2017-01-16,-4.5,0.0
16,119,-9.0,20170117,0.0,0.7,7.0,4.4,2017,1,4.1,17,64.1,2017-01-17,-2.6,0.0
