,year,station_id,month,sunshine,snow,tmin,tavg,Date,tmax,cloud,date,day,humid,rainfall,wind
0,2011,119,1,8.5,0.0,-14.4,-8.1,2011-01-01,-1.8,3.3,20110101,1,72.5,0.0,0.9
1,2011,119,1,8.8,0.0,-13.1,-7.2,2011-01-02,0.0,0.0,20110102,2,78.1,0.0,0.9
2,2011,119,1,5.6,0.0,-12.9,-6.0,2011-01-03,0.0,3.3,20110103,3,79.5,0.0,0.8
3,2011,119,1,1.1,0.0,-11.3,-4.4,2011-01-04,0.1,6.1,20110104,4,82.8,0.0,0.7
4,2011,119,1,3.2,0.0,-6.5,-3.2,2011-01-05,-0.4,5.9,20110105,5,73.4,0.0,1.9
5,2011,119,1,9.1,0.0,-10.5,-7.1,2011-01-06,-3.5,0.0,20110106,6,60.8,0.0,1.9
6,2011,119,1,9.2,0.0,-13.9,-7.7,2011-01-07,-1.4,0.0,20110107,7,63.3,0.0,1.1
7,2011,119,1,0.9,0.0,-11.6,-3.9,2011-01-08,1.1,6.5,20110108,8,81.0,0.0,0.8
8,2011,119,1,9.2,0.0,-10.3,-5.7,2011-01-09,0.2,1.0,20110109,9,58.5,0.0,2.8
9,2011,119,1,8.0,0.0,-14.5,-8.2,2011-01-10,-3.1,2.8,20110110,10,56.3,0.0,1.4
10,2011,119,1,0.0,4.0,-9.0,-5.2,2011-01-11,-1.6,7.4,20110111,11,75.9,2.7,1.4
11,2011,119,1,9.3,0.0,-11.2,-7.8,2011-01-12,-3.8,0.0,20110112,12,53.5,0.0,2.1
12,2011,119,1,8.4,0.0,-15.0,-7.5,2011-01-13,0.8,0.1,20110113,13,65.4,0.0,0.7
13,2011,119,1,5.2,1.6,-8.7,-3.1,2011-01-14,3.2,7.3,20110114,14,68.3,1.1,1.7
14,2011,119,1,8.7,0.0,-15.4,-11.2,2011-01-15,-5.5,1.1,20110115,15,47.1,0.0,3.9
15,2011,119,1,9.4,0.0,-16.9,-13.3,2011-01-16,-9.8,0.0,20110116,16,51.3,0.0,2.4
16,2011,119,1,9.4,0.0,-16.8,-10.6,2011-01-17,-4.3,0.0,20110117,17,67.4,0.0,1.0
17,2011,119,1,7.5,0.0,-13.6,-7.1,2011-01-18,-1.9,3.4,20110118,18,68.5,0.0,1.0
18,2011,119,1,9.0,0.2,-11.0,-6.1,2011-01-19,-2.1,3.0,20110119,19,55.6,0.2,1.2
19,2011,119,1,9.2,0.1,-11.6,-8.2,2011-01-20,-4.5,1.5,20110120,20,55.4,0.1,1.7
20,2011,119,1,8.2,0.0,-12.0,-7.1,2011-01-21,-1.8,3.4,20110121,21,60.6,0.0,1.1
21,2011,119,1,6.2,0.8,-10.7,-4.6,2011-01-22,0.5,3.5,20110122,22,73.1,0.5,1.3
22,2011,119,1,0.9,9.2,-7.6,-4.1,2011-01-23,-0.6,7.1,20110123,23,81.9,6.7,1.5
23,2011,119,1,7.9,0.0,-12.4,-8.0,2011-01-24,-4.3,1.6,20110124,24,70.1,0.0,1.8
24,2011,119,1,8.0,0.0,-14.9,-9.8,2011-01-25,-4.2,1.9,20110125,25,78.4,0.0,1.1
25,2011,119,1,8.7,0.0,-14.3,-9.1,2011-01-26,-4.1,0.5,20110126,26,66.3,0.0,1.6
26,2011,119,1,8.8,0.0,-14.2,-8.5,2011-01-27,-4.4,2.6,20110127,27,55.3,0.0,1.6
27,2011,119,1,7.8,0.0,-9.7,-7.1,2011-01-28,-2.6,4.9,20110128,28,51.5,0.0,1.8
28,2011,119,1,9.0,0.0,-12.6,-8.2,2011-01-29,-4.7,1.9,20110129,29,50.8,0.0,2.5
29,2011,119,1,9.8,0.0,-12.9,-9.2,2011-01-30,-5.1,0.0,20110130,30,49.3,0.0,2.5
30,2011,119,1,5.8,0.0,-16.3,-7.6,2011-01-31,-1.3,2.1,20110131,31,75.0,0.0,0.8
31,2011,119,2,9.2,0.0,-9.5,-2.3,2011-02-01,5.8,2.3,20110201,1,79.4,0.0,0.5
32,2011,119,2,8.8,0.0,-5.7,-0.1,2011-02-02,7.2,2.1,20110202,2,74.3,0.0,0.5
33,2011,119,2,2.5,0.0,-4.4,0.0,2011-02-03,5.7,5.5,20110203,3,85.8,0.0,0.4
34,2011,119,2,2.4,0.0,-2.4,0.8,2011-02-04,4.6,7.1,20110204,4,87.0,0.0,0.8
35,2011,119,2,3.4,0.0,-2.4,0.3,2011-02-05,5.3,7.0,20110205,5,84.6,0.0,1.0
36,2011,119,2,0.0,0.0,-3.2,0.4,2011-02-06,3.3,7.6,20110206,6,82.5,0.0,0.6
37,2011,119,2,1.9,0.0,-3.1,-0.2,2011-02-07,3.3,6.9,20110207,7,82.4,0.0,1.0
38,2011,119,2,7.1,0.0,-2.1,3.0,2011-02-08,8.7,4.4,20110208,8,59.0,0.0,1.3
39,2011,119,2,9.1,0.0,-3.8,-0.9,2011-02-09,2.3,1.4,20110209,9,58.8,0.0,2.6
40,2011,119,2,4.1,0.0,-5.2,-2.2,2011-02-10,2.0,4.8,20110210,10,52.9,0.0,1.2
41,2011,119,2,9.3,0.0,-7.8,-3.2,2011-02-11,1.6,0.8,20110211,11,57.9,0.0,1.8
42,2011,119,2,9.9,0.0,-8.2,-5.5,2011-02-12,-2.0,0.0,20110212,12,53.1,0.0,2.0
43,2011,119,2,8.2,0.0,-11.2,-5.4,2011-02-13,0.5,4.6,20110213,13,58.6,0.0,1.0
44,2011,119,2,0.5,0.0,-8.6,-3.9,2011-02-14,-0.2,5.4,20110214,14,63.9,0.0,1.1
45,2011,119,2,9.7,0.0,-7.8,-2.7,2011-02-15,3.7,0.0,20110215,15,68.4,0.0,1.1
46,2011,119,2,4.1,0.0,-7.9,-1.5,2011-02-16,4.4,6.0,20110216,16,71.3,0.0,0.8
47,2011,119,2,2.8,1.1,-2.6,0.1,2011-02-17,4.0,5.9,20110217,17,81.9,0.9,1.4
48,2011,119,2,9.5,0.0,-5.3,0.1,2011-02-18,7.6,0.0,20110218,18,73.6,0.0,1.0
49,2011,119,2,8.9,0.0,-5.9,0.1,2011-02-19,7.8,2.9,20110219,19,69.9,0.0,1.2
50,2011,119,2,9.9,0.0,-5.0,4.3,2011-02-20,13.3,2.1,20110220,20,60.0,0.0,1.2
51,2011,119,2,10.0,0.0,-0.8,4.9,2011-02-21,12.6,1.4,20110221,21,56.6,0.0,1.9
52,2011,119,2,9.7,0.0,-2.8,4.0,2011-02-22,13.4,0.8,20110222,22,67.9,0.0,0.8
53,2011,119,2,9.8,0.0,-4.2,3.2,2011-02-23,12.2,2.5,20110223,23,72.6,0.0,0.9
54,2011,119,2,7.3,0.0,-1.7,4.8,2011-02-24,11.6,5.0,20110224,24,75.3,0.0,1.4
55,2011,119,2,8.1,0.0,-1.9,2.2,2011-02-25,7.4,3.1,20110225,25,58.1,0.0,2.3
56,2011,119,2,8.8,0.0,-3.6,6.1,2011-02-26,13.4,5.4,20110226,26,49.9,0.0,1.9
57,2011,119,2,0.0,0.0,3.1,5.5,2011-02-27,8.1,10.0,20110227,27,92.6,48.5,3.4
58,2011,119,2,0.1,0.0,1.9,4.0,2011-02-28,6.6,9.9,20110228,28,83.3,0.4,2.8
59,2011,119,3,1.3,0.0,-1.7,1.0,2011-03-01,3.8,6.6,20110301,1,82.8,2.0,2.3
60,2011,119,3,10.5,0.0,-4.0,-1.4,2011-03-02,2.0,1.1,20110302,2,50.1,0.0,3.1
61,2011,119,3,10.8,0.0,-6.7,-1.5,2011-03-03,2.3,0.1,20110303,3,51.0,0.0,2.3
62,2011,119,3,10.8,0.0,-5.7,-0.2,2011-03-04,5.4,0.0,20110304,4,61.1,0.0,2.0
63,2011,119,3,4.5,0.0,-3.8,1.1,2011-03-05,6.9,5.0,20110305,5,76.5,0.0,1.2
64,2011,119,3,5.8,0.0,-1.4,3.3,2011-03-06,8.7,7.5,20110306,6,80.4,0.0,1.4
65,2011,119,3,10.8,0.0,-0.5,2.1,2011-03-07,5.8,0.0,20110307,7,56.0,0.0,3.0
66,2011,119,3,9.6,0.0,-2.9,1.9,2011-03-08,6.9,0.9,20110308,8,58.8,0.0,3.1
67,2011,119,3,10.9,0.0,-1.8,1.1,2011-03-09,5.4,1.0,20110309,9,49.6,0.0,3.1
68,2011,119,3,9.0,0.0,-4.7,1.2,2011-03-10,7.1,1.4,20110310,10,69.5,0.0,2.2
69,2011,119,3,9.4,0.0,-2.2,3.6,2011-03-11,10.1,1.0,20110311,11,58.9,0.0,1.5
70,2011,119,3,10.0,0.0,-0.4,7.2,2011-03-12,14.6,1.8,20110312,12,56.6,0.0,1.6
71,2011,119,3,5.5,0.0,3.9,10.1,2011-03-13,16.9,5.6,20110313,13,71.6,0.0,1.0
72,2011,119,3,0.0,0.0,3.4,6.2,2011-03-14,8.7,9.6,20110314,14,88.5,0.0,1.7
73,2011,119,3,9.6,0.0,-1.9,1.9,2011-03-15,7.1,3.1,20110315,15,53.6,0.0,3.8
74,2011,119,3,11.2,0.0,-2.5,0.4,2011-03-16,4.0,1.1,20110316,16,42.8,0.0,3.1
