timestamp,temp,hum,distance,weight
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:12,18,39,4.731,1283.461
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:12,18,39,4.731,1283.461
2024-12-21 16:50:16,19,39,4.731,1451.367
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:49:56,18,39,4.751,978.8516
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:01,18,39,4.751,1210.758
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:06,18,39,4.731,1334.586
2024-12-21 16:50:12,18,39,4.731,1283.461
2024-12-21 16:50:12,18,39,4.731,1283.461
2024-12-21 16:50:16,19,39,4.731,1451.367
2024-12-21 16:50:21,19,39,4.731,1694.734
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
2024-12-21 16:49:55,18,39,4.731,339.7813
