지점,station,Date,tavg,tmin,tmax,year
734,완주,2018-01-01,-1.3,-5.6,5.5,2018
734,완주,2018-01-02,-0.7,-6.3,4.6,2018
734,완주,2018-01-03,-3.7,-7.7,2.5,2018
734,완주,2018-01-04,-2.4,-6.5,1.3,2018
734,완주,2018-01-05,-1.6,-6.0,3.3,2018
734,완주,2018-01-06,-2.5,-8.5,5.8,2018
734,완주,2018-01-07,-0.6,-6.7,5.1,2018
734,완주,2018-01-08,1.3,-0.3,3.1,2018
734,완주,2018-01-09,-1.7,-4.7,0.2,2018
734,완주,2018-01-10,-4.7,-9.4,-0.7,2018
734,완주,2018-01-11,-10.4,-14.4,-5.1,2018
734,완주,2018-01-12,-9.3,-15.2,-3.7,2018
734,완주,2018-01-13,-2.5,-8.9,4.1,2018
734,완주,2018-01-14,1.2,-5.8,8.4,2018
734,완주,2018-01-15,4.3,-0.5,9.9,2018
734,완주,2018-01-16,3.4,-2.9,9.5,2018
734,완주,2018-01-17,4.1,2.1,6.5,2018
734,완주,2018-01-18,3.4,-2.0,7.3,2018
734,완주,2018-01-19,-1.2,-5.6,5.6,2018
734,완주,2018-01-20,0.1,-5.7,8.0,2018
734,완주,2018-01-21,0.6,-4.7,7.4,2018
734,완주,2018-01-22,3.3,-0.3,8.9,2018
734,완주,2018-01-23,-6.2,-10.3,-0.2,2018
734,완주,2018-01-24,-10.9,-14.1,-6.4,2018
734,완주,2018-01-25,-10.3,-15.6,-4.6,2018
734,완주,2018-01-26,-11.0,-16.5,-3.5,2018
734,완주,2018-01-27,-8.0,-16.5,-0.8,2018
734,완주,2018-01-28,-3.3,-7.7,2.6,2018
734,완주,2018-01-29,-7.4,-11.5,-1.4,2018
734,완주,2018-01-30,-5.5,-13.3,2.1,2018
734,완주,2018-01-31,-1.9,-7.6,5.0,2018
734,완주,2018-02-01,-2.9,-8.4,4.9,2018
734,완주,2018-02-02,-3.8,-11.6,4.2,2018
734,완주,2018-02-03,-5.3,-10.2,-1.4,2018
734,완주,2018-02-04,-7.7,-13.6,-2.1,2018
734,완주,2018-02-05,-8.0,-14.4,-1.4,2018
734,완주,2018-02-06,-9.0,-15.3,-2.8,2018
734,완주,2018-02-07,-7.4,-14.9,0.4,2018
734,완주,2018-02-08,-3.0,-10.9,6.6,2018
734,완주,2018-02-09,1.6,-5.9,8.7,2018
734,완주,2018-02-10,0.0,-5.3,7.4,2018
734,완주,2018-02-11,-4.5,-10.5,0.2,2018
734,완주,2018-02-12,-6.0,-13.8,-2.0,2018
734,완주,2018-02-13,-2.7,-13.4,4.5,2018
734,완주,2018-02-14,4.9,-1.5,11.2,2018
734,완주,2018-02-15,0.5,-4.5,8.0,2018
734,완주,2018-02-16,-0.5,-5.8,8.1,2018
734,완주,2018-02-17,-1.3,-9.0,4.6,2018
734,완주,2018-02-18,0.3,-5.4,7.2,2018
734,완주,2018-02-19,2.8,-3.8,11.5,2018
734,완주,2018-02-20,1.4,-6.6,9.3,2018
734,완주,2018-02-21,-1.0,-7.3,5.5,2018
734,완주,2018-02-22,-0.9,-8.7,7.3,2018
734,완주,2018-02-23,5.0,-2.6,10.4,2018
734,완주,2018-02-24,4.0,-1.4,11.6,2018
734,완주,2018-02-25,2.3,-4.8,11.5,2018
734,완주,2018-02-26,1.6,-7.4,12.4,2018
734,완주,2018-02-27,4.6,-5.4,13.7,2018
734,완주,2018-02-28,4.9,1.5,11.5,2018
734,완주,2018-03-01,1.2,-4.4,4.6,2018
734,완주,2018-03-02,-0.2,-7.4,9.2,2018
734,완주,2018-03-03,8.2,-3.2,18.9,2018
734,완주,2018-03-04,14.5,7.7,22.9,2018
734,완주,2018-03-05,7.8,0.9,15.0,2018
734,완주,2018-03-06,5.3,-1.0,14.7,2018
734,완주,2018-03-07,6.3,0.2,13.0,2018
734,완주,2018-03-08,3.0,0.5,6.1,2018
734,완주,2018-03-09,2.1,-1.7,6.2,2018
734,완주,2018-03-10,2.8,-2.9,11.0,2018
734,완주,2018-03-11,5.9,-1.2,14.2,2018
734,완주,2018-03-12,7.5,-0.7,17.3,2018
734,완주,2018-03-13,11.6,0.8,21.4,2018
734,완주,2018-03-14,14.7,3.7,24.3,2018
734,완주,2018-03-15,13.1,6.3,17.2,2018
734,완주,2018-03-16,7.2,2.0,12.3,2018
734,완주,2018-03-17,6.9,1.6,14.7,2018
734,완주,2018-03-18,7.4,0.2,12.9,2018
734,완주,2018-03-19,10.2,7.7,13.9,2018
734,완주,2018-03-20,6.9,0.9,11.5,2018
734,완주,2018-03-21,1.6,-0.2,3.6,2018
734,완주,2018-03-22,4.2,-0.5,11.5,2018
734,완주,2018-03-23,4.8,-1.0,13.0,2018
734,완주,2018-03-24,7.0,-0.9,15.0,2018
734,완주,2018-03-25,8.4,-0.7,18.3,2018
734,완주,2018-03-26,9.6,-0.5,19.8,2018
734,완주,2018-03-27,12.5,3.2,21.2,2018
734,완주,2018-03-28,13.1,3.5,21.8,2018
734,완주,2018-03-29,14.1,6.7,22.7,2018
734,완주,2018-03-30,14.5,7.2,22.9,2018
734,완주,2018-03-31,13.9,6.7,22.6,2018
734,완주,2018-04-01,14.5,6.7,21.9,2018
734,완주,2018-04-02,16.9,7.8,25.6,2018
734,완주,2018-04-03,17.8,9.8,26.3,2018
734,완주,2018-04-04,13.4,11.0,15.8,2018
734,완주,2018-04-05,9.9,9.0,11.1,2018
734,완주,2018-04-06,7.5,3.1,12.5,2018
734,완주,2018-04-07,4.4,0.3,9.5,2018
734,완주,2018-04-08,7.5,-2.4,14.7,2018
734,완주,2018-04-09,11.8,6.3,18.8,2018
734,완주,2018-04-10,16.8,2.6,24.5,2018
734,완주,2018-04-11,14.2,6.0,20.4,2018
734,완주,2018-04-12,11.4,2.8,20.1,2018
734,완주,2018-04-13,13.6,4.5,20.0,2018
