,station_id,humid,month,tmin,Date,tmax,rainfall,sunshine,tavg,snow,wind,day,year,date,cloud
0,127,59.4,1,-13.9,2022-01-01,-0.2,0.0,7.9,-8.0,0.0,0.5,1,2022,20220101,1.1
1,127,69.5,1,-9.4,2022-01-02,4.7,0.1,4.3,-3.5,0.0,0.6,2,2022,20220102,3.5
2,127,66.6,1,-11.5,2022-01-03,2.2,0.0,7.6,-4.5,0.0,0.6,3,2022,20220103,2.9
3,127,63.6,1,-8.3,2022-01-04,3.0,0.0,7.9,-3.0,0.0,0.9,4,2022,20220104,1.2
4,127,65.8,1,-11.2,2022-01-05,2.0,0.0,3.8,-4.2,0.0,0.3,5,2022,20220105,7.1
5,127,60.1,1,-9.2,2022-01-06,4.5,0.0,8.1,-3.7,0.0,0.8,6,2022,20220106,0.0
6,127,64.0,1,-10.9,2022-01-07,4.0,0.0,8.1,-4.9,0.0,0.4,7,2022,20220107,0.0
7,127,66.9,1,-10.7,2022-01-08,4.5,0.0,5.0,-2.2,0.0,0.3,8,2022,20220108,4.0
8,127,72.3,1,-5.2,2022-01-09,6.0,0.0,4.7,1.0,0.0,0.3,9,2022,20220109,4.1
9,127,77.6,1,-7.3,2022-01-10,3.7,0.3,3.2,-1.8,0.0,0.3,10,2022,20220110,7.0
10,127,56.5,1,-8.9,2022-01-11,-0.9,0.5,8.3,-5.3,0.0,2.9,11,2022,20220111,2.1
11,127,53.0,1,-14.4,2022-01-12,-2.4,0.0,8.4,-7.8,0.0,1.3,12,2022,20220112,2.8
12,127,46.8,1,-10.9,2022-01-13,-1.8,0.0,8.4,-6.3,0.0,2.5,13,2022,20220113,1.3
13,127,52.3,1,-14.1,2022-01-14,0.2,0.0,8.1,-7.8,0.0,0.5,14,2022,20220114,3.6
14,127,59.5,1,-9.6,2022-01-15,3.3,0.0,3.9,-2.6,0.0,0.3,15,2022,20220115,7.3
15,127,54.8,1,-5.6,2022-01-16,2.3,0.0,8.5,-1.2,0.0,2.2,16,2022,20220116,2.1
16,127,61.0,1,-12.0,2022-01-17,0.4,0.1,5.8,-5.5,0.0,1.7,17,2022,20220117,3.8
17,127,55.8,1,-13.4,2022-01-18,-0.6,0.0,8.5,-7.8,0.0,0.6,18,2022,20220118,0.8
18,127,69.3,1,-12.4,2022-01-19,-0.4,0.1,2.5,-5.9,0.0,0.7,19,2022,20220119,5.5
19,127,67.4,1,-12.5,2022-01-20,1.8,0.0,8.6,-6.5,0.0,0.6,20,2022,20220120,0.3
20,127,63.5,1,-13.2,2022-01-21,5.3,0.0,8.6,-5.7,0.0,0.4,21,2022,20220121,0.0
21,127,59.5,1,-8.6,2022-01-22,6.8,0.0,1.7,-0.2,0.0,0.3,22,2022,20220122,8.4
22,127,63.6,1,-2.8,2022-01-23,9.1,0.0,7.6,2.2,0.0,0.5,23,2022,20220123,5.8
23,127,52.4,1,-1.7,2022-01-24,7.1,0.0,4.0,4.3,0.0,2.5,24,2022,20220124,3.5
24,127,85.8,1,-0.2,2022-01-25,3.4,0.9,0.0,1.5,0.0,0.6,25,2022,20220125,7.5
25,127,70.3,1,-3.8,2022-01-26,6.5,0.0,6.9,0.9,0.0,0.8,26,2022,20220126,4.1
26,127,61.3,1,-7.0,2022-01-27,5.0,0.0,8.6,-1.9,0.0,0.7,27,2022,20220127,3.6
27,127,58.3,1,-8.9,2022-01-28,3.3,0.0,8.8,-3.4,0.0,1.0,28,2022,20220128,3.3
28,127,55.8,1,-9.9,2022-01-29,2.2,0.0,8.9,-4.7,0.0,1.1,29,2022,20220129,1.9
29,127,57.9,1,-11.6,2022-01-30,2.7,0.0,8.9,-5.1,0.0,0.8,30,2022,20220130,0.9
30,127,57.3,1,-11.7,2022-01-31,4.2,0.0,8.9,-3.6,0.0,0.6,31,2022,20220131,1.1
31,127,79.8,2,-5.0,2022-02-01,-0.2,1.4,0.2,-1.9,0.0,1.4,1,2022,20220201,6.9
32,127,61.3,2,-6.0,2022-02-02,1.1,0.0,6.8,-2.5,0.0,1.6,2,2022,20220202,5.0
33,127,51.4,2,-8.0,2022-02-03,1.8,0.0,9.0,-3.1,0.0,1.3,3,2022,20220203,2.3
34,127,51.3,2,-9.8,2022-02-04,1.0,0.0,8.6,-4.8,0.0,2.5,4,2022,20220204,1.1
35,127,46.6,2,-11.5,2022-02-05,-1.0,0.0,8.2,-6.4,0.0,2.8,5,2022,20220205,2.0
36,127,50.1,2,-11.9,2022-02-06,2.5,0.0,9.2,-4.6,0.0,1.9,6,2022,20220206,1.4
37,127,49.1,2,-11.2,2022-02-07,1.1,0.0,6.6,-3.8,0.0,0.8,7,2022,20220207,5.9
38,127,55.6,2,-9.4,2022-02-08,5.2,0.0,7.2,-2.8,0.0,0.7,8,2022,20220208,2.8
39,127,54.5,2,-10.3,2022-02-09,7.1,0.0,8.9,-1.8,0.0,0.5,9,2022,20220209,4.9
40,127,51.1,2,-5.4,2022-02-10,7.6,0.0,9.4,0.3,0.0,0.9,10,2022,20220210,2.3
41,127,59.8,2,-7.9,2022-02-11,8.8,0.0,8.9,-0.3,0.0,0.6,11,2022,20220211,2.5
42,127,48.1,2,-4.2,2022-02-12,10.4,0.0,9.2,2.1,0.0,0.6,12,2022,20220212,4.4
43,127,58.1,2,-3.1,2022-02-13,10.4,0.0,7.4,2.3,0.0,0.6,13,2022,20220213,5.1
44,127,65.9,2,-5.1,2022-02-14,10.9,0.0,6.1,2.1,0.0,1.5,14,2022,20220214,5.8
45,127,58.1,2,-6.9,2022-02-15,-0.3,0.1,4.3,-3.7,0.0,3.2,15,2022,20220215,6.9
46,127,42.3,2,-8.9,2022-02-16,-2.5,0.0,8.4,-6.7,0.0,3.3,16,2022,20220216,2.4
47,127,42.6,2,-13.6,2022-02-17,-1.5,0.0,9.8,-7.5,0.0,1.4,17,2022,20220217,0.8
48,127,43.4,2,-12.9,2022-02-18,5.8,0.0,9.6,-3.2,0.0,0.6,18,2022,20220218,4.3
49,127,48.1,2,-5.4,2022-02-19,3.4,0.0,5.0,-1.1,0.0,1.9,19,2022,20220219,8.3
50,127,40.5,2,-8.0,2022-02-20,-0.1,0.0,10.0,-5.1,0.0,2.8,20,2022,20220220,0.8
51,127,54.9,2,-11.2,2022-02-21,4.3,0.0,7.3,-3.0,0.0,2.2,21,2022,20220221,2.8
52,127,42.8,2,-10.2,2022-02-22,1.3,0.0,8.7,-3.9,0.0,2.6,22,2022,20220222,3.6
53,127,37.5,2,-12.2,2022-02-23,0.8,0.0,10.2,-6.0,0.0,2.0,23,2022,20220223,2.8
54,127,47.5,2,-12.9,2022-02-24,3.5,0.0,10.1,-4.5,0.0,1.4,24,2022,20220224,0.7
55,127,63.4,2,-9.3,2022-02-25,9.1,0.0,8.3,0.3,0.0,0.9,25,2022,20220225,2.5
56,127,64.5,2,-0.1,2022-02-26,11.6,2.8,7.2,5.7,0.0,2.6,26,2022,20220226,6.5
57,127,52.1,2,-4.5,2022-02-27,10.0,0.0,10.3,3.1,0.0,1.9,27,2022,20220227,0.0
58,127,58.3,2,-4.4,2022-02-28,11.5,0.0,8.0,3.2,0.0,0.5,28,2022,20220228,4.8
