,wind,year,month,humid,tmax,sunshine,tmin,station_id,rainfall,snow,day,cloud,date,tavg,Date
0,1.2,2018,1,57.8,3.1,7.5,-9.4,127,0.0,0.0,1,0.0,20180101,-4.1,2018-01-01
1,1.0,2018,1,61.1,2.4,1.6,-8.6,127,0.0,0.0,2,0.0,20180102,-3.0,2018-01-02
2,1.5,2018,1,46.3,0.4,8.0,-9.6,127,0.0,0.0,3,0.0,20180103,-4.3,2018-01-03
3,0.7,2018,1,58.9,-0.5,6.1,-10.1,127,0.0,0.0,4,0.0,20180104,-5.3,2018-01-04
4,1.2,2018,1,61.6,2.0,7.4,-7.6,127,0.0,0.0,5,0.0,20180105,-3.9,2018-01-05
5,0.8,2018,1,62.8,3.8,7.9,-10.7,127,0.0,0.0,6,0.0,20180106,-5.0,2018-01-06
6,0.6,2018,1,64.6,1.7,1.3,-10.4,127,0.0,0.0,7,0.0,20180107,-3.3,2018-01-07
7,1.1,2018,1,76.0,2.4,0.0,-1.2,127,2.1,0.0,8,0.0,20180108,0.3,2018-01-08
8,2.9,2018,1,67.8,-0.9,3.6,-6.2,127,0.9,0.0,9,0.0,20180109,-3.9,2018-01-09
9,2.4,2018,1,60.1,-3.4,6.5,-12.6,127,2.0,0.0,10,0.0,20180110,-7.6,2018-01-10
10,2.0,2018,1,58.3,-6.8,7.3,-17.2,127,0.0,0.0,11,0.0,20180111,-12.1,2018-01-11
11,1.3,2018,1,54.1,-6.9,7.9,-19.2,127,0.0,0.0,12,0.0,20180112,-12.1,2018-01-12
12,0.4,2018,1,79.5,-3.6,0.0,-8.8,127,0.4,0.0,13,0.0,20180113,-6.6,2018-01-13
13,0.5,2018,1,78.6,5.8,6.1,-7.6,127,0.0,0.0,14,0.0,20180114,-2.4,2018-01-14
14,1.1,2018,1,69.3,8.6,5.3,-2.4,127,0.0,0.0,15,0.0,20180115,2.8,2018-01-15
15,0.7,2018,1,82.4,5.2,0.1,-3.1,127,1.1,0.0,16,0.0,20180116,1.6,2018-01-16
16,0.6,2018,1,89.8,5.2,0.0,1.4,127,6.4,0.0,17,0.0,20180117,2.9,2018-01-17
17,1.0,2018,1,76.0,5.4,1.3,-0.9,127,0.0,0.0,18,0.0,20180118,2.1,2018-01-18
18,0.9,2018,1,62.0,5.5,8.1,-4.8,127,0.0,0.0,19,0.0,20180119,-0.9,2018-01-19
19,0.6,2018,1,72.5,5.9,2.5,-6.0,127,0.0,0.0,20,0.0,20180120,-0.7,2018-01-20
20,0.7,2018,1,74.9,5.1,4.3,-6.4,127,0.0,0.0,21,0.0,20180121,-2.0,2018-01-21
21,1.5,2018,1,68.9,5.4,0.2,-2.1,127,1.4,0.0,22,0.0,20180122,1.6,2018-01-22
22,4.2,2018,1,37.9,-1.0,8.7,-11.9,127,0.0,0.0,23,0.0,20180123,-8.8,2018-01-23
23,3.1,2018,1,28.9,-9.2,8.7,-15.7,127,0.0,0.0,24,0.0,20180124,-13.0,2018-01-24
24,2.5,2018,1,39.0,-7.8,7.0,-18.1,127,0.0,0.0,25,0.0,20180125,-13.0,2018-01-25
25,2.4,2018,1,38.6,-8.8,8.6,-16.6,127,0.0,0.0,26,0.0,20180126,-13.7,2018-01-26
26,0.7,2018,1,48.6,-2.5,8.7,-18.3,127,0.0,0.0,27,0.0,20180127,-10.6,2018-01-27
27,2.2,2018,1,38.9,-0.1,7.8,-9.6,127,0.0,0.0,28,0.0,20180128,-5.3,2018-01-28
28,2.4,2018,1,42.1,-4.0,8.7,-13.1,127,0.0,0.0,29,0.0,20180129,-8.8,2018-01-29
29,1.4,2018,1,53.5,-0.4,7.4,-15.3,127,0.0,0.0,30,0.0,20180130,-6.2,2018-01-30
30,1.3,2018,1,50.3,1.6,3.5,-6.0,127,0.0,0.0,31,0.0,20180131,-1.9,2018-01-31
31,1.0,2018,2,48.4,2.9,8.9,-11.7,127,0.0,0.0,1,0.0,20180201,-5.0,2018-02-01
32,0.9,2018,2,53.1,3.2,8.8,-12.0,127,0.0,0.0,2,0.0,20180202,-5.0,2018-02-02
33,3.4,2018,2,48.0,-2.8,7.9,-9.4,127,0.2,0.0,3,0.0,20180203,-6.4,2018-02-03
34,2.4,2018,2,42.5,-4.7,9.2,-15.6,127,0.0,0.0,4,0.0,20180204,-9.4,2018-02-04
35,2.8,2018,2,38.1,-4.4,9.3,-16.1,127,0.0,0.0,5,0.0,20180205,-9.6,2018-02-05
36,2.2,2018,2,41.4,-5.0,9.3,-16.7,127,0.0,0.0,6,0.0,20180206,-10.4,2018-02-06
37,1.0,2018,2,44.4,-2.1,9.1,-17.4,127,0.0,0.0,7,0.0,20180207,-10.1,2018-02-07
38,0.7,2018,2,47.1,2.8,9.1,-15.4,127,0.0,0.0,8,0.0,20180208,-7.4,2018-02-08
39,0.8,2018,2,50.1,7.4,3.5,-10.2,127,0.0,0.0,9,0.0,20180209,-1.8,2018-02-09
40,2.7,2018,2,43.5,6.0,5.4,-6.1,127,0.0,0.0,10,0.0,20180210,-0.9,2018-02-10
41,2.2,2018,2,55.6,-2.1,5.3,-12.4,127,0.6,0.0,11,0.0,20180211,-6.4,2018-02-11
42,2.7,2018,2,54.3,-2.6,5.6,-13.7,127,0.1,0.0,12,0.0,20180212,-6.7,2018-02-12
43,1.7,2018,2,61.3,3.5,9.4,-11.7,127,0.0,0.0,13,0.0,20180213,-3.1,2018-02-13
44,2.0,2018,2,57.6,10.0,2.6,-5.4,127,0.0,0.0,14,0.0,20180214,3.6,2018-02-14
