,cloud,sunshine,day,month,tmax,wind,date,rainfall,station_id,tmin,snow,Date,year,humid,tavg
106,2.3,11.2,16,4,22.7,2.3,20200416,0.0,127,5.5,0.0,2020-04-16,2020,44.4,14.9
107,7.3,2.3,17,4,16.5,2.1,20200417,6.4,127,9.1,0.0,2020-04-17,2020,72.5,12.1
108,4.9,5.9,18,4,19.1,1.3,20200418,5.8,127,8.3,0.0,2020-04-18,2020,69.8,12.6
109,8.4,0.4,19,4,15.0,1.7,20200419,13.4,127,7.5,0.0,2020-04-19,2020,76.4,10.9
110,7.9,0.0,20,4,14.6,1.9,20200420,0.2,127,7.1,0.0,2020-04-20,2020,77.8,10.1
111,6.4,7.2,21,4,12.2,4.0,20200421,0.0,127,2.7,0.0,2020-04-21,2020,52.3,7.2
112,6.3,8.8,22,4,9.8,4.1,20200422,0.1,127,2.7,0.0,2020-04-22,2020,47.6,6.2
113,3.1,8.8,23,4,14.0,3.3,20200423,0.0,127,0.1,0.0,2020-04-23,2020,46.4,7.4
114,1.5,11.7,24,4,16.6,3.1,20200424,0.0,127,0.4,0.0,2020-04-24,2020,45.6,9.8
115,3.1,10.0,25,4,22.3,3.3,20200425,0.0,127,7.5,0.0,2020-04-25,2020,38.6,15.1
116,2.8,9.7,26,4,18.1,1.7,20200426,0.0,127,4.0,0.0,2020-04-26,2020,50.3,11.1
117,4.1,9.8,27,4,17.6,1.7,20200427,0.0,127,2.3,0.0,2020-04-27,2020,50.0,10.8
118,0.8,12.1,28,4,21.6,1.7,20200428,0.0,127,2.1,0.0,2020-04-28,2020,49.0,12.0
119,0.3,12.0,29,4,23.6,1.3,20200429,0.0,127,5.4,0.0,2020-04-29,2020,53.9,14.3
120,0.9,11.8,30,4,25.6,1.4,20200430,0.0,127,4.6,0.0,2020-04-30,2020,59.3,16.0
121,3.8,8.9,1,5,29.6,1.6,20200501,0.0,127,14.6,0.0,2020-05-01,2020,65.6,21.5
122,8.5,3.6,2,5,26.5,0.9,20200502,0.0,127,16.3,0.0,2020-05-02,2020,75.1,21.0
123,7.3,1.0,3,5,21.3,1.8,20200503,2.8,127,14.1,0.0,2020-05-03,2020,82.5,17.9
124,6.5,8.0,4,5,27.2,1.4,20200504,0.0,127,13.4,0.0,2020-05-04,2020,71.3,19.6
125,7.3,3.4,5,5,22.7,1.0,20200505,5.8,127,11.3,0.0,2020-05-05,2020,83.1,15.5
126,3.1,11.7,6,5,26.6,1.4,20200506,0.0,127,12.1,0.0,2020-05-06,2020,62.0,18.4
127,5.0,10.2,7,5,24.8,2.3,20200507,0.0,127,10.1,0.0,2020-05-07,2020,35.6,18.3
128,7.5,8.9,8,5,25.5,1.5,20200508,2.2,127,9.1,0.0,2020-05-08,2020,40.8,18.2
129,7.9,0.0,9,5,18.7,2.1,20200509,12.1,127,13.1,0.0,2020-05-09,2020,88.3,16.1
130,7.3,0.3,10,5,18.4,1.1,20200510,2.2,127,11.1,0.0,2020-05-10,2020,89.0,14.5
131,6.9,9.6,11,5,24.5,2.0,20200511,0.0,127,12.0,0.0,2020-05-11,2020,60.0,17.7
132,4.4,8.8,12,5,22.1,2.6,20200512,1.1,127,11.0,0.0,2020-05-12,2020,64.1,15.6
133,0.1,12.7,13,5,23.5,2.1,20200513,0.0,127,6.4,0.0,2020-05-13,2020,53.3,15.0
134,8.0,9.5,14,5,27.1,1.0,20200514,0.0,127,8.1,0.0,2020-05-14,2020,46.0,18.5
135,9.0,0.0,15,5,20.4,2.4,20200515,17.3,127,14.8,0.0,2020-05-15,2020,78.0,16.1
136,8.5,1.2,16,5,22.4,0.8,20200516,0.0,127,14.8,0.0,2020-05-16,2020,82.5,18.3
137,5.1,10.0,17,5,27.3,1.0,20200517,0.0,127,15.5,0.0,2020-05-17,2020,73.6,21.3
138,7.8,6.4,18,5,25.7,2.5,20200518,53.7,127,14.8,0.0,2020-05-18,2020,74.3,20.3
139,6.5,2.5,19,5,15.9,1.4,20200519,6.3,127,7.1,0.0,2020-05-19,2020,80.5,12.3
140,5.8,4.1,20,5,17.0,1.0,20200520,0.0,127,5.0,0.0,2020-05-20,2020,75.4,11.8
141,3.8,9.9,21,5,22.4,1.1,20200521,0.0,127,6.6,0.0,2020-05-21,2020,64.4,15.9
142,8.0,6.3,22,5,24.1,2.1,20200522,0.0,127,13.1,0.0,2020-05-22,2020,66.9,18.4
143,4.4,11.2,23,5,26.4,1.6,20200523,0.0,127,15.1,0.0,2020-05-23,2020,60.5,20.0
144,7.0,6.3,24,5,24.2,1.9,20200524,6.1,127,13.5,0.0,2020-05-24,2020,72.5,19.2
145,8.6,1.7,25,5,19.8,0.9,20200525,0.0,127,11.2,0.0,2020-05-25,2020,84.6,15.6
146,6.6,5.6,26,5,24.6,1.5,20200526,0.0,127,13.3,0.0,2020-05-26,2020,70.8,18.1
147,4.1,10.3,27,5,24.6,1.7,20200527,0.0,127,13.1,0.0,2020-05-27,2020,63.1,17.9
148,5.1,9.0,28,5,25.0,1.2,20200528,0.1,127,10.6,0.0,2020-05-28,2020,65.9,17.5
149,2.9,11.7,29,5,27.0,1.2,20200529,0.0,127,11.5,0.0,2020-05-29,2020,62.3,19.8
150,2.3,12.2,30,5,29.1,1.1,20200530,0.0,127,12.3,0.0,2020-05-30,2020,55.9,21.4
