,year,station_id,month,sunshine,snow,tmin,tavg,Date,tmax,cloud,date,day,humid,rainfall,wind
0,2023,127,1,7.9,0.0,-8.1,-2.3,2023-01-01,4.8,1.8,20230101,1,61.3,0.0,0.9
1,2023,127,1,7.9,0.0,-11.5,-6.4,2023-01-02,0.0,0.0,20230102,2,53.0,0.0,0.8
2,2023,127,1,8.1,0.0,-14.0,-7.8,2023-01-03,0.5,0.9,20230103,3,60.1,0.0,0.8
3,2023,127,1,7.8,0.0,-11.9,-5.5,2023-01-04,2.7,0.0,20230104,4,66.4,0.0,0.7
4,2023,127,1,4.3,0.0,-11.0,-5.1,2023-01-05,1.7,3.8,20230105,5,76.1,0.0,0.4
5,2023,127,1,6.3,0.0,-10.1,-3.3,2023-01-06,4.5,2.3,20230106,6,77.6,0.0,0.4
6,2023,127,1,2.1,0.0,-3.3,0.8,2023-01-07,4.1,5.9,20230107,7,76.5,2.6,1.6
7,2023,127,1,6.0,0.0,-7.4,-1.9,2023-01-08,4.8,1.9,20230108,8,78.4,0.0,0.3
8,2023,127,1,4.2,0.0,-4.0,1.5,2023-01-09,8.0,2.1,20230109,9,73.8,0.0,0.7
9,2023,127,1,8.0,0.0,-7.4,-1.3,2023-01-10,8.1,1.4,20230110,10,76.8,0.0,0.4
10,2023,127,1,8.1,0.0,-6.3,-0.8,2023-01-11,8.2,1.6,20230111,11,71.8,0.0,0.4
11,2023,127,1,8.2,0.0,-5.9,1.2,2023-01-12,11.8,2.0,20230112,12,69.4,0.0,0.4
12,2023,127,1,0.0,0.0,2.4,6.0,2023-01-13,8.9,7.4,20230113,13,94.5,9.5,0.4
13,2023,127,1,0.0,0.0,4.5,6.7,2023-01-14,8.5,7.4,20230114,14,87.5,1.5,1.4
14,2023,127,1,0.0,0.0,-2.8,0.5,2023-01-15,4.5,8.0,20230115,15,86.5,6.6,1.6
15,2023,127,1,4.7,0.0,-8.2,-4.3,2023-01-16,-1.3,5.3,20230116,16,75.9,0.0,1.6
16,2023,127,1,4.8,0.0,-8.4,-4.1,2023-01-17,-0.4,6.9,20230117,17,70.8,0.0,0.5
17,2023,127,1,6.6,0.0,-6.5,-2.5,2023-01-18,2.9,1.4,20230118,18,70.1,0.0,0.7
18,2023,127,1,7.2,0.0,-8.9,-1.7,2023-01-19,4.1,3.1,20230119,19,68.6,0.0,0.7
19,2023,127,1,7.5,0.0,-8.2,-2.0,2023-01-20,3.2,1.4,20230120,20,49.1,0.1,2.9
20,2023,127,1,8.5,0.0,-11.5,-5.9,2023-01-21,0.3,2.0,20230121,21,61.8,0.0,0.8
21,2023,127,1,0.0,0.0,-5.1,-2.2,2023-01-22,2.4,7.5,20230122,22,64.4,0.0,0.5
22,2023,127,1,7.6,0.0,-5.9,-0.2,2023-01-23,6.3,5.3,20230123,23,68.3,0.0,1.5
23,2023,127,1,8.7,0.0,-16.2,-11.9,2023-01-24,-2.6,4.5,20230124,24,39.0,0.0,4.2
24,2023,127,1,8.7,0.0,-18.8,-13.0,2023-01-25,-6.9,2.3,20230125,25,45.0,0.0,1.2
25,2023,127,1,0.0,0.0,-12.2,-7.9,2023-01-26,-5.5,9.1,20230126,26,77.3,1.7,0.2
26,2023,127,1,8.2,0.0,-14.9,-8.5,2023-01-27,-3.3,2.1,20230127,27,60.0,0.0,1.9
27,2023,127,1,8.0,0.0,-15.4,-7.9,2023-01-28,-1.1,0.8,20230128,28,59.1,0.0,1.4
28,2023,127,1,4.3,0.0,-11.5,-3.6,2023-01-29,3.7,5.0,20230129,29,73.3,1.0,0.9
29,2023,127,1,9.0,0.0,-9.7,-3.5,2023-01-30,3.5,0.0,20230130,30,60.5,0.0,1.3
30,2023,127,1,8.2,0.0,-9.6,-0.6,2023-01-31,9.1,1.4,20230131,31,67.8,0.0,0.7
31,2023,127,2,8.0,0.0,-5.2,1.7,2023-02-01,6.7,3.5,20230201,1,61.8,0.0,1.9
32,2023,127,2,7.5,0.0,-7.0,-3.3,2023-02-02,2.5,5.3,20230202,2,62.5,0.0,0.6
33,2023,127,2,6.7,0.0,-6.7,-2.5,2023-02-03,3.3,4.0,20230203,3,53.6,0.0,0.8
34,2023,127,2,8.7,0.0,-9.7,-2.8,2023-02-04,4.8,0.8,20230204,4,63.8,0.0,1.0
35,2023,127,2,7.8,0.0,-9.0,-2.3,2023-02-05,5.9,1.3,20230205,5,71.8,0.0,0.6
36,2023,127,2,7.4,0.0,-7.4,-0.5,2023-02-06,8.6,3.1,20230206,6,68.3,0.0,0.5
37,2023,127,2,4.2,0.0,-5.9,-0.2,2023-02-07,8.3,3.4,20230207,7,67.6,0.0,0.4
38,2023,127,2,8.7,0.0,-6.3,-0.4,2023-02-08,7.7,0.5,20230208,8,67.5,0.0,0.7
39,2023,127,2,6.9,0.0,-7.4,2.3,2023-02-09,10.1,6.8,20230209,9,61.3,0.4,1.3
40,2023,127,2,0.0,0.0,-1.8,2.3,2023-02-10,5.5,6.0,20230210,10,88.6,2.9,0.7
41,2023,127,2,2.4,0.0,-3.3,0.1,2023-02-11,5.8,5.0,20230211,11,88.9,0.0,0.6
42,2023,127,2,0.2,0.0,-3.5,1.7,2023-02-12,6.6,8.8,20230212,12,83.9,0.0,0.5
43,2023,127,2,0.2,0.0,4.0,6.1,2023-02-13,9.0,7.5,20230213,13,60.1,0.0,1.9
44,2023,127,2,5.8,0.0,-1.5,2.5,2023-02-14,7.1,5.0,20230214,14,64.0,0.0,1.2
45,2023,127,2,5.9,0.0,-1.3,2.5,2023-02-15,6.9,5.4,20230215,15,55.3,0.0,1.7
46,2023,127,2,0.4,0.0,-3.1,1.3,2023-02-16,4.9,5.0,20230216,16,69.9,0.0,1.0
47,2023,127,2,7.9,0.0,-4.0,2.7,2023-02-17,9.3,5.1,20230217,17,63.1,0.0,0.5
48,2023,127,2,0.0,0.0,2.2,5.0,2023-02-18,8.3,7.9,20230218,18,61.6,0.0,0.3
49,2023,127,2,4.0,0.0,-3.3,3.1,2023-02-19,7.2,5.6,20230219,19,60.1,0.0,2.4
50,2023,127,2,10.0,0.0,-5.7,-1.1,2023-02-20,4.9,0.8,20230220,20,51.0,0.0,2.4
51,2023,127,2,9.0,0.0,-8.9,-2.9,2023-02-21,4.1,0.6,20230221,21,47.5,0.0,0.7
52,2023,127,2,8.7,0.0,-8.5,0.6,2023-02-22,8.7,6.3,20230222,22,55.0,0.0,0.8
53,2023,127,2,9.6,0.0,-4.1,2.1,2023-02-23,8.8,3.9,20230223,23,57.4,0.0,1.1
54,2023,127,2,8.6,0.0,-2.8,2.3,2023-02-24,9.9,3.3,20230224,24,55.8,0.0,1.5
55,2023,127,2,10.1,0.0,-6.5,-0.5,2023-02-25,6.5,0.0,20230225,25,52.6,0.0,1.3
56,2023,127,2,10.3,0.0,-7.6,-0.1,2023-02-26,8.8,0.0,20230226,26,52.3,0.0,0.8
57,2023,127,2,10.2,0.0,-6.5,2.3,2023-02-27,13.3,0.0,20230227,27,52.8,0.0,0.7
58,2023,127,2,10.0,0.0,-5.5,4.3,2023-02-28,13.0,1.0,20230228,28,57.5,0.0,1.2
59,2023,127,3,0.3,0.0,2.7,5.6,2023-03-01,9.5,4.8,20230301,1,57.3,0.0,1.9
60,2023,127,3,10.3,0.0,-3.5,1.8,2023-03-02,6.9,0.6,20230302,2,33.4,0.0,2.1
61,2023,127,3,10.1,0.0,-6.4,2.2,2023-03-03,11.3,0.6,20230303,3,59.3,0.0,1.1
62,2023,127,3,7.5,0.0,-2.2,4.6,2023-03-04,13.7,4.0,20230304,4,66.0,0.0,0.7
63,2023,127,3,10.0,0.0,-2.5,5.9,2023-03-05,15.8,0.5,20230305,5,59.0,0.0,0.7
64,2023,127,3,10.2,0.0,-2.9,6.5,2023-03-06,17.3,0.8,20230306,6,47.5,0.0,0.9
65,2023,127,3,9.0,0.0,0.2,9.8,2023-03-07,20.5,1.3,20230307,7,50.1,0.0,1.2
66,2023,127,3,8.4,0.0,2.1,10.9,2023-03-08,20.4,4.6,20230308,8,53.4,0.0,0.9
67,2023,127,3,5.5,0.0,6.0,11.9,2023-03-09,21.0,4.4,20230309,9,58.0,0.0,1.5
68,2023,127,3,10.1,0.0,1.2,12.1,2023-03-10,23.8,0.0,20230310,10,51.6,0.0,0.8
69,2023,127,3,7.7,0.0,5.1,14.3,2023-03-11,24.2,5.1,20230311,11,43.0,0.0,0.8
70,2023,127,3,0.3,0.0,0.6,6.0,2023-03-12,12.1,7.4,20230312,12,61.4,10.2,2.3
71,2023,127,3,10.1,0.0,-2.3,2.3,2023-03-13,8.7,3.1,20230313,13,33.5,0.0,2.3
72,2023,127,3,10.2,0.0,-0.9,7.4,2023-03-14,17.2,3.9,20230314,14,43.5,0.0,1.2
73,2023,127,3,6.7,0.0,-1.1,9.8,2023-03-15,19.5,5.4,20230315,15,58.8,0.0,2.4
74,2023,127,3,7.6,0.0,-1.5,5.3,2023-03-16,11.0,5.5,20230316,16,30.6,0.0,1.7
75,2023,127,3,3.6,0.0,-2.3,6.0,2023-03-17,13.4,7.4,20230317,17,44.8,0.0,0.7
76,2023,127,3,10.2,0.0,2.3,8.0,2023-03-18,15.8,3.4,20230318,18,42.5,0.0,1.4
77,2023,127,3,11.0,0.0,-1.8,6.6,2023-03-19,16.2,0.0,20230319,19,53.6,0.0,1.0
78,2023,127,3,8.8,0.0,-0.8,8.1,2023-03-20,18.1,5.5,20230320,20,47.1,0.0,0.9
79,2023,127,3,11.0,0.0,0.2,11.1,2023-03-21,22.6,1.4,20230321,21,43.8,0.0,0.8
80,2023,127,3,10.6,0.0,3.4,16.1,2023-03-22,25.8,4.3,20230322,22,52.1,0.0,1.3
