,station_id,tmin,date,rainfall,wind,sunshine,tmax,year,month,cloud,day,humid,Date,tavg,snow
0,127,-13.8,20130101,2.5,0.8,2.2,0.2,2013,1,0.0,1,84.0,2013-01-01,-6.3,0.0
1,127,-17.6,20130102,2.0,2.7,8.5,-2.0,2013,1,0.0,2,45.3,2013-01-02,-10.6,0.0
2,127,-21.2,20130103,0.0,1.4,8.9,-9.1,2013,1,0.0,3,56.9,2013-01-03,-15.7,0.0
3,127,-21.7,20130104,0.0,0.9,8.3,-5.7,2013,1,0.0,4,63.5,2013-01-04,-15.1,0.0
4,127,-20.8,20130105,0.0,0.7,8.1,-1.8,2013,1,0.0,5,67.9,2013-01-05,-11.1,0.0
5,127,-12.9,20130106,0.0,1.0,7.4,-1.0,2013,1,0.0,6,70.5,2013-01-06,-8.4,0.0
6,127,-15.0,20130107,0.0,1.0,5.8,-0.9,2013,1,0.0,7,66.4,2013-01-07,-8.4,0.0
7,127,-13.7,20130108,0.0,0.8,7.8,0.8,2013,1,0.0,8,66.4,2013-01-08,-7.7,0.0
8,127,-14.5,20130109,0.0,2.1,8.3,-4.8,2013,1,0.0,9,47.3,2013-01-09,-9.8,0.0
9,127,-18.9,20130110,0.0,1.1,8.4,-3.1,2013,1,0.0,10,54.3,2013-01-10,-12.0,0.0
10,127,-16.2,20130111,0.0,0.8,7.1,-0.2,2013,1,0.0,11,65.1,2013-01-11,-7.9,0.0
11,127,-9.3,20130112,0.0,0.6,1.5,4.0,2013,1,0.0,12,75.4,2013-01-12,-2.4,0.0
12,127,-7.5,20130113,0.0,0.6,0.8,2.2,2013,1,0.0,13,82.8,2013-01-13,-3.6,0.0
13,127,-10.1,20130114,0.0,0.9,3.9,3.3,2013,1,0.0,14,79.9,2013-01-14,-4.5,0.0
14,127,-11.2,20130115,0.0,0.7,6.8,3.0,2013,1,0.0,15,74.4,2013-01-15,-5.2,0.0
15,127,-9.2,20130116,0.0,1.0,0.8,1.1,2013,1,0.0,16,75.5,2013-01-16,-3.3,0.0
16,127,-6.8,20130117,0.0,1.8,0.5,-2.6,2013,1,0.0,17,66.4,2013-01-17,-4.4,0.0
17,127,-13.2,20130118,0.0,0.9,8.6,-0.1,2013,1,0.0,18,62.4,2013-01-18,-6.3,0.0
18,127,-6.0,20130119,0.0,0.8,3.2,3.6,2013,1,0.0,19,69.0,2013-01-19,-1.8,0.0
19,127,-7.9,20130120,0.0,1.2,4.0,6.5,2013,1,0.0,20,68.4,2013-01-20,-0.2,0.0
20,127,0.9,20130121,30.0,2.6,0.5,4.3,2013,1,0.0,21,85.1,2013-01-21,2.9,0.0
21,127,1.4,20130122,4.5,0.7,0.0,4.4,2013,1,0.0,22,85.1,2013-01-22,3.0,0.0
22,127,0.9,20130123,0.5,1.5,0.0,3.4,2013,1,0.0,23,84.1,2013-01-23,2.1,0.0
23,127,-4.9,20130124,1.0,2.4,0.1,1.4,2013,1,0.0,24,68.9,2013-01-24,-0.7,0.0
24,127,-9.2,20130125,0.0,4.2,8.9,-4.4,2013,1,0.0,25,42.4,2013-01-25,-7.2,0.0
25,127,-12.2,20130126,0.0,2.9,9.0,-3.8,2013,1,0.0,26,43.8,2013-01-26,-8.3,0.0
26,127,-12.4,20130127,0.0,1.9,7.1,-2.8,2013,1,0.0,27,61.3,2013-01-27,-7.9,0.0
27,127,-12.2,20130128,0.0,0.8,6.8,1.2,2013,1,0.0,28,61.0,2013-01-28,-4.2,0.0
28,127,-2.6,20130129,0.0,0.4,0.3,5.0,2013,1,0.0,29,72.1,2013-01-29,1.2,0.0
29,127,-0.7,20130130,0.0,0.9,7.0,10.9,2013,1,0.0,30,73.3,2013-01-30,3.4,0.0
30,127,-2.7,20130131,0.0,0.9,8.5,13.6,2013,1,0.0,31,62.6,2013-01-31,5.3,0.0
